scope,unit,offset_ms,segment,bin,bins,lo,hi,n,stops,stop_rate,mean_net_r,net_r_stderr
btc,usdt,-43200000,is,3,5,0.0150420988,0.03777446821,2996,1658,0.5534045394,0.01561811006,0.02355516405
btc,usdt,-43200000,is,4,5,0.03777446821,0.3520378172,2997,1726,0.5759092426,-0.03068310293,0.02333141416
btc,usdt,-43200000,oos_warm,0,5,-0.1996268332,-0.01677660234,966,550,0.5693581781,-0.05501211245,0.04170988383
btc,usdt,-43200000,oos_warm,1,5,-0.01677660234,0.0002082524326,1861,1090,0.5857066093,-0.09397001525,0.02989667122
btc,usdt,-43200000,oos_warm,2,5,0.0002082524326,0.0150420988,2626,1517,0.5776846915,-0.06423623788,0.02515677337
btc,usdt,-43200000,oos_warm,3,5,0.0150420988,0.03777446821,2596,1468,0.5654853621,-0.02353465952,0.02528861217
btc,usdt,-43200000,oos_warm,4,5,0.03777446821,0.3520378172,2026,1191,0.587857848,-0.06825492836,0.02826704374
btc,usdt,-21600000,is,0,5,-0.1197844744,-0.009299905039,2997,1806,0.6026026026,-0.1237607568,0.02326198272
btc,usdt,-21600000,is,1,5,-0.009299905039,0.002354939701,2996,1691,0.5644192256,-0.02851068609,0.02358159992
btc,usdt,-21600000,is,2,5,0.002354939701,0.01398098748,2995,1704,0.5689482471,-0.02932677275,0.02346018168
btc,usdt,-21600000,is,3,5,0.01398098748,0.03572379053,2997,1698,0.5665665666,-0.0201544215,0.02347492795
btc,usdt,-21600000,is,4,5,0.03572379053,0.2941671014,2997,1748,0.5832499166,-0.04999649132,0.02331780556
btc,usdt,-21600000,oos_warm,0,5,-0.1197844744,-0.009299905039,931,528,0.567132116,-0.04456433084,0.04243285373
btc,usdt,-21600000,oos_warm,1,5,-0.009299905039,0.002354939701,1897,1124,0.5925144966,-0.1122118015,0.02952317978
btc,usdt,-21600000,oos_warm,2,5,0.002354939701,0.01398098748,2738,1534,0.5602629657,-0.01776281981,0.02473132182
btc,usdt,-21600000,oos_warm,3,5,0.01398098748,0.03572379053,2651,1494,0.5635609204,-0.02011760842,0.02507163205
btc,usdt,-21600000,oos_warm,4,5,0.03572379053,0.2941671014,1858,1136,0.6114101184,-0.1290436817,0.02925746403
btc,usdt,-7200000,is,0,5,-0.09858044982,-0.002386039682,2997,1743,0.5815815816,-0.06801682442,0.02343616321
btc,usdt,-7200000,is,1,5,-0.002386039682,0.003192128101,2996,1728,0.5767690254,-0.0579896414,0.02348390876
btc,usdt,-7200000,is,2,5,0.003192128101,0.01054321788,2991,1685,0.5633567369,-0.01776184701,0.02353766818
btc,usdt,-7200000,is,3,5,0.01054321788,0.02679695562,2994,1723,0.5754843019,-0.04174180961,0.02341117999
btc,usdt,-7200000,is,4,5,0.02679695562,0.2564684153,3004,1768,0.5885486019,-0.06615210479,0.02326797554
btc,usdt,-7200000,oos_warm,0,5,-0.09858044982,-0.002386039682,947,519,0.5480464625,0.01155539429,0.04220940116
btc,usdt,-7200000,oos_warm,1,5,-0.002386039682,0.003192128101,1860,1093,0.5876344086,-0.09720392716,0.0298466326
btc,usdt,-7200000,oos_warm,2,5,0.003192128101,0.01054321788,2457,1382,0.5624745625,-0.02848557333,0.02613031602
btc,usdt,-7200000,oos_warm,3,5,0.01054321788,0.02679695562,2910,1637,0.5625429553,-0.01817625005,0.02392949358
btc,usdt,-7200000,oos_warm,4,5,0.02679695562,0.2564684153,1901,1185,0.6233561284,-0.1595720322,0.02878387075
btc,usdt,-3600000,is,0,5,-0.09789414704,-0.001221601036,2996,1743,0.5817757009,-0.06497892157,0.02341117862
btc,usdt,-3600000,is,1,5,-0.001221601036,0.002831501188,2995,1720,0.5742904841,-0.05428913643,0.0235110388
btc,usdt,-3600000,is,2,5,0.002831501188,0.008007546887,2996,1692,0.564753004,-0.02070963816,0.02352415867
btc,usdt,-3600000,is,3,5,0.008007546887,0.02073285952,2998,1726,0.5757171448,-0.04100660866,0.02338072998
btc,usdt,-3600000,is,4,5,0.02073285952,0.2341811657,2997,1766,0.5892559226,-0.07078687763,0.02331010424
btc,usdt,-3600000,oos_warm,0,5,-0.09789414704,-0.001221601036,943,537,0.5694591729,-0.03892613155,0.04198864719
btc,usdt,-3600000,oos_warm,1,5,-0.001221601036,0.002831501188,1829,1048,0.5729907053,-0.06082908936,0.03022164392
btc,usdt,-3600000,oos_warm,2,5,0.002831501188,0.008007546887,2425,1345,0.5546391753,-0.0079595213,0.0263613872
btc,usdt,-3600000,oos_warm,3,5,0.008007546887,0.02073285952,2886,1662,0.5758835759,-0.05269972539,0.02396065065
btc,usdt,-3600000,oos_warm,4,5,0.02073285952,0.2341811657,1992,1224,0.6144578313,-0.1389195419,0.02825289484
btc,usdt,-1800000,is,0,5,-0.08092752844,-0.0006482311292,2997,1731,0.5775775776,-0.05410277069,0.02342360099
btc,usdt,-1800000,is,1,5,-0.0006482311292,0.002128436789,2996,1726,0.5761014686,-0.05617512505,0.02348772019
btc,usdt,-1800000,is,2,5,0.002128436789,0.005869949982,2996,1727,0.576435247,-0.05077562209,0.02344276152
btc,usdt,-1800000,is,3,5,0.005869949982,0.01634140052,2996,1676,0.5594125501,-0.001987017615,0.02352607477
btc,usdt,-1800000,is,4,5,0.01634140052,0.2056918442,2997,1787,0.5962629296,-0.08871585807,0.02324064028
btc,usdt,-1800000,oos_warm,0,5,-0.08092752844,-0.0006482311292,990,543,0.5484848485,0.01253462991,0.04126620153
btc,usdt,-1800000,oos_warm,1,5,-0.0006482311292,0.002128436789,1746,989,0.5664375716,-0.04432342534,0.03104282189
btc,usdt,-1800000,oos_warm,2,5,0.002128436789,0.005869949982,2308,1298,0.5623916811,-0.02504597466,0.02694388697
btc,usdt,-1800000,oos_warm,3,5,0.005869949982,0.01634140052,2951,1689,0.5723483565,-0.04456670784,0.02370161435
btc,usdt,-1800000,oos_warm,4,5,0.01634140052,0.2056918442,2080,1297,0.6235576923,-0.1643186727,0.02753726868
btc,usdt,-300000,is,0,5,-0.03003259376,-0.0006125609507,2992,1707,0.5705213904,-0.03137380005,0.02345684523
btc,usdt,-300000,is,1,5,-0.0006125609507,0.000481817784,3001,1711,0.5701432856,-0.04111164826,0.02352157785
btc,usdt,-300000,is,2,5,0.000481817784,0.002154912194,2996,1715,0.5724299065,-0.04361267121,0.02350637329
btc,usdt,-300000,is,3,5,0.002154912194,0.006268275436,2995,1721,0.574624374,-0.04035386409,0.02343343295
btc,usdt,-300000,is,4,5,0.006268275436,0.08930919319,2998,1793,0.5980653769,-0.09527522399,0.02321103844
btc,usdt,-300000,oos_warm,0,5,-0.03003259376,-0.0006125609507,1261,664,0.5265662173,0.07842826902,0.03651132967
btc,usdt,-300000,oos_warm,1,5,-0.0006125609507,0.000481817784,1634,926,0.5667074663,-0.04068481279,0.03203629655
btc,usdt,-300000,oos_warm,2,5,0.000481817784,0.002154912194,2310,1292,0.5593073593,-0.01873727454,0.02695458841
btc,usdt,-300000,oos_warm,3,5,0.002154912194,0.006268275436,2621,1521,0.5803128577,-0.0680178916,0.0251174383
btc,usdt,-300000,oos_warm,4,5,0.006268275436,0.08930919319,2249,1413,0.6282792352,-0.1809452137,0.02647697646
