floor,hold,threshold,segment,num_trades,mean_net_r,se_net_r,mean_cost_r,mean_gross_r,median_stop_width
0.03,24,25.0,is,461,0.39207859027773057,0.10091567311438075,0.028349659793318705,0.4204282500710493,0.036941355152724044
0.03,24,25.0,oos_warm,68,-0.005094845907906959,0.1594989848534835,0.026504842029861257,0.021409996121954298,0.03415804595697226
0.04,4,15.0,full,80,0.08477102443939613,0.08684167053875433,0.020379757534765758,0.10515078197416189,0.0495081837211688
0.04,4,15.0,is,67,0.08580467258895821,0.09306170379249822,0.019910125932106174,0.10571479852106438,0.04970468542293874
0.04,4,15.0,oos_warm,13,0.07944376089934527,0.24501491916993318,0.02280016656385749,0.10224392746320275,0.049394260831910286
0.04,8,15.0,full,80,0.18137103090791112,0.10051814536383304,0.020530942959073824,0.20190197386698494,0.0495081837211688
0.04,8,15.0,is,67,0.20172779711344976,0.10484026650838525,0.02009116804553693,0.2218189651589867,0.04970468542293874
0.04,8,15.0,oos_warm,13,0.07645538969475049,0.3109274993168386,0.02279747520576397,0.09925286490051446,0.049394260831910286
0.04,12,15.0,full,80,0.2500683105007998,0.11527740539736428,0.02036529501265781,0.27043360551345763,0.0495081837211688
0.04,12,15.0,is,67,0.26878195502958874,0.12643693857295007,0.019879895113957713,0.28866185014354645,0.04970468542293874
0.04,12,15.0,oos_warm,13,0.1536210656216565,0.2903348682451842,0.022866971413650634,0.17648803703530713,0.049394260831910286
0.04,16,15.0,full,80,0.23520879665145303,0.11525623217403926,0.0204759577495471,0.25568475440100014,0.0495081837211688
0.04,16,15.0,is,67,0.24277802821045597,0.12301131588244672,0.019911211991719087,0.26268924020217505,0.04970468542293874
0.04,16,15.0,oos_warm,13,0.1961981416935149,0.33029225067880036,0.023386570501429945,0.21958471219494485,0.049394260831910286
0.04,24,15.0,full,80,0.27449244969837866,0.1327959050250881,0.01904097996115921,0.2935334296595379,0.0495081837211688
0.04,24,15.0,is,67,0.2843940834641622,0.14337662621779934,0.019262796580722157,0.30365688004488434,0.04970468542293874
0.04,24,15.0,oos_warm,13,0.22346095259780216,0.3625832361098421,0.01789777122956557,0.24135872382736773,0.049394260831910286
0.04,4,20.0,full,136,0.15797557346075483,0.06516892021375485,0.021337354262256823,0.17931292772301166,0.049483546341314556
0.04,4,20.0,is,119,0.15329267508569225,0.06878193945731952,0.021120799046607457,0.1744134741322997,0.04970468542293874
0.04,4,20.0,oos_warm,17,0.19075586208619277,0.2058139586493437,0.022853240771802383,0.21360910285799517,0.04906423783812176
0.04,8,20.0,full,136,0.25847558625919237,0.07644274849558991,0.020932707326267553,0.27940829358545993,0.049483546341314556
0.04,8,20.0,is,119,0.25976100295068977,0.07938951352929502,0.021313246474282187,0.28107424942497194,0.04970468542293874
0.04,8,20.0,oos_warm,17,0.24947766941871036,0.26278018615036036,0.018268933290165087,0.26774660270887546,0.04906423783812176
0.04,12,20.0,full,136,0.32855746510418765,0.08577759236672894,0.02143459260455864,0.3499920577087463,0.049483546341314556
0.04,12,20.0,is,119,0.33035580879720927,0.0918225420499942,0.021878274958736635,0.3522340837559459,0.04970468542293874
0.04,12,20.0,oos_warm,17,0.3159690592530372,0.24772951875599558,0.018328816125312664,0.3342978753783499,0.04906423783812176
0.04,16,20.0,full,136,0.33748358439171705,0.08842724726946427,0.021515916862314754,0.3589995012540318,0.049483546341314556
0.04,16,20.0,is,119,0.32565346682694235,0.0923985380821074,0.021871536954642102,0.34752500378158446,0.04970468542293874
0.04,16,20.0,oos_warm,17,0.4202944073451396,0.29422827050788464,0.0190265762160233,0.4393209835611629,0.04906423783812176
0.04,24,20.0,full,136,0.3334280767352049,0.10183132588456306,0.020910515731585515,0.35433859246679045,0.049483546341314556
0.04,24,20.0,is,119,0.32022617222752,0.10642006475738923,0.021781235284859996,0.34200740751237996,0.04970468542293874
0.04,24,20.0,oos_warm,17,0.42584140828899986,0.3386358718227789,0.01481547885866414,0.440656887147664,0.04906423783812176
0.04,4,25.0,full,201,0.34213528811012933,0.11160362576122017,0.02170952036784182,0.3638448084779711,0.049394260831910286
0.04,4,25.0,is,181,0.34422898703651095,0.1219061321394917,0.02155157271640449,0.36578055975291546,0.04945545031011071
0.04,4,25.0,oos_warm,20,0.3231873128263761,0.2085228032623768,0.023138946613349646,0.3463262594397257,0.04900095568657536
0.04,8,25.0,full,201,0.4363528922090206,0.1314017019300266,0.020923572581818203,0.45727646479083883,0.049394260831910286
0.04,8,25.0,is,181,0.43570170772022015,0.14283201020772948,0.021179229783738908,0.4568809375039591,0.04945545031011071
0.04,8,25.0,oos_warm,20,0.4422461118326656,0.2783634986541391,0.01860987490443578,0.4608559867371014,0.04900095568657536
0.04,12,25.0,full,201,0.4441616565146958,0.14602726649080525,0.021258927201570136,0.46542058371626593,0.049394260831910286
0.04,12,25.0,is,181,0.4371087915156752,0.1598402742672243,0.021545097653880272,0.4586538891695555,0.04945545031011071
0.04,12,25.0,oos_warm,20,0.5079900847558327,0.2552048477545112,0.018669084608163387,0.5266591693639961,0.04900095568657536
0.04,16,25.0,full,201,0.49919000211230263,0.1600054263982348,0.020301432907413833,0.5194914350197165,0.049394260831910286
0.04,16,25.0,is,181,0.49057065216474377,0.1751250933010048,0.02041820511374581,0.5109888572784895,0.04945545031011071
0.04,16,25.0,oos_warm,20,0.5771951191377108,0.28034384246410843,0.01924464444010937,0.5964397635778202,0.04900095568657536
0.04,24,25.0,full,201,0.48017519626961436,0.151034415704984,0.020018789963784707,0.5001939862333991,0.049394260831910286
0.04,24,25.0,is,181,0.4646502544471667,0.16363560718001915,0.020495990555067473,0.48514624500223413,0.04945545031011071
0.04,24,25.0,oos_warm,20,0.620675919762767,0.3410418123346268,0.01570012461267565,0.6363760443754427,0.04900095568657536
