segment,axis,bucket,arm,category,num_trades,trade_share,net_r_sum,gain_share,loss_share,win_rate
oos_warm,timeframe,4h,C_고정오프셋,트리거 안 옴,163,0.2492354740061162,-167.25673316406525,0.015544687446734338,0.4002440219841944,0.024539877300613498
oos,overall,전체,1_봉마감,트리거 전에 이미 익절,1936,0.13320489885785056,2771.5132444013757,0.3322827225480759,0.0,1.0
oos,overall,전체,1_봉마감,트리거 전에 이미 손절,38,0.0026145589651850832,-45.59010899061465,0.0,0.004490599899202653,0.0
oos,overall,전체,1_봉마감,아직 들고 있음,5491,0.3778037704692445,1460.3685725943506,0.5157923794841996,0.2799124658008134,0.5419777818248043
oos,overall,전체,1_봉마감,트리거 안 옴,7069,0.4863767717077198,-5997.805755724289,0.15192489796772926,0.7155969342999848,0.12561889942000282
oos,overall,전체,2_교차,트리거 전에 이미 익절,855,0.05882757671666437,1223.986222266765,0.14674635783094767,0.0,1.0
oos,overall,전체,2_교차,트리거 전에 이미 손절,294,0.020228429888537222,-346.03278142871244,0.0,0.03408403287047373,0.0
oos,overall,전체,2_교차,아직 들고 있음,8529,0.5868308793174625,1762.351996829319,0.7708293066548233,0.45969716548177936,0.5233907843826944
oos,overall,전체,2_교차,트리거 안 옴,4856,0.3341131140773359,-4451.81948538654,0.08242433551422965,0.5062188016477465,0.09905271828665568
oos,overall,전체,C_고정오프셋,트리거 전에 이미 익절,1652,0.11366451080225677,2329.9697837609274,0.27934512121375604,0.0,1.0
oos,overall,전체,C_고정오프셋,트리거 전에 이미 손절,285,0.019609192238888126,-334.42976433109027,0.0,0.03294114226190433,0.0
oos,overall,전체,C_고정오프셋,아직 들고 있음,5587,0.38440897206550156,2871.796692477598,0.6157631490287003,0.22302027037859634,0.6303919813853589
oos,overall,전체,C_고정오프셋,트리거 안 옴,7010,0.4823173248933535,-6678.850759626628,0.10489172975754905,0.7440385873595005,0.08930099857346648
