timeframe,month,filled,guard_rejected,guard_reject_rate,ceiling_below_guard,ceiling_share_of_rejects,median_stop_width_pct,p10_stop_width_pct,p90_stop_width_pct,median_zone_ceiling_pct,path_observed,path_unfilled,median_path_delta_bps,path_deeper_share,path_guard_reject_rate,engine_guard_reject_rate_on_path_subset
1h,2024-09,49,5,0.10204081632653061,2,0.4,0.7678326244992764,0.3240531260933598,1.195128910897422,0.7808175486204119,40,9,0.0,0.125,0.05,0.05
1h,2024-10,105,15,0.14285714285714285,3,0.2,0.6650282846656611,0.2702888777525698,1.3444887100145486,0.7410388377304002,98,7,0.0,0.11224489795918367,0.10204081632653061,0.10204081632653061
1h,2024-11,62,3,0.04838709677419355,2,0.6666666666666666,1.2684537716286792,0.3840214860590426,2.361754156410383,1.5668728483891776,56,6,0.0,0.125,0.05357142857142857,0.05357142857142857
1h,2024-12,69,0,0.0,0,,1.172000113914571,0.539721584328051,2.454000929975678,1.4708523747035018,59,10,0.0,0.2033898305084746,0.0,0.0
1h,2025-01,49,1,0.02040816326530612,0,0.0,0.9907737932532584,0.6126563442475808,1.7731865307278811,1.0867335960769184,43,6,0.0,0.23255813953488372,0.0,0.0
1h,2025-02,62,1,0.016129032258064516,0,0.0,1.131869872815424,0.6157329451367026,2.734201944052018,1.1948410494883863,57,5,0.0,0.14035087719298245,0.0,0.0
1h,2025-03,66,1,0.015151515151515152,0,0.0,1.0596999927012072,0.6128544052890247,1.9032409469369984,1.2323992251436193,57,9,0.0,0.12280701754385964,0.0,0.0
1h,2025-04,48,1,0.020833333333333332,0,0.0,0.9366976415955396,0.4338723109770288,1.840942581596995,0.9834885230247704,46,2,0.0,0.08695652173913043,0.021739130434782608,0.021739130434782608
1h,2025-05,41,2,0.04878048780487805,0,0.0,1.1785391717439384,0.4133941927272532,1.815257386478894,1.1884695869147133,38,3,0.0,0.18421052631578946,0.02631578947368421,0.02631578947368421
1h,2025-06,64,5,0.078125,1,0.2,0.8146446741529019,0.3200957892162663,1.4954425913894378,0.8647660316875387,58,6,0.0,0.10344827586206896,0.034482758620689655,0.034482758620689655
1h,2025-07,68,10,0.14705882352941177,0,0.0,0.7808416236374947,0.263452902669361,1.556695045478962,0.9835725879301938,56,12,0.0,0.2857142857142857,0.10714285714285714,0.10714285714285714
1h,2025-08,52,8,0.15384615384615385,3,0.375,0.9476045279358686,0.2071516621740086,1.3812261021973975,0.9397980509732227,51,1,0.0,0.13725490196078433,0.1568627450980392,0.1568627450980392
1h,2025-09,68,9,0.1323529411764706,4,0.4444444444444444,0.6734492253374291,0.2669045850933185,1.2612562987519482,0.6676423418541038,61,7,0.0,0.2786885245901639,0.08196721311475409,0.08196721311475409
1h,2025-10,53,0,0.0,0,,1.0195861597313989,0.3860352735728883,1.7200052289307242,1.1283336864945055,49,4,0.0,0.22448979591836735,0.04081632653061224,0.0
1h,2025-11,59,5,0.0847457627118644,2,0.4,0.7650395346381612,0.3433139258425281,1.7347548077570094,1.0405674483888303,43,16,0.0,0.2558139534883721,0.09302325581395349,0.06976744186046512
1h,2025-12,51,12,0.23529411764705882,7,0.5833333333333334,0.583033597875303,0.1374184622974056,1.2007643225208928,0.8259389841192396,43,8,0.0,0.27906976744186046,0.16279069767441862,0.16279069767441862
1h,2026-01,70,7,0.1,5,0.7142857142857143,0.7607460346096977,0.3344069081463859,1.2794340356734917,0.8695164114857041,59,11,0.0,0.1016949152542373,0.0847457627118644,0.0847457627118644
1h,2026-02,44,3,0.06818181818181818,2,0.6666666666666666,1.0231725828583662,0.3190909181928404,1.7773622376661913,1.0911633052855931,42,2,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616
1h,2026-03,43,4,0.09302325581395349,2,0.5,0.8915459643702335,0.3646879852022842,1.1838194283153267,0.8740331928321685,41,2,0.0,0.14634146341463414,0.0975609756097561,0.0975609756097561
1h,2026-04,51,4,0.0784313725490196,2,0.5,0.607882578809539,0.3596852589170361,0.970619804369216,0.6229667332699705,45,6,0.0,0.1111111111111111,0.06666666666666667,0.06666666666666667
1h,2026-05,78,22,0.28205128205128205,13,0.5909090909090909,0.5594941483659779,0.2048652191922129,0.943338897264842,0.6210622598404498,69,9,0.0,0.2028985507246377,0.21739130434782608,0.18840579710144928
1h,2026-06,80,5,0.0625,2,0.4,0.9173534751177824,0.4073387692561742,2.290583208233895,0.9454744434573992,75,5,0.0,0.18666666666666668,0.06666666666666667,0.06666666666666667
1h,2026-07,41,4,0.0975609756097561,2,0.5,0.5701503290780772,0.3144043351457231,0.7462430032153354,0.6620346186558398,38,3,0.0,0.21052631578947367,0.07894736842105263,0.07894736842105263
2h,ALL,1753,44,0.025099828864803195,3,0.06818181818181818,1.4793578722179312,0.549549170812019,2.987745299868212,1.6368478945481175,1582,171,0.0,0.20101137800252844,0.019595448798988623,0.01706700379266751
2h,2020-09,3,1,0.3333333333333333,0,0.0,1.1096921624515277,0.0950139745817855,1.1096921624515277,1.2501935251270362,2,1,1.842977002998043,1.0,0.0,0.0
2h,2020-10,21,0,0.0,0,,1.6510102726883746,0.5298698738972302,2.50020558181638,1.779829792555422,20,1,0.0,0.3,0.0,0.0
2h,2020-11,10,3,0.3,0,0.0,1.7488053548376645,0.2694127222139826,11.017524562382324,1.728809354037823,6,4,0.0,0.16666666666666666,0.0,0.0
2h,2020-12,21,0,0.0,0,,2.2688865920747157,1.323782308267126,3.799865267594491,2.511844635582224,20,1,0.0,0.05,0.0,0.0
2h,2021-01,35,0,0.0,0,,3.551602727978377,2.2047442363379153,5.5847241834529475,4.272120557310384,32,3,0.0,0.09375,0.0,0.0
2h,2021-02,19,0,0.0,0,,3.120580703136475,2.214768832605485,5.385272151918825,3.845384769200004,18,1,0.0,0.1111111111111111,0.0,0.0
2h,2021-03,27,0,0.0,0,,1.794431268818076,1.4036052149674678,2.7716904477140027,1.775149170440851,23,4,0.0,0.043478260869565216,0.0,0.0
2h,2021-04,24,1,0.041666666666666664,0,0.0,2.967258786794535,1.1890606619973507,3.84598445164017,3.2922093190347255,22,2,0.0,0.22727272727272727,0.045454545454545456,0.045454545454545456
2h,2021-05,45,0,0.0,0,,2.88841235843395,1.620340033647675,8.52163337374324,3.3720877307914447,38,7,0.0,0.10526315789473684,0.0,0.0
2h,2021-06,27,1,0.037037037037037035,0,0.0,2.289430624106638,1.4028586086640007,4.583543221669251,2.5379625860742805,24,3,0.0,0.125,0.0,0.0
2h,2021-07,6,0,0.0,0,,1.7592357171773116,0.3616508841219656,1.9088666182119192,1.742452627324188,6,0,0.0,0.3333333333333333,0.0,0.0
2h,2021-08,38,0,0.0,0,,1.9911278712887561,0.856281597237805,2.846502049486056,2.5096400598176563,34,4,0.0,0.3235294117647059,0.0,0.0
2h,2021-09,23,1,0.043478260869565216,0,0.0,2.1493312301179603,0.5868396239813478,3.775113521896552,2.4107277524152853,21,2,0.0,0.3333333333333333,0.0,0.0
2h,2021-10,19,0,0.0,0,,1.5354903534948332,1.0393377481580852,2.3243100091447286,1.7088006346950644,18,1,0.0,0.1111111111111111,0.0,0.0
2h,2021-11,25,1,0.04,0,0.0,1.8570212850177403,0.6573848382654959,2.7843682195206982,1.8886705681340992,24,1,0.0,0.08333333333333333,0.08333333333333333,0.041666666666666664
2h,2021-12,22,0,0.0,0,,1.575437032891041,0.9939614172204286,2.5778949876265806,1.6083643224895012,20,2,0.0,0.1,0.0,0.0
2h,2022-01,33,0,0.0,0,,2.2072068536601215,1.0953335581453552,3.40428069107647,2.471506877522218,30,3,0.0,0.2,0.0,0.0
2h,2022-02,49,1,0.02040816326530612,0,0.0,1.85306024420239,1.4208202489498514,2.706807036396883,1.892051868510759,48,1,0.0,0.20833333333333334,0.020833333333333332,0.020833333333333332
2h,2022-03,9,0,0.0,0,,1.7985750935288518,0.9192926180583736,1.8366233875305196,1.7785790927290162,8,1,0.4807048325492488,0.5,0.0,0.0
2h,2022-04,40,1,0.025,0,0.0,1.5854280361512276,1.0166992820379348,2.3167785594816577,1.5822020727959178,36,4,0.0,0.16666666666666666,0.027777777777777776,0.027777777777777776
2h,2022-05,41,0,0.0,0,,2.3595570800935906,1.1820861733613772,4.209102313615486,2.406069236368532,38,3,0.0,0.15789473684210525,0.0,0.0
2h,2022-06,46,1,0.021739130434782608,0,0.0,1.5178560244975152,0.4577410893001556,3.667300218674346,2.253742754241122,42,4,0.0,0.40476190476190477,0.0,0.0
2h,2022-07,26,0,0.0,0,,1.6977188595967845,0.7103499644253598,2.28960651923511,2.181799766224379,24,2,0.0,0.08333333333333333,0.0,0.0
2h,2022-08,34,0,0.0,0,,1.361479022869505,0.7177994189033898,2.8046242603331275,1.623372061428974,30,4,0.0,0.26666666666666666,0.0,0.0
2h,2022-09,27,0,0.0,0,,1.8612750767711812,1.0914513957486556,2.6015809670746863,2.0631314287421016,24,3,0.0,0.4166666666666667,0.0,0.0
2h,2022-10,18,0,0.0,0,,0.8852315992708587,0.5124093292942176,1.6851227871731898,0.9956072977457247,18,0,0.10980930735537746,0.16666666666666666,0.0,0.0
2h,2022-11,30,0,0.0,0,,1.7153145354419617,0.8710917200579322,5.108798599561524,1.713780148914006,29,1,0.0,0.13793103448275862,0.0,0.0
2h,2022-12,13,0,0.0,0,,1.4810256878775712,0.5707607668356046,2.059343880217063,1.4610296870777386,12,1,0.0,0.0,0.0,0.0
2h,2023-01,17,0,0.0,0,,1.3446158694528292,0.7337565148044847,1.7465408384002974,1.3246198686529975,17,0,0.0,0.0,0.0,0.0
2h,2023-02,21,2,0.09523809523809523,0,0.0,1.412475165134102,0.4879918278067324,1.8726405472674308,1.3924791643342636,16,5,0.0,0.25,0.0625,0.0625
2h,2023-03,16,0,0.0,0,,1.2613088550963287,0.6690769430328184,1.7768331317761925,1.254227672271993,14,2,0.0,0.2857142857142857,0.0,0.0
2h,2023-04,20,1,0.05,0,0.0,1.1202513949569513,0.6663957380892785,1.8960867716996097,1.5670417874176101,16,4,0.0,0.3125,0.0,0.0
2h,2023-05,22,1,0.045454545454545456,1,1.0,0.7529354401156494,0.414453665360743,1.1189649010789176,1.0191309547093141,22,0,0.0,0.3181818181818182,0.045454545454545456,0.045454545454545456
2h,2023-06,25,1,0.04,0,0.0,1.2213924335866109,0.4737891679402451,1.537995229573062,1.3477741378623036,24,1,0.0,0.20833333333333334,0.041666666666666664,0.041666666666666664
2h,2023-07,11,1,0.09090909090909091,0,0.0,0.9317307522951284,0.3734272668309036,2.198805521914481,0.9117347514952884,7,4,0.0,0.0,0.0,0.0
2h,2023-08,8,1,0.125,0,0.0,1.0145041101373602,0.8693659593987941,1.610316184171039,1.1692921159582554,7,1,0.0,0.0,0.0,0.0
