symbol,timeframe,segment,arm,lens,cost,num_candidates,num_trades,win_rate,total_return,max_drawdown
BTC/USDT:USDT,2h,oos,on,baseline,taker5_slip7,86,54,0.6111111111111112,0.1469598617790099,0.035153182643554
BTC/USDT:USDT,4h,full,off,baseline,taker5_slip7,60,52,0.6346153846153846,0.2459798103434062,0.0535039635277249
BTC/USDT:USDT,4h,full,on,baseline,taker5_slip7,96,78,0.6410256410256411,0.4136509816813248,0.0425475898278545
BTC/USDT:USDT,4h,is,off,baseline,taker5_slip7,40,37,0.6756756756756757,0.2133133807812297,0.0535039635277249
BTC/USDT:USDT,4h,is,on,baseline,taker5_slip7,67,56,0.6428571428571429,0.2878442132435337,0.0425475898278545
BTC/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,20,15,0.5333333333333333,0.0269233242454998,0.0485692832535645
BTC/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,29,22,0.6363636363636364,0.0976878780399511,0.0298997318368475
BTC/USDT:USDT,4h,oos,off,baseline,taker5_slip7,20,15,0.5333333333333333,0.0269233242454998,0.0485692832535645
BTC/USDT:USDT,4h,oos,on,baseline,taker5_slip7,29,22,0.6363636363636364,0.0976878780399511,0.0298997318368475
ETH/USDT:USDT,1h,full,off,baseline,taker5_slip7,316,250,0.628,1.1497929820835664,0.1027519950813411
ETH/USDT:USDT,1h,full,on,baseline,taker5_slip7,454,321,0.6074766355140186,1.3037998730219198,0.1285146921377902
ETH/USDT:USDT,1h,is,off,baseline,taker5_slip7,199,159,0.5723270440251572,0.3725237403284407,0.1027519950813411
ETH/USDT:USDT,1h,is,on,baseline,taker5_slip7,279,198,0.5606060606060606,0.3931448905191426,0.1285146921377902
ETH/USDT:USDT,1h,oos_warm,off,baseline,taker5_slip7,117,91,0.7252747252747253,0.5663065919494602,0.0218669337222225
ETH/USDT:USDT,1h,oos_warm,on,baseline,taker5_slip7,175,123,0.6829268292682927,0.6536685370632411,0.0222556458808182
ETH/USDT:USDT,1h,oos,off,baseline,taker5_slip7,114,88,0.7159090909090909,0.5171908476406927,0.0218669337222227
ETH/USDT:USDT,1h,oos,on,baseline,taker5_slip7,170,118,0.6864406779661016,0.637439639383209,0.0222556458808182
ETH/USDT:USDT,2h,full,off,baseline,taker5_slip7,158,130,0.5692307692307692,0.4258174347417374,0.0522424894426
ETH/USDT:USDT,2h,full,on,baseline,taker5_slip7,230,160,0.55625,0.4461869243644865,0.0408208184775494
ETH/USDT:USDT,2h,is,off,baseline,taker5_slip7,92,78,0.5512820512820513,0.2247326026705061,0.0522424894426
ETH/USDT:USDT,2h,is,on,baseline,taker5_slip7,134,96,0.5520833333333334,0.2521949502908784,0.0408208184775494
ETH/USDT:USDT,2h,oos_warm,off,baseline,taker5_slip7,66,52,0.5961538461538461,0.164186722581542,0.0269525972284615
ETH/USDT:USDT,2h,oos_warm,on,baseline,taker5_slip7,96,64,0.5625,0.1549215431898554,0.0401422786778416
ETH/USDT:USDT,2h,oos,off,baseline,taker5_slip7,62,48,0.6041666666666666,0.159871062614569,0.0274670713152436
ETH/USDT:USDT,2h,oos,on,baseline,taker5_slip7,90,59,0.559322033898305,0.1384229460693404,0.0401422786778416
ETH/USDT:USDT,4h,full,off,baseline,taker5_slip7,84,68,0.6176470588235294,0.3540146791222798,0.0479166244361383
ETH/USDT:USDT,4h,full,on,baseline,taker5_slip7,132,92,0.6086956521739131,0.4606238153774193,0.0436799550135814
ETH/USDT:USDT,4h,is,off,baseline,taker5_slip7,53,43,0.6046511627906976,0.1907699414387147,0.0479166244361383
ETH/USDT:USDT,4h,is,on,baseline,taker5_slip7,85,57,0.631578947368421,0.2926717148507325,0.0436799550135814
ETH/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,31,25,0.64,0.1370917521535095,0.0219596869111263
ETH/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,47,35,0.5714285714285714,0.1299263367467432,0.0321276028953143
ETH/USDT:USDT,4h,oos,off,baseline,taker5_slip7,28,22,0.5909090909090909,0.0895254477680111,0.0219596869111263
ETH/USDT:USDT,4h,oos,on,baseline,taker5_slip7,40,28,0.5,0.0479762473492379,0.0321276028953141
SOL/USDT:USDT,1h,full,off,baseline,taker5_slip7,357,280,0.5464285714285714,0.8721054200637838,0.0854332052844403
SOL/USDT:USDT,1h,full,on,baseline,taker5_slip7,534,375,0.5653333333333334,1.856368554354686,0.0970537821965144
SOL/USDT:USDT,1h,is,off,baseline,taker5_slip7,233,187,0.5294117647058824,0.4210128479124141,0.0813358488423312
SOL/USDT:USDT,1h,is,on,baseline,taker5_slip7,342,247,0.5587044534412956,0.9701473437131084,0.0970537821965144
SOL/USDT:USDT,1h,oos_warm,off,baseline,taker5_slip7,124,93,0.5806451612903226,0.3174444008821323,0.0419202045035582
SOL/USDT:USDT,1h,oos_warm,on,baseline,taker5_slip7,192,128,0.578125,0.4498248384668161,0.0496563396528168
SOL/USDT:USDT,1h,oos,off,baseline,taker5_slip7,117,87,0.5747126436781609,0.2764559348792303,0.0483927555265287
SOL/USDT:USDT,1h,oos,on,baseline,taker5_slip7,181,118,0.5677966101694916,0.3612726909769222,0.0753352854515498
SOL/USDT:USDT,2h,full,off,baseline,taker5_slip7,163,136,0.6176470588235294,0.8110521699656525,0.0468742390865374
SOL/USDT:USDT,2h,full,on,baseline,taker5_slip7,260,188,0.5957446808510638,1.1002738602305453,0.0605664771007016
SOL/USDT:USDT,2h,is,off,baseline,taker5_slip7,110,91,0.6153846153846154,0.5214874774621294,0.0323231697919746
SOL/USDT:USDT,2h,is,on,baseline,taker5_slip7,173,127,0.5984251968503937,0.7082175940443234,0.0424222793607911
SOL/USDT:USDT,2h,oos_warm,off,baseline,taker5_slip7,53,45,0.6222222222222222,0.1903168424274656,0.0468742390865376
SOL/USDT:USDT,2h,oos_warm,on,baseline,taker5_slip7,87,61,0.5901639344262295,0.2295119003299831,0.0605664771007012
SOL/USDT:USDT,2h,oos,off,baseline,taker5_slip7,47,39,0.6410256410256411,0.1771944014126482,0.0317236809820851
SOL/USDT:USDT,2h,oos,on,baseline,taker5_slip7,72,52,0.5961538461538461,0.1935934819808277,0.0376852897477619
SOL/USDT:USDT,4h,full,off,baseline,taker5_slip7,88,76,0.5789473684210527,0.3234788063476558,0.0417776304623492
SOL/USDT:USDT,4h,full,on,baseline,taker5_slip7,128,95,0.5684210526315789,0.3948415166740664,0.0417776304623491
SOL/USDT:USDT,4h,is,off,baseline,taker5_slip7,44,38,0.6052631578947368,0.1785837077730919,0.0214008257358356
SOL/USDT:USDT,4h,is,on,baseline,taker5_slip7,59,49,0.5714285714285714,0.1916467786384644,0.0329406217002394
SOL/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,44,38,0.5526315789473685,0.1229400148830665,0.0417776304623491
SOL/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,69,46,0.5652173913043478,0.1705159126664739,0.041777630462349
SOL/USDT:USDT,4h,oos,off,baseline,taker5_slip7,37,32,0.53125,0.0819131822544332,0.0417776304623491
SOL/USDT:USDT,4h,oos,on,baseline,taker5_slip7,55,37,0.5135135135135135,0.0798915389304202,0.0441720554351496
BNB/USDT:USDT,1h,full,off,baseline,taker5_slip7,296,220,0.6090909090909091,0.9528665274233824,0.0834822272322344
BNB/USDT:USDT,1h,full,on,baseline,taker5_slip7,420,286,0.5979020979020979,1.1697096949025014,0.1316457053866613
BNB/USDT:USDT,1h,is,off,baseline,taker5_slip7,190,142,0.6619718309859155,0.7888274510143274,0.0478247855978684
BNB/USDT:USDT,1h,is,on,baseline,taker5_slip7,267,191,0.6492146596858639,1.095086276497633,0.0480659218624341
BNB/USDT:USDT,1h,oos_warm,off,baseline,taker5_slip7,106,78,0.5128205128205128,0.0917020120168885,0.0834822272322344
BNB/USDT:USDT,1h,oos_warm,on,baseline,taker5_slip7,153,95,0.4947368421052631,0.0356183032851598,0.1208483190197679
BNB/USDT:USDT,1h,oos,off,baseline,taker5_slip7,106,78,0.5128205128205128,0.0917020120168885,0.0834822272322344
BNB/USDT:USDT,1h,oos,on,baseline,taker5_slip7,153,95,0.4947368421052631,0.0356183032851598,0.1208483190197679
BNB/USDT:USDT,2h,full,off,baseline,taker5_slip7,127,110,0.6,0.4028531527916743,0.0542832288013369
BNB/USDT:USDT,2h,full,on,baseline,taker5_slip7,199,149,0.6040268456375839,0.6871801698617092,0.0447446582460299
BNB/USDT:USDT,2h,is,off,baseline,taker5_slip7,81,72,0.5972222222222222,0.243568257840242,0.0324153874379718
BNB/USDT:USDT,2h,is,on,baseline,taker5_slip7,132,100,0.59,0.4131654771727404,0.0414209541202251
BNB/USDT:USDT,2h,oos_warm,off,baseline,taker5_slip7,46,38,0.6052631578947368,0.1280869738731258,0.0447446582460296
BNB/USDT:USDT,2h,oos_warm,on,baseline,taker5_slip7,67,49,0.6326530612244898,0.1939013492157886,0.0447446582460296
BNB/USDT:USDT,2h,oos,off,baseline,taker5_slip7,46,38,0.6052631578947368,0.1280869738731258,0.0447446582460296
BNB/USDT:USDT,2h,oos,on,baseline,taker5_slip7,67,49,0.6326530612244898,0.1939013492157886,0.0447446582460296
BNB/USDT:USDT,4h,full,off,baseline,taker5_slip7,71,61,0.6229508196721312,0.3502704689536565,0.0375744812251809
BNB/USDT:USDT,4h,full,on,baseline,taker5_slip7,121,87,0.5977011494252874,0.4464481414652484,0.051326972843476
BNB/USDT:USDT,4h,is,off,baseline,taker5_slip7,46,40,0.625,0.2191409480328955,0.0369013913700286
BNB/USDT:USDT,4h,is,on,baseline,taker5_slip7,81,57,0.5964912280701754,0.2688340028773704,0.051326972843476
BNB/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,25,21,0.6190476190476191,0.1075589505317993,0.0375744812251808
BNB/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,40,30,0.6,0.1399821711784974,0.0442581886307578
BNB/USDT:USDT,4h,oos,off,baseline,taker5_slip7,24,20,0.6,0.091759518842362,0.0375744812251807
BNB/USDT:USDT,4h,oos,on,baseline,taker5_slip7,37,27,0.5925925925925926,0.1194852360851407,0.0442581886307581
XRP/USDT:USDT,1h,full,off,baseline,taker5_slip7,317,246,0.6219512195121951,1.3556141546470306,0.1050669447243827
XRP/USDT:USDT,1h,full,on,baseline,taker5_slip7,466,311,0.617363344051447,1.9815568675680713,0.1128089316353281
XRP/USDT:USDT,1h,is,off,baseline,taker5_slip7,189,153,0.673202614379085,1.0780839909082285,0.0378633726178477
XRP/USDT:USDT,1h,is,on,baseline,taker5_slip7,297,203,0.6748768472906403,1.7596055026396469,0.0368594944371422
XRP/USDT:USDT,1h,oos_warm,off,baseline,taker5_slip7,127,93,0.5376344086021505,0.1335509849231382,0.1050669447243835
XRP/USDT:USDT,1h,oos_warm,on,baseline,taker5_slip7,168,108,0.5092592592592593,0.0804286571816594,0.1128089316353278
XRP/USDT:USDT,1h,oos,off,baseline,taker5_slip7,126,92,0.5434782608695652,0.1460912100063362,0.1050669447243836
XRP/USDT:USDT,1h,oos,on,baseline,taker5_slip7,167,107,0.514018691588785,0.0923812016437983,0.1128089316353278
XRP/USDT:USDT,2h,full,off,baseline,taker5_slip7,132,101,0.594059405940594,0.4185521445901861,0.0607885168380969
XRP/USDT:USDT,2h,full,on,baseline,taker5_slip7,184,135,0.6,0.6097482585536225,0.0555440316122372
XRP/USDT:USDT,2h,is,off,baseline,taker5_slip7,85,64,0.640625,0.3476448871550441,0.0424548577796235
XRP/USDT:USDT,2h,is,on,baseline,taker5_slip7,119,93,0.6451612903225806,0.5542556109501778,0.0424548577796237
XRP/USDT:USDT,2h,oos_warm,off,baseline,taker5_slip7,47,37,0.5135135135135135,0.0526156839320119,0.0533014972008349
XRP/USDT:USDT,2h,oos_warm,on,baseline,taker5_slip7,65,42,0.5,0.0357036816933339,0.0533014972008347
XRP/USDT:USDT,2h,oos,off,baseline,taker5_slip7,46,36,0.5,0.0375912022448554,0.0633887008939561
XRP/USDT:USDT,2h,oos,on,baseline,taker5_slip7,64,41,0.4878048780487805,0.0209205930158083,0.0633887008939561
XRP/USDT:USDT,4h,full,off,baseline,taker5_slip7,69,58,0.5862068965517241,0.2249769224312036,0.0427509571750273
XRP/USDT:USDT,4h,full,on,baseline,taker5_slip7,95,75,0.5866666666666667,0.3010103463580719,0.0427509571750271
XRP/USDT:USDT,4h,is,off,baseline,taker5_slip7,38,33,0.696969696969697,0.2297913303951722,0.0208195462715007
XRP/USDT:USDT,4h,is,on,baseline,taker5_slip7,53,44,0.6363636363636364,0.2408754033253262,0.0371720080584129
XRP/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,31,25,0.44,-0.003914816965266,0.0427509571750271
XRP/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,42,31,0.5161290322580645,0.0484617092671796,0.0427509571750272
XRP/USDT:USDT,4h,oos,off,baseline,taker5_slip7,31,25,0.44,-0.003914816965266,0.0427509571750271
XRP/USDT:USDT,4h,oos,on,baseline,taker5_slip7,42,31,0.5161290322580645,0.0484617092671796,0.0427509571750272
TRX/USDT:USDT,1h,full,off,baseline,taker5_slip7,330,227,0.6299559471365639,0.909670020308857,0.0419192946064685
TRX/USDT:USDT,1h,full,on,baseline,taker5_slip7,468,299,0.6086956521739131,1.123883734840015,0.0583913804390251
TRX/USDT:USDT,1h,is,off,baseline,taker5_slip7,220,162,0.6666666666666666,0.8403609548140608,0.0393137847961041
TRX/USDT:USDT,1h,is,on,baseline,taker5_slip7,325,215,0.6372093023255814,0.9965950177071584,0.0583913804390251
TRX/USDT:USDT,1h,oos_warm,off,baseline,taker5_slip7,110,65,0.5384615384615384,0.0376605824599222,0.0419192946064685
TRX/USDT:USDT,1h,oos_warm,on,baseline,taker5_slip7,143,84,0.5357142857142857,0.0637528973096568,0.0445733924121962
TRX/USDT:USDT,1h,oos,off,baseline,taker5_slip7,110,65,0.5384615384615384,0.0376605824599222,0.0419192946064685
TRX/USDT:USDT,1h,oos,on,baseline,taker5_slip7,143,84,0.5357142857142857,0.0637528973096568,0.0445733924121962
TRX/USDT:USDT,2h,full,off,baseline,taker5_slip7,154,123,0.5772357723577236,0.3737878313080134,0.0534956037188956
TRX/USDT:USDT,2h,full,on,baseline,taker5_slip7,226,169,0.6094674556213018,0.7646377716787439,0.0534956037188955
TRX/USDT:USDT,2h,is,off,baseline,taker5_slip7,99,81,0.5802469135802469,0.2701076944714961,0.0534956037188956
TRX/USDT:USDT,2h,is,on,baseline,taker5_slip7,142,108,0.6018518518518519,0.4676234335350966,0.0534956037188955
TRX/USDT:USDT,2h,oos_warm,off,baseline,taker5_slip7,55,42,0.5714285714285714,0.081630980811954,0.0220526403116427
TRX/USDT:USDT,2h,oos_warm,on,baseline,taker5_slip7,84,61,0.6229508196721312,0.202377756689413,0.0272967460442051
TRX/USDT:USDT,2h,oos,off,baseline,taker5_slip7,55,42,0.5714285714285714,0.081630980811954,0.0220526403116427
TRX/USDT:USDT,2h,oos,on,baseline,taker5_slip7,84,61,0.6229508196721312,0.202377756689413,0.0272967460442051
TRX/USDT:USDT,4h,full,off,baseline,taker5_slip7,86,69,0.6666666666666666,0.4261398884826738,0.0322698322611746
TRX/USDT:USDT,4h,full,on,baseline,taker5_slip7,132,96,0.6666666666666666,0.6054938789810854,0.0454495123790947
TRX/USDT:USDT,4h,is,off,baseline,taker5_slip7,50,44,0.75,0.3733406949451668,0.0322698322611746
TRX/USDT:USDT,4h,is,on,baseline,taker5_slip7,79,60,0.7333333333333333,0.499130505019814,0.0322698322611748
TRX/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,36,25,0.52,0.0384458086269813,0.0241778088427161
TRX/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,53,36,0.5555555555555556,0.0709500431117343,0.0454495123790945
TRX/USDT:USDT,4h,oos,off,baseline,taker5_slip7,36,25,0.52,0.0384458086269813,0.0241778088427161
TRX/USDT:USDT,4h,oos,on,baseline,taker5_slip7,53,36,0.5555555555555556,0.0709500431117343,0.0454495123790945
DOGE/USDT:USDT,1h,full,off,baseline,taker5_slip7,292,232,0.6077586206896551,1.26373951189845,0.0630193627616377
DOGE/USDT:USDT,1h,full,on,baseline,taker5_slip7,431,288,0.5763888888888888,1.225027691660386,0.0824865347932973
DOGE/USDT:USDT,1h,is,off,baseline,taker5_slip7,185,143,0.6713286713286714,1.1137527813164612,0.049996073729426
DOGE/USDT:USDT,1h,is,on,baseline,taker5_slip7,276,181,0.6243093922651933,1.1082922514283715,0.0507601151493191
DOGE/USDT:USDT,1h,oos_warm,off,baseline,taker5_slip7,107,89,0.5056179775280899,0.0709575556364616,0.0630193627616378
DOGE/USDT:USDT,1h,oos_warm,on,baseline,taker5_slip7,155,107,0.4953271028037383,0.0553696671573514,0.0824865347932981
DOGE/USDT:USDT,1h,oos,off,baseline,taker5_slip7,107,89,0.5056179775280899,0.0709575556364616,0.0630193627616378
DOGE/USDT:USDT,1h,oos,on,baseline,taker5_slip7,155,107,0.4953271028037383,0.0553696671573514,0.0824865347932981
DOGE/USDT:USDT,2h,full,off,baseline,taker5_slip7,140,116,0.5948275862068966,0.4518610485900408,0.0728575410208616
DOGE/USDT:USDT,2h,full,on,baseline,taker5_slip7,221,155,0.6064516129032258,0.692788055219105,0.0563261723753309
DOGE/USDT:USDT,2h,is,off,baseline,taker5_slip7,78,66,0.6515151515151515,0.3619199929195785,0.0321554270085326
DOGE/USDT:USDT,2h,is,on,baseline,taker5_slip7,126,94,0.6595744680851063,0.5459764383674235,0.0385981268754843
DOGE/USDT:USDT,2h,oos_warm,off,baseline,taker5_slip7,62,50,0.52,0.0660398967179076,0.0728575410208615
DOGE/USDT:USDT,2h,oos_warm,on,baseline,taker5_slip7,95,61,0.5245901639344263,0.0949636832801403,0.0563261723753309
DOGE/USDT:USDT,2h,oos,off,baseline,taker5_slip7,56,45,0.4888888888888889,0.0274276674550255,0.0728575410208615
DOGE/USDT:USDT,2h,oos,on,baseline,taker5_slip7,76,53,0.4716981132075472,0.0200647171925091,0.0700642206560349
DOGE/USDT:USDT,4h,full,off,baseline,taker5_slip7,82,63,0.5873015873015873,0.2433414355683162,0.0442215187821068
DOGE/USDT:USDT,4h,full,on,baseline,taker5_slip7,134,86,0.627906976744186,0.4488939635892917,0.0317155887103256
DOGE/USDT:USDT,4h,is,off,baseline,taker5_slip7,50,41,0.5853658536585366,0.1655934899387089,0.0442215187821068
DOGE/USDT:USDT,4h,is,on,baseline,taker5_slip7,80,52,0.6153846153846154,0.2520749694628786,0.0317155887103256
DOGE/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,32,22,0.5909090909090909,0.0667024535575392,0.0276187310776413
DOGE/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,54,34,0.6470588235294118,0.1571942566752579,0.0217294761204327
DOGE/USDT:USDT,4h,oos,off,baseline,taker5_slip7,27,19,0.5789473684210527,0.0585364669471699,0.0216159932223215
DOGE/USDT:USDT,4h,oos,on,baseline,taker5_slip7,43,29,0.6206896551724138,0.1067895411818315,0.0216159932223214
LINK/USDT:USDT,1h,full,off,baseline,taker5_slip7,329,266,0.5488721804511278,0.7813114221097778,0.061110186931203
LINK/USDT:USDT,1h,full,on,baseline,taker5_slip7,490,335,0.5522388059701493,1.1283490544654324,0.0953641068810649
LINK/USDT:USDT,1h,is,off,baseline,taker5_slip7,220,174,0.5804597701149425,0.6558776004536249,0.061110186931203
LINK/USDT:USDT,1h,is,on,baseline,taker5_slip7,321,223,0.5874439461883408,0.9893341255021162,0.0704250754172121
LINK/USDT:USDT,1h,oos_warm,off,baseline,taker5_slip7,109,92,0.4891304347826087,0.0757506603276657,0.0599966364186428
LINK/USDT:USDT,1h,oos_warm,on,baseline,taker5_slip7,169,112,0.4821428571428571,0.0698801308343463,0.0953641068810647
LINK/USDT:USDT,1h,oos,off,baseline,taker5_slip7,105,88,0.4659090909090909,0.0267814068356201,0.0679219253290463
LINK/USDT:USDT,1h,oos,on,baseline,taker5_slip7,157,106,0.4622641509433962,0.0065404940211114,0.1045602968415884
LINK/USDT:USDT,2h,full,off,baseline,taker5_slip7,145,119,0.5294117647058824,0.2673286077006809,0.0800981796805722
LINK/USDT:USDT,2h,full,on,baseline,taker5_slip7,208,153,0.5359477124183006,0.396997782543311,0.1098004240482101
LINK/USDT:USDT,2h,is,off,baseline,taker5_slip7,93,75,0.5733333333333334,0.2497089406317365,0.0800981796805722
LINK/USDT:USDT,2h,is,on,baseline,taker5_slip7,137,101,0.5841584158415841,0.383093213808455,0.0625788291427285
LINK/USDT:USDT,2h,oos_warm,off,baseline,taker5_slip7,52,44,0.4545454545454545,0.014099016575841,0.0733214085978938
LINK/USDT:USDT,2h,oos_warm,on,baseline,taker5_slip7,71,52,0.4423076923076923,0.0100532405162837,0.10980042404821
LINK/USDT:USDT,2h,oos,off,baseline,taker5_slip7,51,43,0.4418604651162791,-0.0005965636845687,0.0802979207480006
LINK/USDT:USDT,2h,oos,on,baseline,taker5_slip7,68,49,0.4081632653061224,-0.0330304153034356,0.10980042404821
LINK/USDT:USDT,4h,full,off,baseline,taker5_slip7,66,59,0.6101694915254238,0.3041667321178056,0.0425415242583771
LINK/USDT:USDT,4h,full,on,baseline,taker5_slip7,103,75,0.5733333333333334,0.3144056010965094,0.0446464878793065
LINK/USDT:USDT,4h,is,off,baseline,taker5_slip7,46,40,0.55,0.1301776934365109,0.0425415242583771
LINK/USDT:USDT,4h,is,on,baseline,taker5_slip7,72,52,0.5384615384615384,0.1631999431698579,0.0446464878793065
LINK/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,20,19,0.7368421052631579,0.1539483920906717,0.0107177379344111
LINK/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,31,23,0.6521739130434783,0.1299911152975109,0.0212058069447052
LINK/USDT:USDT,4h,oos,off,baseline,taker5_slip7,20,19,0.7368421052631579,0.1539483920906717,0.0107177379344111
LINK/USDT:USDT,4h,oos,on,baseline,taker5_slip7,31,23,0.6521739130434783,0.1299911152975109,0.0212058069447052
LTC/USDT:USDT,1h,full,off,baseline,taker5_slip7,303,242,0.5454545454545454,0.4614743308205787,0.0894555700652184
LTC/USDT:USDT,1h,full,on,baseline,taker5_slip7,427,294,0.5510204081632653,0.7228087495366086,0.0997992384179028
LTC/USDT:USDT,1h,is,off,baseline,taker5_slip7,193,158,0.5632911392405063,0.3464169724733149,0.0894555700652184
LTC/USDT:USDT,1h,is,on,baseline,taker5_slip7,267,189,0.5608465608465608,0.4669380142227204,0.0997992384179028
LTC/USDT:USDT,1h,oos_warm,off,baseline,taker5_slip7,110,84,0.5119047619047619,0.0854544771044502,0.0859424844998843
LTC/USDT:USDT,1h,oos_warm,on,baseline,taker5_slip7,160,105,0.5333333333333333,0.1744250492066399,0.0894713864007799
LTC/USDT:USDT,1h,oos,off,baseline,taker5_slip7,110,84,0.5119047619047619,0.0854544771044502,0.0859424844998843
LTC/USDT:USDT,1h,oos,on,baseline,taker5_slip7,160,105,0.5333333333333333,0.1744250492066399,0.0894713864007799
LTC/USDT:USDT,2h,full,off,baseline,taker5_slip7,131,120,0.6,0.4819841229407479,0.0339500134785606
LTC/USDT:USDT,2h,full,on,baseline,taker5_slip7,203,150,0.5933333333333334,0.6416477957617907,0.0539601825680072
LTC/USDT:USDT,2h,is,off,baseline,taker5_slip7,79,73,0.6301369863013698,0.3627485820042111,0.0318492716073335
LTC/USDT:USDT,2h,is,on,baseline,taker5_slip7,118,92,0.6195652173913043,0.4679919390413908,0.0318492716073335
LTC/USDT:USDT,2h,oos_warm,off,baseline,taker5_slip7,52,47,0.5531914893617021,0.0874963603052701,0.0339500134785602
LTC/USDT:USDT,2h,oos_warm,on,baseline,taker5_slip7,85,58,0.5517241379310345,0.1182948298979066,0.0539601825680075
LTC/USDT:USDT,2h,oos,off,baseline,taker5_slip7,52,47,0.5531914893617021,0.0874963603052701,0.0339500134785602
LTC/USDT:USDT,2h,oos,on,baseline,taker5_slip7,85,58,0.5517241379310345,0.1182948298979066,0.0539601825680075
LTC/USDT:USDT,4h,full,off,baseline,taker5_slip7,67,53,0.5849056603773585,0.2227421216968398,0.0415316301680917
LTC/USDT:USDT,4h,full,on,baseline,taker5_slip7,100,66,0.5606060606060606,0.2338581543203285,0.0415316301680918
LTC/USDT:USDT,4h,is,off,baseline,taker5_slip7,30,28,0.6071428571428571,0.1319804338480984,0.0211186095448978
LTC/USDT:USDT,4h,is,on,baseline,taker5_slip7,45,34,0.5588235294117647,0.117639090471157,0.0281578744516633
LTC/USDT:USDT,4h,oos_warm,off,baseline,taker5_slip7,37,25,0.56,0.0801795553481453,0.0415316301680917
LTC/USDT:USDT,4h,oos_warm,on,baseline,taker5_slip7,55,32,0.5625,0.1039862195587466,0.0415316301680918
LTC/USDT:USDT,4h,oos,off,baseline,taker5_slip7,37,25,0.56,0.0801795553481453,0.0415316301680917
LTC/USDT:USDT,4h,oos,on,baseline,taker5_slip7,55,32,0.5625,0.1039862195587466,0.0415316301680918
BTC/USDT:USDT,1h,full,off,pen_5bp,base,303,236,0.5847457627118644,0.7073802400398821,0.0575582566273038
BTC/USDT:USDT,1h,full,on,pen_5bp,base,443,289,0.5813148788927336,0.8753545290086371,0.071739554100278
BTC/USDT:USDT,1h,is,off,pen_5bp,base,202,158,0.6329113924050633,0.6766466342993513,0.0522456032351637
BTC/USDT:USDT,1h,is,on,pen_5bp,base,298,194,0.6185567010309279,0.7964905210026864,0.0485612411286058
BTC/USDT:USDT,1h,oos_warm,off,pen_5bp,base,101,78,0.4871794871794871,0.0183304013569766,0.0575582566273035
BTC/USDT:USDT,1h,oos_warm,on,pen_5bp,base,145,95,0.5052631578947369,0.0438989279842862,0.0717395541002777
BTC/USDT:USDT,1h,oos,off,pen_5bp,base,101,78,0.4871794871794871,0.0183304013569766,0.0575582566273035
BTC/USDT:USDT,1h,oos,on,pen_5bp,base,145,95,0.5052631578947369,0.0438989279842862,0.0717395541002777
BTC/USDT:USDT,2h,full,off,pen_5bp,base,153,117,0.6068376068376068,0.4587740183555268,0.0466347764027317
BTC/USDT:USDT,2h,full,on,pen_5bp,base,214,145,0.6,0.5983070465449098,0.0571598800014996
BTC/USDT:USDT,2h,is,off,pen_5bp,base,101,78,0.6153846153846154,0.3457872157263937,0.0466347764027317
BTC/USDT:USDT,2h,is,on,pen_5bp,base,138,94,0.6170212765957447,0.4405893645176873,0.0571598800014996
BTC/USDT:USDT,2h,oos_warm,off,pen_5bp,base,52,39,0.5897435897435898,0.0839559191147074,0.0298151309545871
BTC/USDT:USDT,2h,oos_warm,on,pen_5bp,base,76,51,0.5686274509803921,0.1094813594434845,0.0419993880034661
BTC/USDT:USDT,2h,oos,off,pen_5bp,base,52,39,0.5897435897435898,0.0839559191147074,0.0298151309545871
BTC/USDT:USDT,2h,oos,on,pen_5bp,base,76,51,0.5686274509803921,0.1094813594434845,0.0419993880034661
BTC/USDT:USDT,4h,full,off,pen_5bp,base,54,46,0.6086956521739131,0.2119673542969745,0.0525647001677471
BTC/USDT:USDT,4h,full,on,pen_5bp,base,85,67,0.6119402985074627,0.3397607163458735,0.040984194577654
BTC/USDT:USDT,4h,is,off,pen_5bp,base,38,33,0.6363636363636364,0.1755827587547537,0.0525647001677471
BTC/USDT:USDT,4h,is,on,pen_5bp,base,62,49,0.6122448979591837,0.2443937369324092,0.040984194577654
BTC/USDT:USDT,4h,oos_warm,off,pen_5bp,base,16,13,0.5384615384615384,0.0309502629834083,0.0395407056323266
BTC/USDT:USDT,4h,oos_warm,on,pen_5bp,base,23,18,0.6111111111111112,0.0766373026342575,0.0218257931947932
BTC/USDT:USDT,4h,oos,off,pen_5bp,base,16,13,0.5384615384615384,0.0309502629834083,0.0395407056323266
