symbol,timeframe,segment,window,entry_mode,take_profit_r,offset_bps,retap_mode,position_mode,portfolio_leverage,combine_obs,fill,seed,start_time,end_time,num_bars,num_trades,win_rate,total_return,max_drawdown,sharpe,profit_factor,mean_r,fill_rate,eligible_setups,num_filled,funding_coverage
BNB/USDT:USDT,4h,is,0,zone_limit,1.5,2.0,every_tap,single,,True,baseline,0,1689292800000,1752465600000,4388,41,0.4878048780487805,0.07776524260815895,0.042720174449818724,7.222462719767481,1.3473631033320341,0.21951219512195122,0.7216494845360825,97,70,1.0
BNB/USDT:USDT,4h,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752465600000,4388,47,0.5106382978723404,0.11559760627463839,0.05118827984772232,9.114614163048998,1.4529268635533268,0.2765957446808511,0.7352941176470589,102,75,1.0
BNB/USDT:USDT,4h,oos,0,zone_limit,1.5,2.0,every_tap,single,,True,baseline,0,1752480000000,1784059200000,2194,20,0.55,0.057986274872352986,0.04935585634292571,10.769449713161675,1.5707485518194217,0.375,0.8181818181818182,33,27,1.0
BNB/USDT:USDT,4h,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752480000000,1784059200000,2194,21,0.5714285714285714,0.0725758047042029,0.03579716696787239,12.728928380716203,1.7041311585639334,0.42857142857142855,0.8,35,28,1.0
BNB/USDT:USDT,1d,full,0,zone_limit,1.5,2.0,every_tap,single,,True,baseline,0,1689292800000,1783987200000,1097,11,0.5454545454545454,0.03506161419678538,0.040495712283369616,4.753607866964455,1.6551488133758987,0.36363636363636365,0.6666666666666666,18,12,1.0
BNB/USDT:USDT,1d,full,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1783987200000,1097,11,0.5454545454545454,0.03506161419678538,0.040495712283369616,4.753607866964455,1.6551488133758987,0.36363636363636365,0.6666666666666666,18,12,1.0
BNB/USDT:USDT,1d,is,0,zone_limit,1.5,2.0,every_tap,single,,True,baseline,0,1689292800000,1752364800000,731,6,0.8333333333333334,0.06322529123520089,0.010178983493733963,19.556180237982275,7.043929572141644,1.0833333333333333,0.6363636363636364,11,7,1.0
BNB/USDT:USDT,1d,is,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1752364800000,731,6,0.8333333333333334,0.06322529123520089,0.010178983493733963,19.556180237982275,7.043929572141644,1.0833333333333333,0.6363636363636364,11,7,1.0
BNB/USDT:USDT,1d,oos,0,zone_limit,1.5,2.0,every_tap,single,,True,baseline,0,1752451200000,1783987200000,366,4,0.25,-0.016460710203715825,0.03061179933354724,-6.263375294171533,0.4622756400445661,-0.375,0.6666666666666666,6,4,1.0
BNB/USDT:USDT,1d,oos,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1752451200000,1783987200000,366,4,0.25,-0.016460710203715825,0.03061179933354724,-6.263375294171533,0.4622756400445661,-0.375,0.6666666666666666,6,4,1.0
XRP/USDT:USDT,15m,full,0,zone_limit,1.5,2.0,every_tap,single,,True,baseline,0,1689292800000,1784072700000,105312,945,0.48677248677248675,0.368814346021826,0.16264883194291188,7.4832760470744795,1.0757170353303898,0.21693121693121692,0.7573409461663948,2452,1857,1.0
XRP/USDT:USDT,15m,full,0,zone_limit,1.5,2.0,every_tap,single,,False,baseline,0,1689292800000,1784072700000,105312,1025,0.49073170731707316,0.40999731989873706,0.1891127459683178,7.798068878737322,1.0813016457799773,0.22682926829268293,0.760614934114202,2732,2078,1.0
XRP/USDT:USDT,15m,is,0,zone_limit,1.5,2.0,every_tap,single,,True,baseline,0,1689292800000,1752479100000,70208,616,0.48538961038961037,0.3226094024543214,0.12189337907438813,9.71405124369639,1.109245829727212,0.21347402597402598,0.7603773584905661,1590,1209,1.0
