scope,unit,offset_ms,dropped,n_stop,n_tp,delta,z,full_delta,sign_kept
self,usdt,-21600000,TRXUSDT,5509,4073,0.03134524961,10.71172634,0.0297971118,True
self,usdt,-7200000,TRXUSDT,5509,4073,0.02782471533,10.69971927,0.0262820967,True
self,usdt,-3600000,TRXUSDT,5509,4073,0.02782738681,10.70816569,0.02626371154,True
self,usdt,-1800000,TRXUSDT,5509,4073,0.02792026231,10.81059976,0.02629085619,True
self,usdt,-300000,TRXUSDT,5509,4073,0.01553397757,8.889496308,0.01458579518,True
btc,coin,-86400000,TRXUSDT,5509,4073,0.002846844227,4.377416814,0.002515522051,True
btc,coin,-43200000,TRXUSDT,5509,4073,0.00178858337,3.550749086,0.001569918634,True
btc,coin,-21600000,TRXUSDT,5509,4073,0.002224451023,5.216644489,0.001966887277,True
btc,coin,-7200000,TRXUSDT,5509,4073,0.001244336858,4.806503957,0.0011943967,True
btc,coin,-3600000,TRXUSDT,5509,4073,0.0009645941052,4.685604005,0.000919091142,True
btc,coin,-1800000,TRXUSDT,5509,4073,0.000835593583,4.982257215,0.0007778655766,True
btc,coin,-300000,TRXUSDT,5509,4073,0.0001864765418,2.204809508,0.0001760584683,True
btc,usdt,-86400000,TRXUSDT,5509,4073,0.008497243255,7.37604154,0.007835372468,True
btc,usdt,-43200000,TRXUSDT,5509,4073,0.006684311694,6.888588781,0.006190313929,True
btc,usdt,-21600000,TRXUSDT,5509,4073,0.00717221734,8.569700331,0.006656553544,True
btc,usdt,-7200000,TRXUSDT,5509,4073,0.004749080096,8.533290602,0.004517508284,True
btc,usdt,-3600000,TRXUSDT,5509,4073,0.004483959996,8.852021465,0.004230507833,True
btc,usdt,-1800000,TRXUSDT,5509,4073,0.004433361811,9.582568739,0.004166911581,True
btc,usdt,-300000,TRXUSDT,5509,4073,0.002110596879,8.528845287,0.002007448594,True
self,coin,-86400000,XRPUSDT,5346,3915,-0.002405135441,2.459008813,-0.002057375843,True
self,coin,-43200000,XRPUSDT,5346,3915,0.000242877598,0.3693312417,0.0004108647234,True
self,coin,-21600000,XRPUSDT,5346,3915,0.001241991509,2.436433401,0.001259874314,True
self,coin,-7200000,XRPUSDT,5346,3915,0.000817768869,2.249357182,0.0006981595297,True
self,coin,-3600000,XRPUSDT,5346,3915,0.0009667134493,3.162146779,0.0008610310438,True
self,coin,-1800000,XRPUSDT,5346,3915,0.0008372525678,3.223761749,0.000782389081,True
self,coin,-300000,XRPUSDT,5346,3915,4.167147241e-05,0.2632752602,-3.166905846e-06,False
self,usdt,-86400000,XRPUSDT,5346,3915,0.02427085197,8.082395982,0.02515943317,True
self,usdt,-43200000,XRPUSDT,5346,3915,0.02789446015,9.171672909,0.0287019601,True
self,usdt,-21600000,XRPUSDT,5346,3915,0.02933544049,9.993277475,0.0297971118,True
self,usdt,-7200000,XRPUSDT,5346,3915,0.02617629131,10.01002717,0.0262820967,True
self,usdt,-3600000,XRPUSDT,5346,3915,0.02619342253,10.00120482,0.02626371154,True
self,usdt,-1800000,XRPUSDT,5346,3915,0.02616657749,10.05416385,0.02629085619,True
self,usdt,-300000,XRPUSDT,5346,3915,0.01500395209,8.464371927,0.01458579518,True
btc,coin,-86400000,XRPUSDT,5346,3915,0.00226157705,3.440088781,0.002515522051,True
btc,coin,-43200000,XRPUSDT,5346,3915,0.001317662868,2.583976398,0.001569918634,True
btc,coin,-21600000,XRPUSDT,5346,3915,0.001746838097,4.055649979,0.001966887277,True
btc,coin,-7200000,XRPUSDT,5346,3915,0.001139709877,4.316317508,0.0011943967,True
btc,coin,-3600000,XRPUSDT,5346,3915,0.0009119612226,4.334359109,0.000919091142,True
btc,coin,-1800000,XRPUSDT,5346,3915,0.0007610897762,4.464422984,0.0007778655766,True
btc,coin,-300000,XRPUSDT,5346,3915,0.0001849339243,2.127590222,0.0001760584683,True
btc,usdt,-86400000,XRPUSDT,5346,3915,0.007454458327,6.404166103,0.007835372468,True
btc,usdt,-43200000,XRPUSDT,5346,3915,0.005659792036,5.789416587,0.006190313929,True
btc,usdt,-21600000,XRPUSDT,5346,3915,0.006180078719,7.344173416,0.006656553544,True
btc,usdt,-7200000,XRPUSDT,5346,3915,0.004347545406,7.72919902,0.004517508284,True
btc,usdt,-3600000,XRPUSDT,5346,3915,0.004099281662,8.036450784,0.004230507833,True
btc,usdt,-1800000,XRPUSDT,5346,3915,0.004026460625,8.671160922,0.004166911581,True
btc,usdt,-300000,XRPUSDT,5346,3915,0.002043935625,8.213651137,0.002007448594,True
