lens,scope,arm,month,monthly_return,equity_end,num_exits,btc_buy_hold,num_seeds
pen_5bp,2h,long_short,2025-08,0.14358686870047754,24390.99175550012,32.0,-0.044473565232134304,1
pen_5bp,2h,long_short,2025-09,0.04802638235599854,25562.402851591778,26.0,0.043969157754659705,1
pen_5bp,2h,long_short,2025-10,0.07788953954843203,27553.44663945379,16.0,-0.07587446563713596,1
pen_5bp,2h,long_short,2025-11,-0.03357455304729795,26628.351983621553,23.0,-0.17925581023415404,1
pen_5bp,2h,long_short,2025-12,0.013558765955571817,26989.39957595006,11.0,0.01584618096139212,1
pen_5bp,2h,long_short,2026-01,0.004226582551504432,27103.472501273354,30.0,-0.11366216216216218,1
pen_5bp,2h,long_short,2026-02,0.04912028425312731,28434.80277478272,33.0,-0.12991297452928896,1
pen_5bp,2h,long_short,2026-03,0.008469692578822574,28675.636812824578,25.0,0.03789353612167301,1
pen_5bp,2h,long_short,2026-04,0.05450843710588926,30238.70095850775,9.0,0.1207126229134996,1
pen_5bp,2h,long_short,2026-05,0.13421176282981406,34297.09031983266,37.0,-0.05804685901370987,1
pen_5bp,2h,long_short,2026-06,-0.03867901675314167,32970.512588767844,33.0,-0.17909835204471114,1
pen_5bp,2h,long_short,2026-07,0.0016155799727046727,33023.779088596064,15.0,0.10350569003793342,1
pen_5bp,4h,long_only,2024-08,0.05187577837543733,10518.757783754374,4.0,-0.09776683825994315,1
pen_5bp,4h,long_only,2024-09,0.01427080375895895,10668.868911874355,1.0,0.10548630040109597,1
pen_5bp,4h,long_only,2024-10,-0.011522511850486583,10545.936743405995,11.0,0.15705170393966106,1
pen_5bp,4h,long_only,2024-11,0.051455235829844126,11088.58040558457,5.0,0.388220820053097,1
pen_5bp,4h,long_only,2024-12,0.076890719102779,11941.189326798953,7.0,-0.03820692108474688,1
pen_5bp,4h,long_only,2025-01,-0.00033818244822458876,11937.151026157702,7.0,0.08245639447287978,1
pen_5bp,4h,long_only,2025-02,-0.032698517904185764,11546.823879603915,8.0,-0.16206179500534768,1
pen_5bp,4h,long_only,2025-03,0.05208891995931242,12148.28546445288,14.0,-0.0405800875968082,1
pen_5bp,4h,long_only,2025-04,0.12895314221669674,13714.845047639501,12.0,0.10578130635366878,1
pen_5bp,4h,long_only,2025-05,0.046143588674497416,14347.697216252247,8.0,0.08422653030958283,1
pen_5bp,4h,long_only,2025-06,0.10323382240637557,15828.864842615281,16.0,0.014245624071230978,1
pen_5bp,4h,long_only,2025-07,0.02245434613423547,16184.291652703394,5.0,0.09522529319496131,1
pen_5bp,4h,long_only,2025-08,0.02858708557021905,16646.953383072607,9.0,-0.044473565232134304,1
pen_5bp,4h,long_only,2025-09,-0.007554890460047536,16521.187473769976,3.0,0.043969157754659705,1
pen_5bp,4h,long_only,2025-10,0.014978173244667659,16768.644681959737,8.0,-0.07587446563713596,1
pen_5bp,4h,long_only,2025-11,-0.005635522489255029,16674.144607740225,9.0,-0.17925581023415404,1
pen_5bp,4h,long_only,2025-12,-0.0028297294681250973,16626.961289387924,3.0,0.01584618096139212,1
pen_5bp,4h,long_only,2026-01,0.05529913952044718,17546.41794153086,13.0,-0.11366216216216218,1
pen_5bp,4h,long_only,2026-02,0.06221216413596742,18638.018574507663,17.0,-0.12991297452928896,1
pen_5bp,4h,long_only,2026-03,0.005148502736989968,18733.976464150586,15.0,0.03789353612167301,1
pen_5bp,4h,long_only,2026-04,0.06525152563634373,19956.397009671768,6.0,0.1207126229134996,1
pen_5bp,4h,long_only,2026-05,0.019893401170839597,20353.397621309712,12.0,-0.05804685901370987,1
pen_5bp,4h,long_only,2026-06,-0.01968797051597848,19952.68052904138,15.0,-0.17909835204471114,1
pen_5bp,4h,long_only,2026-07,0.014189468919991732,20235.798469278736,1.0,0.10350569003793342,1
pen_5bp,4h,long_short,2024-08,0.06293023818794308,10629.30238187943,5.0,-0.09776683825994315,1
pen_5bp,4h,long_short,2024-09,0.021977407902995738,10862.906896050277,12.0,0.10548630040109597,1
pen_5bp,4h,long_short,2024-10,-0.024932496652512293,10592.067506227952,17.0,0.15705170393966106,1
pen_5bp,4h,long_short,2024-11,0.107267114743681,11728.24802679132,23.0,0.388220820053097,1
pen_5bp,4h,long_short,2024-12,0.07748464936112276,12637.007212767525,14.0,-0.03820692108474688,1
pen_5bp,4h,long_short,2025-01,-0.022211723264885186,12356.317505661174,15.0,0.08245639447287978,1
pen_5bp,4h,long_short,2025-02,-0.014935954923174566,12171.764104380187,11.0,-0.16206179500534768,1
pen_5bp,4h,long_short,2025-03,0.06739683577870492,12992.102490860234,15.0,-0.0405800875968082,1
pen_5bp,4h,long_short,2025-04,0.1426896875963206,14845.94153650046,18.0,0.10578130635366878,1
pen_5bp,4h,long_short,2025-05,0.025166096042939845,15219.555927055902,17.0,0.08422653030958283,1
pen_5bp,4h,long_short,2025-06,0.09396930175298279,16649.726970511816,22.0,0.014245624071230978,1
pen_5bp,4h,long_short,2025-07,-0.015343297669133005,16394.26525349346,11.0,0.09522529319496131,1
pen_5bp,4h,long_short,2025-08,-0.025341999366645718,15978.801793822808,19.0,-0.044473565232134304,1
pen_5bp,4h,long_short,2025-09,0.019786893261979355,16294.972639371503,11.0,0.043969157754659705,1
pen_5bp,4h,long_short,2025-10,0.004041114458601447,16360.82248890698,12.0,-0.07587446563713596,1
pen_5bp,4h,long_short,2025-11,0.021765937273798386,16716.93112494828,13.0,-0.17925581023415404,1
pen_5bp,4h,long_short,2025-12,0.0040952479083209425,16785.39110217127,7.0,0.01584618096139212,1
pen_5bp,4h,long_short,2026-01,0.028951634158539852,17271.355604569344,20.0,-0.11366216216216218,1
pen_5bp,4h,long_short,2026-02,0.025221147356278006,17706.959009314865,25.0,-0.12991297452928896,1
pen_5bp,4h,long_short,2026-03,-0.0012732153162895443,17684.414237899295,20.0,0.03789353612167301,1
pen_5bp,4h,long_short,2026-04,0.1001587769617307,19455.663539251906,10.0,0.1207126229134996,1
pen_5bp,4h,long_short,2026-05,-0.007093065536492027,19317.663242712053,18.0,-0.05804685901370987,1
pen_5bp,4h,long_short,2026-06,-0.029712819389806633,18743.681003748243,16.0,-0.17909835204471114,1
pen_5bp,4h,long_short,2026-07,0.0155676021515041,19035.4751724693,7.0,0.10350569003793342,1
pen_5bp,all,long_only,2024-08,0.016828547302851105,10168.28547302851,32.0,-0.09776683825994315,1
pen_5bp,all,long_only,2024-09,0.03517870772238241,10525.992615721927,29.0,0.10548630040109597,1
pen_5bp,all,long_only,2024-10,0.26221451691886566,13286.060684544998,81.0,0.15705170393966106,1
pen_5bp,all,long_only,2024-11,0.3515332453260662,17956.552714582158,54.0,0.388220820053097,1
pen_5bp,all,long_only,2024-12,0.1982107803644897,21515.735040795582,60.0,-0.03820692108474688,1
pen_5bp,all,long_only,2025-01,0.007380301646723986,21674.527655547645,49.0,0.08245639447287978,1
pen_5bp,all,long_only,2025-02,0.07005361822669798,23192.90674117339,76.0,-0.16206179500534768,1
pen_5bp,all,long_only,2025-03,0.1481106746991241,26628.023806842444,73.0,-0.0405800875968082,1
pen_5bp,all,long_only,2025-04,0.29551678552367955,34497.05180708854,66.0,0.10578130635366878,1
pen_5bp,all,long_only,2025-05,0.15958776956936016,40002.35936170046,47.0,0.08422653030958283,1
pen_5bp,all,long_only,2025-06,0.09749589858392271,43902.425333146435,66.0,0.014245624071230978,1
pen_5bp,all,long_only,2025-07,0.06907965719318687,46935.18982510967,41.0,0.09522529319496131,1
pen_5bp,all,long_only,2025-08,0.09662790341461513,51470.438814277,49.0,-0.044473565232134304,1
pen_5bp,all,long_only,2025-09,0.114933796237916,57386.131741233236,49.0,0.043969157754659705,1
pen_5bp,all,long_only,2025-10,0.11688471109828469,64093.69317085538,55.0,-0.07587446563713596,1
pen_5bp,all,long_only,2025-11,-0.021651648806274237,62705.959035622924,48.0,-0.17925581023415404,1
pen_5bp,all,long_only,2025-12,-0.02807979377738723,60945.18863728934,27.0,0.01584618096139212,1
pen_5bp,all,long_only,2026-01,0.05650339560937456,64388.79874135006,67.0,-0.11366216216216218,1
pen_5bp,all,long_only,2026-02,0.31151046055173515,84446.583091641,65.0,-0.12991297452928896,1
pen_5bp,all,long_only,2026-03,-0.00183431122175981,84291.68177663673,50.0,0.03789353612167301,1
pen_5bp,all,long_only,2026-04,0.0934961049239913,92172.62570024484,41.0,0.1207126229134996,1
pen_5bp,all,long_only,2026-05,0.16552619956856862,107429.61013666255,64.0,-0.05804685901370987,1
pen_5bp,all,long_only,2026-06,0.12406368918869148,120757.72389831975,85.0,-0.17909835204471114,1
pen_5bp,all,long_only,2026-07,0.042219755775920964,125856.08550936289,28.0,0.10350569003793342,1
pen_5bp,all,long_short,2024-08,0.05993930610656695,10599.39306106567,69.0,-0.09776683825994315,1
pen_5bp,all,long_short,2024-09,0.1553982164649843,12246.519838366605,119.0,0.10548630040109597,1
pen_5bp,all,long_short,2024-10,0.3808899079196657,16911.09565193842,138.0,0.15705170393966106,1
pen_5bp,all,long_short,2024-11,0.8417799753986461,31146.517333791293,176.0,0.388220820053097,1
pen_5bp,all,long_short,2024-12,0.5632039586958126,48688.359195770296,118.0,-0.03820692108474688,1
pen_5bp,all,long_short,2025-01,-0.15180100862486878,41297.41716156246,100.0,0.08245639447287978,1
pen_5bp,all,long_short,2025-02,0.1844854994202363,48916.19179137915,110.0,-0.16206179500534768,1
pen_5bp,all,long_short,2025-03,0.29949755352702834,63566.47156075611,115.0,-0.0405800875968082,1
pen_5bp,all,long_short,2025-04,0.7176919190020712,109187.61451938574,134.0,0.10578130635366878,1
pen_5bp,all,long_short,2025-05,0.050661461560501886,114719.2186552425,130.0,0.08422653030958283,1
pen_5bp,all,long_short,2025-06,0.19241263932291353,136792.64629776013,112.0,0.014245624071230978,1
pen_5bp,all,long_short,2025-07,0.11051139058312853,151909.79186167166,104.0,0.09522529319496131,1
pen_5bp,all,long_short,2025-08,0.08864857412529892,165376.3783058798,109.0,-0.044473565232134304,1
pen_5bp,all,long_short,2025-09,0.1337611781495982,187497.31750618794,89.0,0.043969157754659705,1
pen_5bp,all,long_short,2025-10,0.13027789843933535,211924.0739939069,87.0,-0.07587446563713596,1
pen_5bp,all,long_short,2025-11,0.041329998746013175,220682.89570632507,76.0,-0.17925581023415404,1
pen_5bp,all,long_short,2025-12,0.03618655013193295,228668.64837506216,53.0,0.01584618096139212,1
pen_5bp,all,long_short,2026-01,0.00652696788063678,230161.16129831484,106.0,-0.11366216216216218,1
pen_5bp,all,long_short,2026-02,0.03785800230603087,238874.60307350516,109.0,-0.12991297452928896,1
pen_5bp,all,long_short,2026-03,0.16887256512542193,279213.97003784496,103.0,0.03789353612167301,1
pen_5bp,all,long_short,2026-04,0.19113379495276428,332581.1957350057,70.0,0.1207126229134996,1
pen_5bp,all,long_short,2026-05,0.21191087611797177,403058.7683035734,108.0,-0.05804685901370987,1
pen_5bp,all,long_short,2026-06,0.13590454350118097,457836.2862140189,110.0,-0.17909835204471114,1
pen_5bp,all,long_short,2026-07,0.07634170644243832,492788.28957486566,71.0,0.10350569003793342,1
pen_5bp_drop_50,1h,long_only,2024-08,-0.01366342028841725,9863.365797115828,11.4,-0.09776683825994315,5
pen_5bp_drop_50,1h,long_only,2024-09,0.0009314225429758683,9874.795719320766,9.4,0.10548630040109597,5
pen_5bp_drop_50,1h,long_only,2024-10,0.1084702578760405,10941.62073693374,27.8,0.15705170393966106,5
pen_5bp_drop_50,1h,long_only,2024-11,0.17328802895680875,12831.800969056168,26.0,0.388220820053097,5
pen_5bp_drop_50,1h,long_only,2024-12,0.04295423304213475,13386.89403782289,27.4,-0.03820692108474688,5
pen_5bp_drop_50,1h,long_only,2025-01,-0.009347537946959772,13265.655011971341,16.6,0.08245639447287978,5
pen_5bp_drop_50,1h,long_only,2025-02,0.10703986021314797,14681.105443010278,26.4,-0.16206179500534768,5
pen_5bp_drop_50,1h,long_only,2025-03,0.026809823216601924,15060.667037279136,25.2,-0.0405800875968082,5
pen_5bp_drop_50,1h,long_only,2025-04,0.02647357686264784,15447.297752057097,18.4,0.10578130635366878,5
pen_5bp_drop_50,1h,long_only,2025-05,0.031132558632107045,15928.622132234352,14.4,0.08422653030958283,5
pen_5bp_drop_50,1h,long_only,2025-06,0.03769845145038957,16521.124064977128,17.0,0.014245624071230978,5
pen_5bp_drop_50,1h,long_only,2025-07,0.03138729540494063,17015.828158144872,18.4,0.09522529319496131,5
pen_5bp_drop_50,1h,long_only,2025-08,0.011419281306346507,17201.504408189845,13.2,-0.044473565232134304,5
pen_5bp_drop_50,1h,long_only,2025-09,0.025738297710040346,17636.620697577346,18.6,0.043969157754659705,5
pen_5bp_drop_50,1h,long_only,2025-10,0.022403136960731353,18021.53593126248,20.6,-0.07587446563713596,5
pen_5bp_drop_50,1h,long_only,2025-11,0.004472666808367975,18103.33430613698,14.0,-0.17925581023415404,5
pen_5bp_drop_50,1h,long_only,2025-12,-0.019964654029053473,17739.54278559399,12.4,0.01584618096139212,5
pen_5bp_drop_50,1h,long_only,2026-01,-0.00043113386089621564,17733.847000111746,17.2,-0.11366216216216218,5
pen_5bp_drop_50,1h,long_only,2026-02,0.007562349111411337,17875.60623984912,17.4,-0.12991297452928896,5
pen_5bp_drop_50,1h,long_only,2026-03,0.024668828899680674,18317.056629649654,12.4,0.03789353612167301,5
pen_5bp_drop_50,1h,long_only,2026-04,-0.04065103252274556,17578.114026969146,16.0,0.1207126229134996,5
pen_5bp_drop_50,1h,long_only,2026-05,0.017140160940707073,17884.29615306102,17.4,-0.05804685901370987,5
pen_5bp_drop_50,1h,long_only,2026-06,0.125356023218629,20158.008436650067,24.0,-0.17909835204471114,5
pen_5bp_drop_50,1h,long_only,2026-07,0.02691447654515433,16587.65509289921,11.0,0.10350569003793342,5
pen_5bp_drop_50,1h,long_short,2024-08,-0.03743681919160415,9625.63180808396,26.8,-0.09776683825994315,5
pen_5bp_drop_50,1h,long_short,2024-09,0.09715886984353181,10561.38591253389,38.2,0.10548630040109597,5
pen_5bp_drop_50,1h,long_short,2024-10,0.14542741444524193,12095.919293080264,49.6,0.15705170393966106,5
pen_5bp_drop_50,1h,long_short,2024-11,0.264455053892825,15286.957886238577,58.8,0.388220820053097,5
pen_5bp_drop_50,1h,long_short,2024-12,0.11084810283317106,16960.915638637092,46.8,-0.03820692108474688,5
pen_5bp_drop_50,1h,long_short,2025-01,-0.05598980458519694,16005.249585193053,31.2,0.08245639447287978,5
pen_5bp_drop_50,1h,long_short,2025-02,0.19126023403635836,19076.637619398018,43.8,-0.16206179500534768,5
pen_5bp_drop_50,1h,long_short,2025-03,0.050903158674870316,20054.31042775833,41.4,-0.0405800875968082,5
pen_5bp_drop_50,1h,long_short,2025-04,0.13807377807647772,22825.927837376723,44.8,0.10578130635366878,5
pen_5bp_drop_50,1h,long_short,2025-05,-0.046270406921977814,21718.434592713285,42.8,0.08422653030958283,5
pen_5bp_drop_50,1h,long_short,2025-06,0.04256057273031564,22643.629304726717,32.8,0.014245624071230978,5
pen_5bp_drop_50,1h,long_short,2025-07,0.058191282751066865,23939.50854502531,40.0,0.09522529319496131,5
pen_5bp_drop_50,1h,long_short,2025-08,-0.00641618170707583,23828.29633669122,34.2,-0.044473565232134304,5
pen_5bp_drop_50,1h,long_short,2025-09,0.042968564997496884,24835.34628815625,29.8,0.043969157754659705,5
pen_5bp_drop_50,1h,long_short,2025-10,0.011782456742037572,25142.080868729303,33.2,-0.07587446563713596,5
pen_5bp_drop_50,1h,long_short,2025-11,0.03608451092528853,26048.99612763849,24.6,-0.17925581023415404,5
pen_5bp_drop_50,1h,long_short,2025-12,0.009108742019584648,26271.494824077585,21.2,0.01584618096139212,5
pen_5bp_drop_50,1h,long_short,2026-01,-0.012149484094498475,25938.579370540927,32.0,-0.11366216216216218,5
pen_5bp_drop_50,1h,long_short,2026-02,-0.038177134381577126,25005.328496242575,29.8,-0.12991297452928896,5
pen_5bp_drop_50,1h,long_short,2026-03,0.11552566881094709,27958.566964187827,33.6,0.03789353612167301,5
pen_5bp_drop_50,1h,long_short,2026-04,-0.0036374633062757457,27827.275318109158,28.4,0.1207126229134996,5
pen_5bp_drop_50,1h,long_short,2026-05,0.03440672432332468,28813.74326926475,28.8,-0.05804685901370987,5
pen_5bp_drop_50,1h,long_short,2026-06,0.17068598238700988,33723.50852321628,35.4,-0.17909835204471114,5
pen_5bp_drop_50,1h,long_short,2026-07,0.027553600701251967,34684.3265572272,26.0,0.10350569003793342,5
pen_5bp_drop_50,2h,long_only,2024-08,-0.020328713419966626,9796.712865800333,3.8,-0.09776683825994315,5
pen_5bp_drop_50,2h,long_only,2024-09,0.013317878884372147,9927.38297772717,4.8,0.10548630040109597,5
pen_5bp_drop_50,2h,long_only,2024-10,0.0529606065135023,10457.489421083446,15.8,0.15705170393966106,5
pen_5bp_drop_50,2h,long_only,2024-11,0.004750098542722436,10508.988754198737,5.6,0.388220820053097,5
pen_5bp_drop_50,2h,long_only,2024-12,0.029766690159597653,10818.826961545852,7.4,-0.03820692108474688,5
pen_5bp_drop_50,2h,long_only,2025-01,0.013905041901714044,10964.699116408801,9.8,0.08245639447287978,5
pen_5bp_drop_50,2h,long_only,2025-02,0.008217444386469253,11054.866577793273,13.4,-0.16206179500534768,5
pen_5bp_drop_50,2h,long_only,2025-03,0.03213862901396671,11403.048469839332,11.0,-0.0405800875968082,5
pen_5bp_drop_50,2h,long_only,2025-04,0.03279737141181682,11773.260636365154,14.0,0.10578130635366878,5
pen_5bp_drop_50,2h,long_only,2025-05,0.02332058279813969,12053.14797741916,10.0,0.08422653030958283,5
pen_5bp_drop_50,2h,long_only,2025-06,0.019982044135315014,12299.567713840192,12.0,0.014245624071230978,5
pen_5bp_drop_50,2h,long_only,2025-07,0.000762664031208371,12316.037251142096,7.8,0.09522529319496131,5
pen_5bp_drop_50,2h,long_only,2025-08,0.028132874217510984,12668.93865667583,9.6,-0.044473565232134304,5
pen_5bp_drop_50,2h,long_only,2025-09,0.027157798648051658,13035.974188929797,9.0,0.043969157754659705,5
pen_5bp_drop_50,2h,long_only,2025-10,0.02994913814335094,13436.591961456972,6.2,-0.07587446563713596,5
pen_5bp_drop_50,2h,long_only,2025-11,-0.001783212509732568,13401.024383152046,10.2,-0.17925581023415404,5
pen_5bp_drop_50,2h,long_only,2025-12,-0.003073628454744548,13357.729846268503,2.0,0.01584618096139212,5
pen_5bp_drop_50,2h,long_only,2026-01,0.007569014394770646,13460.381098056552,13.2,-0.11366216216216218,5
pen_5bp_drop_50,2h,long_only,2026-02,0.11911142601412372,15079.068702336057,11.0,-0.12991297452928896,5
pen_5bp_drop_50,2h,long_only,2026-03,-0.03761642708685782,14509.572307127994,8.2,0.03789353612167301,5
pen_5bp_drop_50,2h,long_only,2026-04,0.018644537394387317,14797.455240990263,4.4,0.1207126229134996,5
pen_5bp_drop_50,2h,long_only,2026-05,0.03561841333024644,15338.456690494892,8.8,-0.05804685901370987,5
pen_5bp_drop_50,2h,long_only,2026-06,0.020001365452110974,15664.023236714967,16.8,-0.17909835204471114,5
pen_5bp_drop_50,2h,long_only,2026-07,0.005995133213854742,12401.613620842592,4.0,0.10350569003793342,5
pen_5bp_drop_50,2h,long_short,2024-08,0.011737712417185464,10117.377124171855,8.4,-0.09776683825994315,5
pen_5bp_drop_50,2h,long_short,2024-09,0.02415797830846873,10361.721082086831,19.2,0.10548630040109597,5
pen_5bp_drop_50,2h,long_short,2024-10,0.07701179563444353,11171.808161280442,23.0,0.15705170393966106,5
pen_5bp_drop_50,2h,long_short,2024-11,0.02960754799992742,11532.351801976907,23.8,0.388220820053097,5
pen_5bp_drop_50,2h,long_short,2024-12,0.11135113330870428,12816.336088965492,14.6,-0.03820692108474688,5
pen_5bp_drop_50,2h,long_short,2025-01,-0.019459811029254113,12575.5474031399,17.6,0.08245639447287978,5
pen_5bp_drop_50,2h,long_short,2025-02,-0.006230371179305116,12491.800782202048,14.8,-0.16206179500534768,5
pen_5bp_drop_50,2h,long_short,2025-03,0.06662215758848114,13308.43260289326,17.4,-0.0405800875968082,5
pen_5bp_drop_50,2h,long_short,2025-04,0.047892412889162725,13924.175655526336,20.4,0.10578130635366878,5
pen_5bp_drop_50,2h,long_short,2025-05,0.04588775202939419,14587.618744672607,25.0,0.08422653030958283,5
pen_5bp_drop_50,2h,long_short,2025-06,0.026944114471499424,15009.820634883912,17.4,0.014245624071230978,5
pen_5bp_drop_50,2h,long_short,2025-07,0.031850214984788794,15486.846873683786,15.4,0.09522529319496131,5
pen_5bp_drop_50,2h,long_short,2025-08,0.06736960017336294,16548.815708447135,16.8,-0.044473565232134304,5
pen_5bp_drop_50,2h,long_short,2025-09,0.035608443595025685,17212.81158988726,14.2,0.043969157754659705,5
pen_5bp_drop_50,2h,long_short,2025-10,0.044591950451204544,17999.253207920243,9.2,-0.07587446563713596,5
pen_5bp_drop_50,2h,long_short,2025-11,-0.009373187272342865,17809.5150965342,13.8,-0.17925581023415404,5
pen_5bp_drop_50,2h,long_short,2025-12,-0.0029191642817188333,17765.926350747606,6.0,0.01584618096139212,5
pen_5bp_drop_50,2h,long_short,2026-01,0.01661165553503292,18043.21836576839,17.6,-0.11366216216216218,5
pen_5bp_drop_50,2h,long_short,2026-02,0.08111537414272449,19606.347542306954,16.0,-0.12991297452928896,5
pen_5bp_drop_50,2h,long_short,2026-03,-0.006405150691022166,19414.20459942103,14.4,0.03789353612167301,5
pen_5bp_drop_50,2h,long_short,2026-04,0.023491575729318946,19898.203348411298,4.8,0.1207126229134996,5
pen_5bp_drop_50,2h,long_short,2026-05,0.046079176451512896,20815.22925980752,16.8,-0.05804685901370987,5
pen_5bp_drop_50,2h,long_short,2026-06,-0.0016073411022461182,20799.83280428231,18.8,-0.17909835204471114,5
pen_5bp_drop_50,2h,long_short,2026-07,0.0017577270260922706,20802.900045335125,7.6,0.10350569003793342,5
pen_5bp_drop_50,4h,long_only,2024-08,0.03382579907361447,10338.257990736143,2.4,-0.09776683825994315,5
pen_5bp_drop_50,4h,long_only,2024-09,0.01141664300716716,8427.773415535474,0.8,0.10548630040109597,5
pen_5bp_drop_50,4h,long_only,2024-10,0.00023513992193544553,10459.130411736023,5.8,0.15705170393966106,5
pen_5bp_drop_50,4h,long_only,2024-11,0.02333559608979363,8631.276525884588,2.2,0.388220820053097,5
pen_5bp_drop_50,4h,long_only,2024-12,0.03809260223268605,11113.67199893908,3.0,-0.03820692108474688,5
pen_5bp_drop_50,4h,long_only,2025-01,-0.0035461748341294673,11070.056218944917,3.6,0.08245639447287978,5
pen_5bp_drop_50,4h,long_only,2025-02,-0.009401143259067024,8831.007139904923,3.8,-0.16206179500534768,5
pen_5bp_drop_50,4h,long_only,2025-03,0.0266896138006264,11258.392360149712,7.4,-0.0405800875968082,5
pen_5bp_drop_50,4h,long_only,2025-04,0.08344759956494952,12198.366633128064,7.0,0.10578130635366878,5
pen_5bp_drop_50,4h,long_only,2025-05,0.016890852362178622,12402.253364915307,4.4,0.08422653030958283,5
pen_5bp_drop_50,4h,long_only,2025-06,0.05826013800521936,13122.975531585393,10.8,0.014245624071230978,5
pen_5bp_drop_50,4h,long_only,2025-07,0.014904685565579223,13322.13996703998,2.4,0.09522529319496131,5
pen_5bp_drop_50,4h,long_only,2025-08,0.019431649008280004,13592.119409949202,5.2,-0.044473565232134304,5
pen_5bp_drop_50,4h,long_only,2025-09,0.003054700919031239,13633.651730475325,2.0,0.043969157754659705,5
pen_5bp_drop_50,4h,long_only,2025-10,0.0073220855988322285,13720.71652125981,5.0,-0.07587446563713596,5
pen_5bp_drop_50,4h,long_only,2025-11,-0.0016410310909056758,13692.515843584664,6.2,-0.17925581023415404,5
pen_5bp_drop_50,4h,long_only,2025-12,-0.0012187009482486299,10850.698463403203,1.8,0.01584618096139212,5
pen_5bp_drop_50,4h,long_only,2026-01,0.015277854778800105,13878.666120125246,5.6,-0.11366216216216218,5
pen_5bp_drop_50,4h,long_only,2026-02,0.021932379291087222,14182.470592857344,9.8,-0.12991297452928896,5
pen_5bp_drop_50,4h,long_only,2026-03,-0.0020739811288462027,14150.304377341114,8.8,0.03789353612167301,5
pen_5bp_drop_50,4h,long_only,2026-04,0.04802243268610309,14824.627375236469,3.6,0.1207126229134996,5
pen_5bp_drop_50,4h,long_only,2026-05,0.017891400925426758,15095.000917575066,6.2,-0.05804685901370987,5
pen_5bp_drop_50,4h,long_only,2026-06,-0.0034346729778094386,15029.008854337924,8.8,-0.17909835204471114,5
pen_5bp_drop_50,4h,long_only,2026-07,0.014175560459657932,15242.053855267335,1.0,0.10350569003793342,5
pen_5bp_drop_50,4h,long_short,2024-08,0.04033237614708329,10403.323761470832,3.0,-0.09776683825994315,5
pen_5bp_drop_50,4h,long_short,2024-09,0.024009540381282203,10653.27816579699,8.4,0.10548630040109597,5
pen_5bp_drop_50,4h,long_short,2024-10,-0.0071855011272121015,10576.53617201291,9.8,0.15705170393966106,5
pen_5bp_drop_50,4h,long_short,2024-11,0.0425433493487827,11027.344590033972,13.2,0.388220820053097,5
pen_5bp_drop_50,4h,long_short,2024-12,0.03503760038021468,11414.513468439163,6.6,-0.03820692108474688,5
pen_5bp_drop_50,4h,long_short,2025-01,-0.022400395553269403,11153.238131575676,8.6,0.08245639447287978,5
pen_5bp_drop_50,4h,long_short,2025-02,-0.004141704024079473,11109.782678501277,5.2,-0.16206179500534768,5
pen_5bp_drop_50,4h,long_short,2025-03,0.03272742159480868,11477.698573421065,7.8,-0.0405800875968082,5
pen_5bp_drop_50,4h,long_short,2025-04,0.09674000415506886,12589.719101563274,10.6,0.10578130635366878,5
pen_5bp_drop_50,4h,long_short,2025-05,-0.0072131591306935135,12511.527243770866,10.0,0.08422653030958283,5
pen_5bp_drop_50,4h,long_short,2025-06,0.05346199378662151,13175.580923581267,14.0,0.014245624071230978,5
pen_5bp_drop_50,4h,long_short,2025-07,0.008058192824919753,13291.187185137542,6.4,0.09522529319496131,5
pen_5bp_drop_50,4h,long_short,2025-08,-0.020683719867976236,13034.984498203654,11.0,-0.044473565232134304,5
pen_5bp_drop_50,4h,long_short,2025-09,0.006903516874819315,13139.771743990912,7.6,0.043969157754659705,5
pen_5bp_drop_50,4h,long_short,2025-10,0.003400876400534636,13193.078027468753,7.4,-0.07587446563713596,5
pen_5bp_drop_50,4h,long_short,2025-11,0.01897012432167724,13417.270796102272,9.0,-0.17925581023415404,5
pen_5bp_drop_50,4h,long_short,2025-12,-0.005376563345316665,13354.37505683683,3.6,0.01584618096139212,5
pen_5bp_drop_50,4h,long_short,2026-01,-0.002083877155589975,13320.446008773608,9.6,-0.11366216216216218,5
pen_5bp_drop_50,4h,long_short,2026-02,0.0010011950924949443,13338.012390945436,15.0,-0.12991297452928896,5
pen_5bp_drop_50,4h,long_short,2026-03,0.002957655931674963,13364.10572497132,12.0,0.03789353612167301,5
pen_5bp_drop_50,4h,long_short,2026-04,0.08238537036158049,14443.782408596406,6.2,0.1207126229134996,5
pen_5bp_drop_50,4h,long_short,2026-05,-0.00038733743191843306,14434.232472462134,9.6,-0.05804685901370987,5
pen_5bp_drop_50,4h,long_short,2026-06,-0.007597173054952134,14297.971976890574,9.2,-0.17909835204471114,5
pen_5bp_drop_50,4h,long_short,2026-07,0.009083706276821557,14430.795280959335,4.4,0.10350569003793342,5
pen_5bp_drop_50,all,long_only,2024-08,-0.0013111793349972257,9986.888206650026,17.6,-0.09776683825994315,5
pen_5bp_drop_50,all,long_only,2024-09,0.02619564571658193,10255.690068132046,15.0,0.10548630040109597,5
pen_5bp_drop_50,all,long_only,2024-10,0.16673479767015045,11976.88826087974,49.4,0.15705170393966106,5
pen_5bp_drop_50,all,long_only,2024-11,0.20533355446461687,14428.116250578076,33.8,0.388220820053097,5
