symbol,timeframe,segment,side,trigger_time,label,mfe_r,r_multiple,trend_dev,volume_pctl,vol_balance,rsi_slope_5_3,rsi_slope_10_5,rsi_slope_14_5,zone_width_atr,freshness_bars,prior_taps,approach_mom,tap_rsi,stop_width_frac,stop_width_atr,rsi_ema_slope,rsi_ema_curv,rsi_ema_death_shape
BTC/USDT:USDT,15m,is,long,1600445700000,winner,1.767009162287522,1.5,-0.005167714510403654,0.0852359208523592,0.1304779747308171,-6.576702138828672,-9.635431321872026,-7.036864369013962,1.0394362366478291,89.0,0.0,-3.0148887317379782,28.439423659854057,0.003133707369790479,1.1102827181481634,-1.9192963870576136,-0.9324079018547096,1.0
BTC/USDT:USDT,15m,is,long,1600566300000,winner,1.595313482004558,1.5,-0.0007813062361345935,0.0776255707762557,0.1010561209394025,-11.864672221463756,-4.782299545036288,-3.1138465023503414,1.2186151819254931,60.0,0.0,-3.431671349275866,31.42673389080582,0.003352042381312559,1.29592099841927,-1.967871956099863,0.012805701474029263,0.0
BTC/USDT:USDT,15m,is,long,1601458200000,winner,1.5272921584917507,1.5,-0.006788871305240751,0.1750380517503805,0.1283633394727065,-1.1722945499694717,1.1852088079174692,0.24317173223832356,1.2252317990283768,42.0,0.0,-0.6737319750001745,37.829045316030815,0.003357271644562216,1.3028286245987204,-0.43078887905561203,0.42273053012311834,0.0
BTC/USDT:USDT,15m,is,long,1603412100000,winner,1.5898781124077934,1.5,0.017172684169299623,0.6636225266362252,0.3149548737983809,-7.942008106047659,-9.370463037809529,-8.127895997499422,0.9819147433954498,30.0,0.0,-3.0729879205524395,34.852701643461685,0.005976641823462077,1.0159037506171136,-2.133048117521639,-0.6371550513714794,1.0
BTC/USDT:USDT,15m,is,long,1603470600000,winner,1.773596481434746,1.5,0.0026168087933635675,0.4992389649923896,0.19424982656035958,-4.71254352264306,-6.228449481877192,-3.0232443701571867,1.1146214544322894,121.0,0.0,-2.026528787206834,30.570981996650787,0.004488149588878631,1.1665967019673338,-2.1061137561621024,-0.5482151601458582,1.0
BTC/USDT:USDT,15m,is,long,1603604700000,winner,8.038424723191554,1.5,0.01456579065720276,0.5007610350076104,0.19424982656035958,-9.569493607248234,3.5883456281851167,1.937493755525196,1.1410570303358036,270.0,1.0,-2.8077108429599744,49.289754504646545,0.004488149588878631,1.194264979426926,-2.0485122857545406,-1.684757843333628,1.0
BTC/USDT:USDT,15m,is,long,1603734300000,winner,1.895564730492149,1.5,-0.016729656531880743,0.502283105022831,0.19424982656035958,0.2304436162135559,-15.4880406309098,-13.142626012319191,0.730791783246583,414.0,2.0,-2.398629953765909,27.664202500087256,0.004488149588878631,0.7648688985575957,-1.4470571670954513,-0.4336297590179825,1.0
BTC/USDT:USDT,15m,is,long,1604093400000,ambiguous,0.5297820170956405,-1.0,0.013529279119523618,0.578386605783866,0.1715340748825969,-0.22343336254068902,0.43035128061139716,-0.3244837525988373,0.9555724875350643,4.0,1.0,0.48527454605484543,57.3464230627091,0.0038818367073444656,0.853328396535707,-0.7141918419156355,0.7431757536460637,0.0
BTC/USDT:USDT,15m,is,long,1604457000000,instant_death,0.3556351612014522,-1.0,0.009885842541281553,0.7016742770167428,0.5165447710870692,-0.4012060041384018,-11.144026095155368,-3.4165172487980158,1.0681132496944556,16.0,1.0,-0.1796780642813963,47.11181970413878,0.006608878588580903,1.1014386744547444,-1.053759464893652,-0.8405360517424398,1.0
BTC/USDT:USDT,15m,is,long,1604475900000,winner,2.592138402494627,1.5,0.0033035571861470547,0.45662100456621,0.12841398179223973,-1.421532758682325,-4.970329886594378,-3.7355748657870933,0.9298585733074579,74.0,0.0,-1.1873131657919507,39.39512849060313,0.004932741262398388,0.969145098029694,-1.207423934028391,-0.85001315599024,1.0
