scope,leverage_mode,multiple,segment,month,monthly_return,equity_end,num_exits
1h,cap_only,3.0,full,2022-11,0.35928932439522954,275379.9406671475,39
1h,cap_only,3.0,full,2022-12,0.039931703500634574,286376.3308078904,22
1h,cap_only,3.0,full,2023-01,0.20912558303811246,346264.9479564059,21
1h,cap_only,3.0,full,2023-02,0.015649412574944677,351683.7909872174,16
1h,cap_only,3.0,full,2023-03,0.16493563760528418,409688.9812891376,39
1h,cap_only,3.0,full,2023-04,0.2179071497340892,498963.1394793162,29
1h,cap_only,3.0,full,2023-05,0.039139416004671634,518492.2653663942,8
1h,cap_only,3.0,full,2023-06,0.13075916340019877,586289.8802151778,29
1h,cap_only,3.0,full,2023-07,-0.001149826870187054,585615.7483571876,15
1h,cap_only,3.0,full,2023-08,0.045363006640821046,612181.0394388841,17
1h,cap_only,3.0,full,2023-09,0.07753189026359264,659644.5926101118,43
1h,cap_only,3.0,full,2023-10,0.11916947951065238,738254.0953734752,21
1h,cap_only,3.0,full,2023-11,0.05392019480714194,778060.9000131834,25
1h,cap_only,3.0,full,2023-12,0.08194625840786407,841820.0795827189,8
1h,cap_only,3.0,full,2024-01,0.011377391086139443,851397.7958522965,15
1h,cap_only,3.0,full,2024-02,0.0799702129757851,919484.2589137187,16
1h,cap_only,3.0,full,2024-03,0.10572037853603522,1016692.4828240029,19
1h,cap_only,3.0,full,2024-04,0.18466969312679415,1204444.77163143,44
1h,cap_only,3.0,full,2024-05,0.25714010383110275,1514155.8252675645,37
1h,cap_only,3.0,full,2024-06,-0.034241850916990724,1462308.3272336596,25
1h,cap_only,3.0,full,2024-07,0.09475259900533262,1600865.8417861892,31
1h,cap_only,3.0,full,2024-08,0.019660311065701652,1632339.3622101622,40
1h,cap_only,3.0,full,2024-09,0.017755145635838465,1661321.7853133155,21
1h,cap_only,3.0,full,2024-10,0.1519397600292618,1913742.6187052054,47
1h,cap_only,3.0,full,2024-11,0.2577463085978762,2407002.7142829048,40
1h,cap_only,3.0,full,2024-12,0.04423546944533374,2513477.6093054013,42
1h,cap_only,3.0,full,2025-01,0.04111120144404956,2616809.6936266636,30
1h,cap_only,3.0,full,2025-02,0.12447287305200061,2942531.5144227,46
1h,cap_only,3.0,full,2025-03,0.03328814891954113,3040482.9416752458,41
1h,cap_only,3.0,full,2025-04,0.08374082166113905,3295095.481457808,32
1h,cap_only,3.0,full,2025-05,0.10564636200875865,3643210.3315453245,24
1h,cap_only,3.0,full,2025-06,0.03502335509498211,3770807.780672744,34
1h,cap_only,3.0,full,2025-07,0.0862311074955957,4095968.711753164,26
1h,cap_only,3.0,full,2025-08,0.03402390844557779,4235329.576197805,26
1h,cap_only,3.0,full,2025-09,0.08795353810666073,4607841.797472185,37
1h,cap_only,3.0,full,2025-10,0.04558063006671631,4817870.129848719,38
1h,cap_only,3.0,full,2025-11,0.012745305578680588,4879275.356892038,26
1h,cap_only,3.0,full,2025-12,-0.017929034282594625,4791794.661744102,21
1h,cap_only,3.0,full,2026-01,0.014795537100249723,4862691.837438716,35
1h,cap_only,3.0,full,2026-02,0.031173089578217184,5014276.965678458,31
1h,cap_only,3.0,full,2026-03,0.06021811213222095,5316227.258259696,23
1h,cap_only,3.0,full,2026-04,-0.008325814255322639,5271965.337568343,29
1h,cap_only,3.0,full,2026-05,0.057826487738003696,5576824.576516419,33
1h,cap_only,3.0,full,2026-06,0.18595043195757532,6613837.515471268,45
1h,cap_only,3.0,full,2026-07,0.018197683794945352,6734194.039248961,22
1h,cap_only,5.0,full,2020-09,0.020233059224060712,10202.330592240607,3
1h,cap_only,5.0,full,2020-10,0.03866768325444592,10596.83108003851,29
1h,cap_only,5.0,full,2020-11,0.031036943928591354,10925.72433209042,13
1h,cap_only,5.0,full,2020-12,0.24338321730785895,13584.862271453345,32
1h,cap_only,5.0,full,2021-01,0.26435648370069265,17176.108693092956,39
1h,cap_only,5.0,full,2021-02,0.15374155121976152,19816.790287488297,22
1h,cap_only,5.0,full,2021-03,0.19373679911687414,23656.03180655664,34
1h,cap_only,5.0,full,2021-04,0.13069628060868088,26747.787177634247,29
1h,cap_only,5.0,full,2021-05,0.2802806304760208,34244.67383162,51
1h,cap_only,5.0,full,2021-06,0.1376348855613878,38957.93559552207,45
1h,cap_only,5.0,full,2021-07,0.05154068063926265,40965.85411241583,28
1h,cap_only,5.0,full,2021-08,0.21631557310999128,49827.40632268335,53
1h,cap_only,5.0,full,2021-09,0.21528819393860976,60554.65863853911,41
1h,cap_only,5.0,full,2021-10,0.12930536726922726,68384.7010136581,32
1h,cap_only,5.0,full,2021-11,0.13345511055255943,77510.98884753956,38
1h,cap_only,5.0,full,2021-12,0.060152970753099,82173.50509272938,39
1h,cap_only,5.0,full,2022-01,0.08528002097783172,89181.2633308593,52
