scope,leverage_mode,multiple,segment,month,monthly_return,equity_end,num_exits
15m,combined,3.0,oos_warm,2025-02,0.49750999497362924,74945.43602567032,116
15m,combined,3.0,oos_warm,2025-03,0.49901569339218343,112344.38475059973,104
15m,combined,3.0,oos_warm,2025-04,0.14938981880241098,129127.49203196017,92
15m,combined,3.0,oos_warm,2025-05,0.08393907495548092,139966.33426444413,84
15m,combined,3.0,oos_warm,2025-06,-0.03843880015611789,134586.19631306877,83
15m,combined,3.0,oos_warm,2025-07,0.5309628465529379,206046.4662141883,87
15m,combined,3.0,oos_warm,2025-08,0.015773219338403033,209296.48231968752,98
15m,combined,3.0,oos_warm,2025-09,0.10466912751898039,231203.3625168809,58
15m,combined,3.0,oos_warm,2025-10,1.6522293393812513,613204.341430871,104
15m,combined,3.0,oos_warm,2025-11,-0.17264296131153323,507338.92803715693,71
15m,combined,3.0,oos_warm,2025-12,0.3869114640201492,703634.1754384264,78
15m,combined,3.0,oos_warm,2026-01,0.22350909570129862,860902.813695198,80
15m,combined,3.0,oos_warm,2026-02,-0.09304969300362509,780796.0711749028,74
15m,combined,3.0,oos_warm,2026-03,0.6570087757608012,1293785.9420163692,67
15m,combined,3.0,oos_warm,2026-04,0.07298096330503667,1388207.686375238,39
15m,combined,3.0,oos_warm,2026-05,0.3617271379628946,1890360.0796658443,69
15m,combined,3.0,oos_warm,2026-06,-0.04074222653212756,1813342.6010728078,77
15m,combined,3.0,oos_warm,2026-07,-0.1338315905322619,1570660.076591325,39
15m,combined,5.0,oos_warm,2024-08,-0.17434032274949318,8256.596772505069,83
15m,combined,5.0,oos_warm,2024-09,-0.06107890186715059,7752.292908480599,57
15m,combined,5.0,oos_warm,2024-10,0.7434726884632661,13515.910958903383,96
15m,combined,5.0,oos_warm,2024-11,0.3110707784506883,17720.31590235965,93
15m,combined,5.0,oos_warm,2024-12,1.8056324127087149,49716.69265909791,126
15m,combined,5.0,oos_warm,2025-01,1.4940805716496377,123997.43724773226,97
15m,combined,5.0,oos_warm,2025-02,0.8792255834113274,233019.1563533791,116
15m,combined,5.0,oos_warm,2025-03,0.9041360553331315,443700.1771957775,106
15m,combined,5.0,oos_warm,2025-04,0.23078742123064466,546100.5968903711,89
15m,combined,5.0,oos_warm,2025-05,0.11820516975620676,610652.5106497632,83
15m,combined,5.0,oos_warm,2025-06,-0.08044829418750143,561526.5578266747,84
15m,combined,5.0,oos_warm,2025-07,1.0443502433452458,1147956.9551377806,86
15m,combined,5.0,oos_warm,2025-08,0.0030264340237817766,1151431.1711246464,98
15m,combined,5.0,oos_warm,2025-09,0.16795911507393546,1344824.5316952872,57
15m,combined,5.0,oos_warm,2025-10,3.928149071413894,6627495.767088754,106
15m,combined,5.0,oos_warm,2025-11,-0.28372696808338504,4747096.487107194,73
15m,combined,5.0,oos_warm,2025-12,0.700487536604097,8072378.4113828745,77
15m,combined,5.0,oos_warm,2026-01,0.37763891940452377,11120822.671681909,80
15m,combined,5.0,oos_warm,2026-02,-0.16863723553119137,9245437.879496874,75
15m,combined,5.0,oos_warm,2026-03,1.2879541695414338,21153138.145631187,67
15m,combined,5.0,oos_warm,2026-04,0.11772368645380138,23643363.54820142,39
15m,combined,5.0,oos_warm,2026-05,0.6557122906989763,39146607.62022125,69
15m,combined,5.0,oos_warm,2026-06,-0.08250607816022404,35916774.552199654,77
15m,combined,5.0,oos_warm,2026-07,-0.21759337713976445,28101522.28141898,39
15m,cap_only,1.0,oos_warm,2024-08,-0.030224607532648218,9697.753924673518,83
15m,cap_only,1.0,oos_warm,2024-09,-0.007908253757555883,9621.061625758866,57
15m,cap_only,1.0,oos_warm,2024-10,0.12732679642936295,10846.08058081622,96
15m,cap_only,1.0,oos_warm,2024-11,0.08072096892696679,11721.586714359664,93
15m,cap_only,1.0,oos_warm,2024-12,0.25317048437116974,14689.146500432767,132
15m,cap_only,1.0,oos_warm,2025-01,0.2173448174099084,17881.75636447672,99
15m,cap_only,1.0,oos_warm,2025-02,0.1538799903199899,20633.400860746817,115
15m,cap_only,1.0,oos_warm,2025-03,0.15154960795512307,23760.384671973898,105
15m,cap_only,1.0,oos_warm,2025-04,0.052668843182579916,25011.816646219868,90
15m,cap_only,1.0,oos_warm,2025-05,0.03192245689033646,25810.255284857823,85
15m,cap_only,1.0,oos_warm,2025-06,-0.009304739262076644,25570.097589144585,82
15m,cap_only,1.0,oos_warm,2025-07,0.157753046788756,29603.85839051797,87
15m,cap_only,1.0,oos_warm,2025-08,0.00989087310892045,29896.666397393034,105
15m,cap_only,1.0,oos_warm,2025-09,0.03595215572699195,30971.516003430035,60
15m,cap_only,1.0,oos_warm,2025-10,0.39284450757237366,43138.505956567395,104
15m,cap_only,1.0,oos_warm,2025-11,-0.05787581093509231,40641.829941802745,69
15m,cap_only,1.0,oos_warm,2025-12,0.11839353340063785,45453.55979248061,77
15m,cap_only,1.0,oos_warm,2026-01,0.07296650094719026,48770.14700613182,81
15m,cap_only,1.0,oos_warm,2026-02,-0.027779948701787682,47415.314824122834,74
15m,cap_only,1.0,oos_warm,2026-03,0.1866971738381482,56267.62009843262,67
15m,cap_only,1.0,oos_warm,2026-04,0.025013654599162605,57675.07891269171,40
15m,cap_only,1.0,oos_warm,2026-05,0.11071242491548494,64060.42675630776,70
15m,cap_only,1.0,oos_warm,2026-06,-0.010450541318345441,63390.96061962012,78
15m,cap_only,1.0,oos_warm,2026-07,-0.04563701583072688,60497.98634629753,41
15m,cap_only,2.0,oos_warm,2024-08,0.032255170297127655,10322.551702971277,107
15m,cap_only,2.0,oos_warm,2024-09,-0.012675157683689209,10191.711732438082,68
15m,cap_only,2.0,oos_warm,2024-10,0.1467809653738783,11687.661019337625,117
15m,cap_only,2.0,oos_warm,2024-11,0.16436117359144786,13608.658701014974,118
15m,cap_only,2.0,oos_warm,2024-12,0.27625155945975166,17368.071889325878,164
15m,cap_only,2.0,oos_warm,2025-01,0.29413355842907696,22476.60467718532,117
15m,cap_only,2.0,oos_warm,2025-02,0.23540397407234304,27767.68674184776,141
15m,cap_only,2.0,oos_warm,2025-03,0.17772052493661783,32702.574605884507,129
15m,cap_only,2.0,oos_warm,2025-04,-0.02052770704726714,32031.26573468351,113
15m,cap_only,2.0,oos_warm,2025-05,0.13074842621666738,36219.303319221246,112
15m,cap_only,2.0,oos_warm,2025-06,-0.0020502285381471808,36145.04546992437,103
15m,cap_only,2.0,oos_warm,2025-07,0.23387131173141085,44598.334666567076,106
15m,cap_only,2.0,oos_warm,2025-08,0.046109293691273256,46654.73237784951,121
15m,cap_only,2.0,oos_warm,2025-09,0.12566547574434384,52517.62151783701,76
15m,cap_only,2.0,oos_warm,2025-10,0.5012332016427474,78841.1970938845,127
15m,cap_only,2.0,oos_warm,2025-11,-0.05909753701168641,74181.876530583,81
15m,cap_only,2.0,oos_warm,2025-12,0.15631824085635193,85777.85697326684,99
15m,cap_only,2.0,oos_warm,2026-01,0.08296044578877582,92894.0262265749,101
15m,cap_only,2.0,oos_warm,2026-02,0.018959163816329117,94655.21928736291,95
15m,cap_only,2.0,oos_warm,2026-03,0.18649704285142588,112308.13777490934,81
15m,cap_only,2.0,oos_warm,2026-04,0.04243127817397041,117073.51561003711,49
15m,cap_only,2.0,oos_warm,2026-05,0.13199548744962142,132526.6913704248,86
15m,cap_only,2.0,oos_warm,2026-06,-0.029170631884853693,128660.80404154054,92
15m,cap_only,2.0,oos_warm,2026-07,-0.048205793351451254,122458.60790948247,52
15m,cap_only,3.0,oos_warm,2024-08,0.027471288843220254,10274.712888432203,112
15m,cap_only,3.0,oos_warm,2024-09,-0.02258104194810162,10042.699165693815,70
15m,cap_only,3.0,oos_warm,2024-10,0.17471200517856866,11797.27927433732,124
15m,cap_only,3.0,oos_warm,2024-11,0.186560358899166,13998.183929791381,122
15m,cap_only,3.0,oos_warm,2024-12,0.2529817560722871,17539.469082172873,171
15m,cap_only,3.0,oos_warm,2025-01,0.3155008984502339,23073.187335938514,122
15m,cap_only,3.0,oos_warm,2025-02,0.19481565978922455,27568.205550229755,147
15m,cap_only,3.0,oos_warm,2025-03,0.21326155878273512,33447.4440387146,135
15m,cap_only,3.0,oos_warm,2025-04,-0.0284864460390144,32494.645228962803,118
15m,cap_only,3.0,oos_warm,2025-05,0.15238251969027816,37446.26114539383,116
15m,cap_only,3.0,oos_warm,2025-06,-0.0017809754807421863,37379.570272448414,106
15m,cap_only,3.0,oos_warm,2025-07,0.2548755956744624,46906.71051169413,108
15m,cap_only,3.0,oos_warm,2025-08,0.05641127256600198,49552.777743543855,126
15m,cap_only,3.0,oos_warm,2025-09,0.1527702022015378,57122.965619072915,83
15m,cap_only,3.0,oos_warm,2025-10,0.5305294250332286,87428.37972515255,128
15m,cap_only,3.0,oos_warm,2025-11,-0.03884490380323602,84032.23272505621,83
15m,cap_only,3.0,oos_warm,2025-12,0.13106807376119867,95046.17560218209,104
15m,cap_only,3.0,oos_warm,2026-01,0.09679077099519051,104245.76821886156,102
15m,cap_only,3.0,oos_warm,2026-02,0.01621736616593661,105936.3600133162,100
15m,cap_only,3.0,oos_warm,2026-03,0.1754421190826707,124522.05950195709,85
15m,cap_only,3.0,oos_warm,2026-04,0.0412940713001404,129664.08230547124,51
15m,cap_only,3.0,oos_warm,2026-05,0.13424566791330372,147070.92363893482,89
15m,cap_only,3.0,oos_warm,2026-06,-0.006368741301096659,146134.2669733651,96
15m,cap_only,3.0,oos_warm,2026-07,-0.0406391509112658,140195.4944445273,57
15m,cap_only,5.0,oos_warm,2024-08,0.02743697594143857,10274.369759414385,112
15m,cap_only,5.0,oos_warm,2024-09,-0.022581041948101288,10042.363784886746,70
15m,cap_only,5.0,oos_warm,2024-10,0.17826992073790593,11832.615180839723,126
15m,cap_only,5.0,oos_warm,2024-11,0.18438689198057157,14014.394318036888,122
15m,cap_only,5.0,oos_warm,2024-12,0.2530792863607858,17561.147230824314,171
15m,cap_only,5.0,oos_warm,2025-01,0.30076135440986684,22842.861656958117,123
15m,cap_only,5.0,oos_warm,2025-02,0.1930783369606892,27253.323397106684,147
15m,cap_only,5.0,oos_warm,2025-03,0.199527989796922,32691.124229816804,136
15m,cap_only,5.0,oos_warm,2025-04,-0.04462201903340046,31232.38026221066,119
15m,cap_only,5.0,oos_warm,2025-05,0.15246957947163087,35994.368146687986,116
15m,cap_only,5.0,oos_warm,2025-06,0.0008093407574005784,36023.49985586598,107
15m,cap_only,5.0,oos_warm,2025-07,0.2549588389460138,45208.00955388946,108
15m,cap_only,5.0,oos_warm,2025-08,0.07564586849225718,48627.808699399684,127
15m,cap_only,5.0,oos_warm,2025-09,0.14476480027041672,55667.40371335631,83
15m,cap_only,5.0,oos_warm,2025-10,0.5306135536718117,85205.28262138371,128
15m,cap_only,5.0,oos_warm,2025-11,-0.038805085998682376,81898.88430171888,83
15m,cap_only,5.0,oos_warm,2025-12,0.13735628379930365,93148.2106967121,106
15m,cap_only,5.0,oos_warm,2026-01,0.0967907709951914,102164.0978268694,102
15m,cap_only,5.0,oos_warm,2026-02,0.005115903288081203,102686.75947086573,101
15m,cap_only,5.0,oos_warm,2026-03,0.17537395405971123,120695.34250884995,85
15m,cap_only,5.0,oos_warm,2026-04,0.04129407130014062,125679.34458800529,51
15m,cap_only,5.0,oos_warm,2026-05,0.12535262578472905,141433.58043901552,90
15m,cap_only,5.0,oos_warm,2026-06,-0.0063687413010958815,140532.8265539117,96
15m,cap_only,5.0,oos_warm,2026-07,-0.03536804089715562,135562.45579696007,58
15m,combined,1.0,oos,2024-08,-0.044786257231096194,9552.137427689038,78
15m,combined,1.0,oos,2024-09,-0.02147579311540815,9346.997700482041,56
15m,combined,1.0,oos,2024-10,0.12732679642936318,10537.120973917044,99
15m,combined,1.0,oos,2024-11,0.06905112211045994,11264.72100097968,94
15m,combined,1.0,oos,2024-12,0.25317048437116907,14116.615873103785,129
15m,combined,1.0,oos,2025-01,0.21734481740990752,17184.78917248933,97
15m,combined,1.0,oos,2025-02,0.15387999031998856,19829.184364003035,116
15m,combined,1.0,oos,2025-03,0.14408473211998563,22686.267081248217,105
15m,combined,1.0,oos,2025-04,0.034405253251289514,23466.793845504955,87
15m,combined,1.0,oos,2025-05,0.03192245689033624,24215.911560392495,86
15m,combined,1.0,oos,2025-06,-0.009304739262076756,23990.58881732953,85
15m,combined,1.0,oos,2025-07,0.15775304678875668,27775.17729751954,87
15m,combined,1.0,oos,2025-08,-0.0013363213270749519,27738.06073573358,98
15m,combined,1.0,oos,2025-09,0.03595215572699151,28735.30381486942,58
15m,combined,1.0,oos,2025-10,0.37290973232151114,39450.97826864968,103
15m,combined,1.0,oos,2025-11,-0.05787581093509231,37167.72090916887,69
15m,combined,1.0,oos,2025-12,0.11839353340063763,41568.138716054134,78
15m,combined,1.0,oos,2026-01,0.07296650094719048,44601.22034905205,81
15m,combined,1.0,oos,2026-02,-0.046187050989767164,42541.22151058454,67
15m,combined,1.0,oos,2026-03,0.18669717383814755,50483.54733823328,68
15m,combined,1.0,oos,2026-04,0.025013654599162827,51746.325354292334,40
15m,combined,1.0,oos,2026-05,0.11071242491548472,57475.28651473167,72
15m,combined,1.0,oos,2026-06,-0.030296046635049367,55734.01255411853,75
15m,combined,1.0,oos,2026-07,-0.04563701583072666,53190.478540876305,39
15m,combined,2.0,oos,2024-08,-0.09073653400431159,9092.634659956884,78
15m,combined,2.0,oos,2024-09,-0.04454925834620138,8687.56452944284,56
15m,combined,2.0,oos,2024-10,0.2653308152288454,10992.64310839311,97
15m,combined,2.0,oos,2024-11,0.13565316448072395,12483.829932053855,95
15m,combined,2.0,oos,2024-12,0.5713431226247285,19616.380307749558,129
15m,combined,2.0,oos,2025-01,0.4715787756260328,28867.048915492716,98
15m,combined,2.0,oos,2025-02,0.32009604957054627,38107.277236101654,115
15m,combined,2.0,oos,2025-03,0.3009156407585416,49574.352983166566,104
15m,combined,2.0,oos,2025-04,0.0649062144028194,52792.03656677302,87
15m,combined,2.0,oos,2025-05,0.0600134818710345,55960.270496208046,90
15m,combined,2.0,oos,2025-06,-0.012955051042265797,55235.30233559067,85
15m,combined,2.0,oos,2025-07,0.3343385976209745,73702.59585764259,89
15m,combined,2.0,oos,2025-08,0.015169078889058607,74820.59634853558,97
15m,combined,2.0,oos,2025-09,0.07090126040662503,80125.47093402207,58
15m,combined,2.0,oos,2025-10,0.873551312080483,150119.18119950366,106
15m,combined,2.0,oos,2025-11,-0.1155495778327279,132772.97318730623,69
15m,combined,2.0,oos,2025-12,0.2472157097119776,165596.5379843755,77
15m,combined,2.0,oos,2026-01,0.14758886821835482,190036.74360636726,80
15m,combined,2.0,oos,2026-02,-0.0934454603098609,172278.67262428327,66
15m,combined,2.0,oos,2026-03,0.40425134688141773,241922.5580715926,67
15m,combined,2.0,oos,2026-04,0.04936478185795479,253865.01237731517,41
15m,combined,2.0,oos,2026-05,0.23111031425021178,312535.83516497037,68
15m,combined,2.0,oos,2026-06,-0.06269771509028887,292940.55241629155,75
15m,combined,2.0,oos,2026-07,-0.09026541266493593,266498.1525661407,39
15m,combined,3.0,oos,2024-08,-0.13748465413501854,8625.153458649815,78
15m,combined,3.0,oos,2024-09,-0.06908227420109536,8029.308242392842,56
15m,combined,3.0,oos,2024-10,0.41408462738164653,11354.121354076466,97
15m,combined,3.0,oos,2024-11,0.19882932773494577,13611.653669928482,93
15m,combined,3.0,oos,2024-12,0.9113832927729342,26017.087411712695,125
15m,combined,3.0,oos,2025-01,0.7666019470974987,45961.83727933747,97
15m,combined,3.0,oos,2025-02,0.49750999497362836,68828.31071315939,116
15m,combined,3.0,oos,2025-03,0.4702368746318881,101193.92042910795,103
15m,combined,3.0,oos,2025-04,0.09112490625059544,110415.20694134063,86
15m,combined,3.0,oos,2025-05,0.08393907495548225,119683.3572730149,83
15m,combined,3.0,oos,2025-06,-0.024773731075734218,116718.35396569221,83
15m,combined,3.0,oos,2025-07,0.5309628465529372,178691.46343228946,87
15m,combined,3.0,oos,2025-08,0.01577321933840259,181510.00307890712,97
15m,combined,3.0,oos,2025-09,0.10466912751897994,200508.4967371437,57
15m,combined,3.0,oos,2025-10,1.5415200275761176,509596.36015663133,105
15m,combined,3.0,oos,2025-11,-0.17264296131153356,421618.1354656117,69
15m,combined,3.0,oos,2025-12,0.3869114640201501,584747.0255160575,78
15m,combined,3.0,oos,2026-01,0.22350909570129862,715443.3044031757,84
15m,combined,3.0,oos,2026-02,-0.1414029654877943,614277.49952218,68
15m,combined,3.0,oos,2026-03,0.6570087757608003,1017863.207460653,68
15m,combined,3.0,oos,2026-04,0.07298096330503623,1092147.8448538855,40
15m,combined,3.0,oos,2026-05,0.38296916833703576,1510406.7966986638,69
15m,combined,3.0,oos,2026-06,-0.0969287662817413,1364004.9293111055,74
15m,combined,3.0,oos,2026-07,-0.11867949463710492,1202125.5136179435,41
15m,combined,5.0,oos,2024-08,-0.231968465006675,7680.31534993325,78
15m,combined,5.0,oos,2024-09,-0.1219510002688049,6743.693210629034,56
15m,combined,5.0,oos,2024-10,0.7434726884632661,11757.444932106877,98
15m,combined,5.0,oos,2024-11,0.3110707784506881,15414.84247972846,96
15m,combined,5.0,oos,2024-12,1.8056324127087175,43248.38169792539,127
15m,combined,5.0,oos,2025-01,1.4940805716496368,107864.94854808344,97
15m,combined,5.0,oos,2025-02,0.8792255834113278,202702.57086490496,116
15m,combined,5.0,oos,2025-03,0.8439784897177696,373779.1804853766,105
15m,combined,5.0,oos,2025-04,0.12945722653289926,422167.59652675345,88
15m,combined,5.0,oos,2025-05,0.1182051697562072,472069.9889397683,83
15m,combined,5.0,oos,2025-06,-0.08044829418750232,434092.7635924508,82
15m,combined,5.0,oos,2025-07,0.9886541473302022,863260.3746441563,86
15m,combined,5.0,oos,2025-08,0.0030264340237819987,865872.9752133623,97
15m,combined,5.0,oos,2025-09,0.16795911507393524,1011304.233896634,59
15m,combined,5.0,oos,2025-10,3.594580425228857,4646518.63701254,103
15m,combined,5.0,oos,2025-11,-0.31495877374774417,3183056.824903031,69
15m,combined,5.0,oos,2025-12,0.7004875366040966,5412748.459050212,77
15m,combined,5.0,oos,2026-01,0.3776389194045251,7456812.938134443,82
15m,combined,5.0,oos,2026-02,-0.2379915899748941,5682154.170842465,66
15m,combined,5.0,oos,2026-03,1.2879541695414347,13000508.327156272,67
15m,combined,5.0,oos,2026-04,0.11772368645380205,14530976.093202459,39
15m,combined,5.0,oos,2026-05,0.6557122906989759,24059115.713368297,69
15m,combined,5.0,oos,2026-06,-0.16974493659931356,19975202.641967047,74
15m,combined,5.0,oos,2026-07,-0.2175933771397649,15628730.840050284,40
15m,cap_only,1.0,oos,2024-08,-0.044786257231096194,9552.137427689038,78
15m,cap_only,1.0,oos,2024-09,-0.02147579311540815,9346.997700482041,56
15m,cap_only,1.0,oos,2024-10,0.12732679642936318,10537.120973917044,99
15m,cap_only,1.0,oos,2024-11,0.06905112211045994,11264.72100097968,94
15m,cap_only,1.0,oos,2024-12,0.25317048437116907,14116.615873103785,129
15m,cap_only,1.0,oos,2025-01,0.21734481740990752,17184.78917248933,97
15m,cap_only,1.0,oos,2025-02,0.15387999031998856,19829.184364003035,116
15m,cap_only,1.0,oos,2025-03,0.14408473211998563,22686.267081248217,105
15m,cap_only,1.0,oos,2025-04,0.034405253251289514,23466.793845504955,87
15m,cap_only,1.0,oos,2025-05,0.03192245689033624,24215.911560392495,86
15m,cap_only,1.0,oos,2025-06,-0.009304739262076756,23990.58881732953,85
15m,cap_only,1.0,oos,2025-07,0.15775304678875668,27775.17729751954,87
15m,cap_only,1.0,oos,2025-08,-0.0013363213270749519,27738.06073573358,98
15m,cap_only,1.0,oos,2025-09,0.03595215572699151,28735.30381486942,58
15m,cap_only,1.0,oos,2025-10,0.37290973232151114,39450.97826864968,103
15m,cap_only,1.0,oos,2025-11,-0.05787581093509231,37167.72090916887,69
15m,cap_only,1.0,oos,2025-12,0.11839353340063763,41568.138716054134,78
15m,cap_only,1.0,oos,2026-01,0.07296650094719048,44601.22034905205,81
15m,cap_only,1.0,oos,2026-02,-0.046187050989767164,42541.22151058454,67
15m,cap_only,1.0,oos,2026-03,0.18669717383814755,50483.54733823328,68
15m,cap_only,1.0,oos,2026-04,0.025013654599162827,51746.325354292334,40
15m,cap_only,1.0,oos,2026-05,0.11071242491548472,57475.28651473167,72
15m,cap_only,1.0,oos,2026-06,-0.030296046635049367,55734.01255411853,75
15m,cap_only,1.0,oos,2026-07,-0.04563701583072666,53190.478540876305,39
15m,cap_only,2.0,oos,2024-08,-0.011908267103949988,9880.9173289605,98
15m,cap_only,2.0,oos,2024-09,-0.02617750634030047,9622.259552933652,67
15m,cap_only,2.0,oos,2024-10,0.14678096537387764,11034.624099191271,117
15m,cap_only,2.0,oos,2024-11,0.1643611735914472,12848.287866274813,118
15m,cap_only,2.0,oos,2024-12,0.27625155945975055,16397.64742572102,165
15m,cap_only,2.0,oos,2025-01,0.2941335584290774,21220.745812913745,117
15m,cap_only,2.0,oos,2025-02,0.23540397407234193,26216.193710052652,141
15m,cap_only,2.0,oos,2025-03,0.16580133931106977,30562.873738817823,126
15m,cap_only,2.0,oos,2025-04,-0.03328165919683279,29545.690590966657,111
15m,cap_only,2.0,oos,2025-05,0.1307484262166667,33408.743137220124,109
15m,cap_only,2.0,oos,2025-06,-0.002050228538147403,33340.24757861656,103
15m,cap_only,2.0,oos,2025-07,0.2338713117314115,41137.57501327763,106
15m,cap_only,2.0,oos,2025-08,0.046109293691272146,43034.399541311584,121
15m,cap_only,2.0,oos,2025-09,0.1256654757443436,48442.337833042664,76
15m,cap_only,2.0,oos,2025-10,0.4797471374689062,71682.41074074658,126
15m,cap_only,2.0,oos,2025-11,-0.059097537011686296,67446.1568189084,81
15m,cap_only,2.0,oos,2025-12,0.1563182408563515,77989.22140536178,99
15m,cap_only,2.0,oos,2026-01,0.08296044578877693,84459.24197987022,101
15m,cap_only,2.0,oos,2026-02,-0.013131755012897317,83350.14390561555,86
15m,cap_only,2.0,oos,2026-03,0.18649704285142588,98894.69926525364,81
15m,cap_only,2.0,oos,2026-04,0.042431278173969744,103090.92775970869,49
15m,cap_only,2.0,oos,2026-05,0.1276800950992809,116253.58721994139,86
15m,cap_only,2.0,oos,2026-06,-0.048667495073200895,110595.81633667296,87
15m,cap_only,2.0,oos,2026-07,-0.048205793351451365,105264.45726881223,52
15m,cap_only,3.0,oos,2024-08,-0.018547239114207192,9814.527608857928,101
15m,cap_only,3.0,oos,2024-09,-0.03594792080049336,9461.715747680448,69
15m,cap_only,3.0,oos,2024-10,0.17471200517856622,11114.791078387316,124
15m,cap_only,3.0,oos,2024-11,0.186560358899166,13188.370491060503,122
15m,cap_only,3.0,oos,2024-12,0.2529817560722867,16524.787617620914,171
15m,cap_only,3.0,oos,2025-01,0.31550089845023366,21738.372957679607,122
15m,cap_only,3.0,oos,2025-02,0.19481565978922588,25973.348428174224,147
15m,cap_only,3.0,oos,2025-03,0.18900387888955406,30882.412028849052,132
15m,cap_only,3.0,oos,2025-04,-0.03450275450383611,29816.883748131357,115
15m,cap_only,3.0,oos,2025-05,0.15238251969027883,34360.45562298374,116
15m,cap_only,3.0,oos,2025-06,-0.0017809754807425193,34299.260494012065,106
15m,cap_only,3.0,oos,2025-07,0.2548755956744637,43041.30494361699,108
15m,cap_only,3.0,oos,2025-08,0.05641127256600287,45469.31972838781,126
15m,cap_only,3.0,oos,2025-09,0.1527702022015387,52415.67689726003,82
15m,cap_only,3.0,oos,2025-10,0.5086240652195555,79075.55156197917,127
15m,cap_only,3.0,oos,2025-11,-0.038844903803235686,76003.86936836629,83
15m,cap_only,3.0,oos,2025-12,0.1310680737611991,85965.55012487585,104
15m,cap_only,3.0,oos,2026-01,0.09679077099519073,94286.2220004883,102
15m,cap_only,3.0,oos,2026-02,-0.015787202975324433,92797.70627599009,91
15m,cap_only,3.0,oos,2026-03,0.17544211908267182,109078.33251106113,85
15m,cap_only,3.0,oos,2026-04,0.041294071300141066,113582.62095107338,51
15m,cap_only,3.0,oos,2026-05,0.1342456679133044,128830.5957639939,89
15m,cap_only,3.0,oos,2026-06,-0.02632352774119806,125439.32000248533,91
15m,cap_only,3.0,oos,2026-07,-0.04063915091126524,120341.57254669783,57
15m,cap_only,5.0,oos,2024-08,-0.018580015204938682,9814.199847950613,101
15m,cap_only,5.0,oos,2024-09,-0.03594792080049358,9461.399769096268,69
15m,cap_only,5.0,oos,2024-10,0.17826992073790615,11148.082756002703,126
15m,cap_only,5.0,oos,2024-11,0.18438689198057157,13203.643086924247,122
15m,cap_only,5.0,oos,2024-12,0.2530792863607849,16545.211656725547,171
15m,cap_only,5.0,oos,2025-01,0.3007613544098664,21521.371923600233,123
15m,cap_only,5.0,oos,2025-02,0.1930783369606892,25676.682623721434,147
15m,cap_only,5.0,oos,2025-03,0.17554489580637278,30184.093199555915,133
15m,cap_only,5.0,oos,2025-04,-0.05053840446164315,28658.637289128827,116
15m,cap_only,5.0,oos,2025-05,0.15246957947163065,33028.20766483229,116
15m,cap_only,5.0,oos,2025-06,0.0008093407574010225,33054.93873943934,107
15m,cap_only,5.0,oos,2025-07,0.2549588389460129,41482.587541878376,108
15m,cap_only,5.0,oos,2025-08,0.07564586849225585,44620.5739037898,127
15m,cap_only,5.0,oos,2025-09,0.14476480027041694,51080.06237292331,83
15m,cap_only,5.0,oos,2025-10,0.5087069897858314,77064.84714072564,127
15m,cap_only,5.0,oos,2025-11,-0.03880508599868282,74074.33911995444,83
15m,cap_only,5.0,oos,2025-12,0.1373562837993032,84248.91506636073,106
15m,cap_only,5.0,oos,2026-01,0.09679077099519007,92403.43251114206,102
15m,cap_only,5.0,oos,2026-02,-0.02653903835410998,89951.13427167745,92
15m,cap_only,5.0,oos,2026-03,0.1753739540597108,105726.2203610575,85
15m,cap_only,5.0,oos,2026-04,0.0412940713001404,110092.08644294135,51
15m,cap_only,5.0,oos,2026-05,0.1253526257847284,123892.41855668335,90
15m,cap_only,5.0,oos,2026-06,-0.026323527741198838,120631.13303988228,91
15m,cap_only,5.0,oos,2026-07,-0.03536804089715584,116364.64619305747,58
1h,combined,1.0,full,2020-09,0.020233059224060712,10202.330592240607,3
1h,combined,1.0,full,2020-10,0.05173673209660068,10730.165836852313,26
1h,combined,1.0,full,2020-11,0.03018861413460172,11054.094672901334,13
1h,combined,1.0,full,2020-12,0.19079522917203118,13163.163199306873,30
1h,combined,1.0,full,2021-01,0.23323794364529493,16233.31231578063,39
1h,combined,1.0,full,2021-02,0.14496893753029294,18586.638354796767,22
1h,combined,1.0,full,2021-03,0.09690187363135738,20387.718435885025,31
1h,combined,1.0,full,2021-04,0.08843213315654963,22190.647867365453,27
1h,combined,1.0,full,2021-05,0.2576264958039918,27907.54671705514,50
1h,combined,1.0,full,2021-06,0.11874320802770888,31221.378342421423,39
1h,combined,1.0,full,2021-07,0.0877361593271524,33960.622167085414,24
1h,combined,1.0,full,2021-08,0.19730928434938,40661.368222932724,47
1h,combined,1.0,full,2021-09,0.263676363698899,51382.80993897759,37
1h,combined,1.0,full,2021-10,0.0821512780511191,55603.97344532234,31
1h,combined,1.0,full,2021-11,0.07500291879063226,59774.43375007832,31
1h,combined,1.0,full,2021-12,0.0573607837820993,63203.14212011399,38
1h,combined,1.0,full,2022-01,0.09997580574152876,69521.92717896873,44
1h,combined,1.0,full,2022-02,0.02359624306702357,71162.38347117159,35
1h,combined,1.0,full,2022-03,0.0642656726562798,75735.68191277055,16
1h,combined,1.0,full,2022-04,0.015946770782869324,76943.4214723178,22
1h,combined,1.0,full,2022-05,0.17131268881732598,90124.80589154534,40
1h,combined,1.0,full,2022-06,0.14208949014619088,102930.59361019944,59
1h,combined,1.0,full,2022-07,0.007106974108466613,103662.11867395624,30
