arm,symbol,timeframe,width_label,width_threshold,guard,total_taps,surviving_taps,survival_share,adopted_point,below_sample_gate
proximal,ETH/USDT:USDT,4h,2.60,2.6,0.005,408,364,0.8921568627450981,False,False
proximal,ETH/USDT:USDT,4h,1.80,1.8,0.0,408,268,0.6568627450980392,False,False
proximal,ETH/USDT:USDT,4h,1.80,1.8,0.002,408,268,0.6568627450980392,False,False
proximal,ETH/USDT:USDT,4h,1.80,1.8,0.0025,408,268,0.6568627450980392,False,False
proximal,ETH/USDT:USDT,4h,1.80,1.8,0.003,408,268,0.6568627450980392,False,False
proximal,ETH/USDT:USDT,4h,1.80,1.8,0.004,408,267,0.6544117647058824,False,False
proximal,ETH/USDT:USDT,4h,1.80,1.8,0.005,408,267,0.6544117647058824,False,False
proximal,ETH/USDT:USDT,4h,1.55,1.55,0.0,408,228,0.5588235294117647,False,False
proximal,ETH/USDT:USDT,4h,1.55,1.55,0.002,408,228,0.5588235294117647,False,False
proximal,ETH/USDT:USDT,4h,1.55,1.55,0.0025,408,228,0.5588235294117647,False,False
proximal,ETH/USDT:USDT,4h,1.55,1.55,0.003,408,228,0.5588235294117647,False,False
proximal,ETH/USDT:USDT,4h,1.55,1.55,0.004,408,227,0.5563725490196079,False,False
proximal,ETH/USDT:USDT,4h,1.55,1.55,0.005,408,227,0.5563725490196079,False,False
proximal,ETH/USDT:USDT,4h,1.28,1.28,0.0,408,184,0.45098039215686275,False,False
proximal,ETH/USDT:USDT,4h,1.28,1.28,0.002,408,184,0.45098039215686275,False,False
proximal,ETH/USDT:USDT,4h,1.28,1.28,0.0025,408,184,0.45098039215686275,False,False
proximal,ETH/USDT:USDT,4h,1.28,1.28,0.003,408,184,0.45098039215686275,True,False
proximal,ETH/USDT:USDT,4h,1.28,1.28,0.004,408,183,0.4485294117647059,False,False
proximal,ETH/USDT:USDT,4h,1.28,1.28,0.005,408,183,0.4485294117647059,False,False
proximal,ETH/USDT:USDT,4h,1.15,1.15,0.0,408,154,0.37745098039215685,False,False
proximal,ETH/USDT:USDT,4h,1.15,1.15,0.002,408,154,0.37745098039215685,False,False
proximal,ETH/USDT:USDT,4h,1.15,1.15,0.0025,408,154,0.37745098039215685,False,False
proximal,ETH/USDT:USDT,4h,1.15,1.15,0.003,408,154,0.37745098039215685,False,False
proximal,ETH/USDT:USDT,4h,1.15,1.15,0.004,408,153,0.375,False,False
proximal,ETH/USDT:USDT,4h,1.15,1.15,0.005,408,153,0.375,False,False
proximal,ETH/USDT:USDT,4h,1.00,1.0,0.0,408,121,0.2965686274509804,False,False
proximal,ETH/USDT:USDT,4h,1.00,1.0,0.002,408,121,0.2965686274509804,False,False
proximal,ETH/USDT:USDT,4h,1.00,1.0,0.0025,408,121,0.2965686274509804,False,False
proximal,ETH/USDT:USDT,4h,1.00,1.0,0.003,408,121,0.2965686274509804,False,False
proximal,ETH/USDT:USDT,4h,1.00,1.0,0.004,408,120,0.29411764705882354,False,False
proximal,ETH/USDT:USDT,4h,1.00,1.0,0.005,408,120,0.29411764705882354,False,False
proximal,ETH/USDT:USDT,4h,0.90,0.9,0.0,408,85,0.20833333333333334,False,False
proximal,ETH/USDT:USDT,4h,0.90,0.9,0.002,408,85,0.20833333333333334,False,False
proximal,ETH/USDT:USDT,4h,0.90,0.9,0.0025,408,85,0.20833333333333334,False,False
proximal,ETH/USDT:USDT,4h,0.90,0.9,0.003,408,85,0.20833333333333334,False,False
proximal,ETH/USDT:USDT,4h,0.90,0.9,0.004,408,84,0.20588235294117646,False,False
proximal,ETH/USDT:USDT,4h,0.90,0.9,0.005,408,84,0.20588235294117646,False,False
proximal,ETH/USDT:USDT,4h,0.80,0.8,0.0,408,50,0.12254901960784313,False,False
proximal,ETH/USDT:USDT,4h,0.80,0.8,0.002,408,50,0.12254901960784313,False,False
proximal,ETH/USDT:USDT,4h,0.80,0.8,0.0025,408,50,0.12254901960784313,False,False
proximal,ETH/USDT:USDT,4h,0.80,0.8,0.003,408,50,0.12254901960784313,False,False
proximal,ETH/USDT:USDT,4h,0.80,0.8,0.004,408,49,0.12009803921568628,False,False
proximal,ETH/USDT:USDT,4h,0.80,0.8,0.005,408,49,0.12009803921568628,False,False
proximal,ETH/USDT:USDT,4h,0.60,0.6,0.0,408,18,0.04411764705882353,False,True
proximal,ETH/USDT:USDT,4h,0.60,0.6,0.002,408,18,0.04411764705882353,False,True
proximal,ETH/USDT:USDT,4h,0.60,0.6,0.0025,408,18,0.04411764705882353,False,True
proximal,ETH/USDT:USDT,4h,0.60,0.6,0.003,408,18,0.04411764705882353,False,True
proximal,ETH/USDT:USDT,4h,0.60,0.6,0.004,408,17,0.041666666666666664,False,True
proximal,ETH/USDT:USDT,4h,0.60,0.6,0.005,408,17,0.041666666666666664,False,True
mid,ETH/USDT:USDT,4h,off,,0.0,408,408,1.0,False,False
mid,ETH/USDT:USDT,4h,off,,0.002,408,407,0.9975490196078431,False,False
mid,ETH/USDT:USDT,4h,off,,0.0025,408,407,0.9975490196078431,False,False
mid,ETH/USDT:USDT,4h,off,,0.003,408,407,0.9975490196078431,False,False
mid,ETH/USDT:USDT,4h,off,,0.004,408,405,0.9926470588235294,False,False
mid,ETH/USDT:USDT,4h,off,,0.005,408,398,0.9754901960784313,False,False
mid,ETH/USDT:USDT,4h,2.60,2.6,0.0,408,365,0.8946078431372549,False,False
mid,ETH/USDT:USDT,4h,2.60,2.6,0.002,408,364,0.8921568627450981,False,False
mid,ETH/USDT:USDT,4h,2.60,2.6,0.0025,408,364,0.8921568627450981,False,False
mid,ETH/USDT:USDT,4h,2.60,2.6,0.003,408,364,0.8921568627450981,False,False
mid,ETH/USDT:USDT,4h,2.60,2.6,0.004,408,362,0.8872549019607843,False,False
mid,ETH/USDT:USDT,4h,2.60,2.6,0.005,408,355,0.8700980392156863,False,False
mid,ETH/USDT:USDT,4h,1.80,1.8,0.0,408,268,0.6568627450980392,False,False
mid,ETH/USDT:USDT,4h,1.80,1.8,0.002,408,267,0.6544117647058824,False,False
mid,ETH/USDT:USDT,4h,1.80,1.8,0.0025,408,267,0.6544117647058824,False,False
mid,ETH/USDT:USDT,4h,1.80,1.8,0.003,408,267,0.6544117647058824,False,False
mid,ETH/USDT:USDT,4h,1.80,1.8,0.004,408,265,0.6495098039215687,False,False
mid,ETH/USDT:USDT,4h,1.80,1.8,0.005,408,258,0.6323529411764706,False,False
mid,ETH/USDT:USDT,4h,1.55,1.55,0.0,408,228,0.5588235294117647,False,False
mid,ETH/USDT:USDT,4h,1.55,1.55,0.002,408,227,0.5563725490196079,False,False
mid,ETH/USDT:USDT,4h,1.55,1.55,0.0025,408,227,0.5563725490196079,False,False
mid,ETH/USDT:USDT,4h,1.55,1.55,0.003,408,227,0.5563725490196079,False,False
mid,ETH/USDT:USDT,4h,1.55,1.55,0.004,408,225,0.5514705882352942,False,False
mid,ETH/USDT:USDT,4h,1.55,1.55,0.005,408,218,0.5343137254901961,False,False
mid,ETH/USDT:USDT,4h,1.28,1.28,0.0,408,184,0.45098039215686275,False,False
mid,ETH/USDT:USDT,4h,1.28,1.28,0.002,408,183,0.4485294117647059,False,False
mid,ETH/USDT:USDT,4h,1.28,1.28,0.0025,408,183,0.4485294117647059,False,False
mid,ETH/USDT:USDT,4h,1.28,1.28,0.003,408,183,0.4485294117647059,True,False
mid,ETH/USDT:USDT,4h,1.28,1.28,0.004,408,181,0.44362745098039214,False,False
mid,ETH/USDT:USDT,4h,1.28,1.28,0.005,408,174,0.4264705882352941,False,False
mid,ETH/USDT:USDT,4h,1.15,1.15,0.0,408,154,0.37745098039215685,False,False
mid,ETH/USDT:USDT,4h,1.15,1.15,0.002,408,153,0.375,False,False
mid,ETH/USDT:USDT,4h,1.15,1.15,0.0025,408,153,0.375,False,False
mid,ETH/USDT:USDT,4h,1.15,1.15,0.003,408,153,0.375,False,False
mid,ETH/USDT:USDT,4h,1.15,1.15,0.004,408,151,0.3700980392156863,False,False
mid,ETH/USDT:USDT,4h,1.15,1.15,0.005,408,144,0.35294117647058826,False,False
mid,ETH/USDT:USDT,4h,1.00,1.0,0.0,408,121,0.2965686274509804,False,False
mid,ETH/USDT:USDT,4h,1.00,1.0,0.002,408,120,0.29411764705882354,False,False
mid,ETH/USDT:USDT,4h,1.00,1.0,0.0025,408,120,0.29411764705882354,False,False
mid,ETH/USDT:USDT,4h,1.00,1.0,0.003,408,120,0.29411764705882354,False,False
mid,ETH/USDT:USDT,4h,1.00,1.0,0.004,408,118,0.28921568627450983,False,False
mid,ETH/USDT:USDT,4h,1.00,1.0,0.005,408,111,0.27205882352941174,False,False
mid,ETH/USDT:USDT,4h,0.90,0.9,0.0,408,85,0.20833333333333334,False,False
mid,ETH/USDT:USDT,4h,0.90,0.9,0.002,408,84,0.20588235294117646,False,False
mid,ETH/USDT:USDT,4h,0.90,0.9,0.0025,408,84,0.20588235294117646,False,False
mid,ETH/USDT:USDT,4h,0.90,0.9,0.003,408,84,0.20588235294117646,False,False
mid,ETH/USDT:USDT,4h,0.90,0.9,0.004,408,82,0.20098039215686275,False,False
mid,ETH/USDT:USDT,4h,0.90,0.9,0.005,408,75,0.18382352941176472,False,False
mid,ETH/USDT:USDT,4h,0.80,0.8,0.0,408,50,0.12254901960784313,False,False
mid,ETH/USDT:USDT,4h,0.80,0.8,0.002,408,49,0.12009803921568628,False,False
mid,ETH/USDT:USDT,4h,0.80,0.8,0.0025,408,49,0.12009803921568628,False,False
mid,ETH/USDT:USDT,4h,0.80,0.8,0.003,408,49,0.12009803921568628,False,False
mid,ETH/USDT:USDT,4h,0.80,0.8,0.004,408,47,0.11519607843137254,False,False
mid,ETH/USDT:USDT,4h,0.80,0.8,0.005,408,42,0.10294117647058823,False,False
mid,ETH/USDT:USDT,4h,0.60,0.6,0.0,408,18,0.04411764705882353,False,True
mid,ETH/USDT:USDT,4h,0.60,0.6,0.002,408,17,0.041666666666666664,False,True
mid,ETH/USDT:USDT,4h,0.60,0.6,0.0025,408,17,0.041666666666666664,False,True
mid,ETH/USDT:USDT,4h,0.60,0.6,0.003,408,17,0.041666666666666664,False,True
mid,ETH/USDT:USDT,4h,0.60,0.6,0.004,408,15,0.03676470588235294,False,True
mid,ETH/USDT:USDT,4h,0.60,0.6,0.005,408,13,0.031862745098039214,False,True
proximal,SOL/USDT:USDT,15m,off,,0.0,6622,6622,1.0,False,False
proximal,SOL/USDT:USDT,15m,off,,0.002,6622,6592,0.9954696466324373,False,False
proximal,SOL/USDT:USDT,15m,off,,0.0025,6622,6520,0.9845967985502869,False,False
proximal,SOL/USDT:USDT,15m,off,,0.003,6622,6403,0.9669284204167925,False,False
proximal,SOL/USDT:USDT,15m,off,,0.004,6622,6074,0.9172455451525219,False,False
proximal,SOL/USDT:USDT,15m,off,,0.005,6622,5567,0.8406825732407128,False,False
proximal,SOL/USDT:USDT,15m,2.60,2.6,0.0,6622,5770,0.8713379643612201,False,False
proximal,SOL/USDT:USDT,15m,2.60,2.6,0.002,6622,5740,0.8668076109936576,False,False
proximal,SOL/USDT:USDT,15m,2.60,2.6,0.0025,6622,5668,0.855934762911507,False,False
proximal,SOL/USDT:USDT,15m,2.60,2.6,0.003,6622,5551,0.8382663847780126,False,False
proximal,SOL/USDT:USDT,15m,2.60,2.6,0.004,6622,5222,0.7885835095137421,False,False
proximal,SOL/USDT:USDT,15m,2.60,2.6,0.005,6622,4718,0.7124735729386892,False,False
proximal,SOL/USDT:USDT,15m,1.80,1.8,0.0,6622,4663,0.7041679250981576,False,False
proximal,SOL/USDT:USDT,15m,1.80,1.8,0.002,6622,4633,0.6996375717305949,False,False
proximal,SOL/USDT:USDT,15m,1.80,1.8,0.0025,6622,4561,0.6887647236484445,False,False
proximal,SOL/USDT:USDT,15m,1.80,1.8,0.003,6622,4444,0.6710963455149501,False,False
proximal,SOL/USDT:USDT,15m,1.80,1.8,0.004,6622,4116,0.6215644820295984,False,False
proximal,SOL/USDT:USDT,15m,1.80,1.8,0.005,6622,3628,0.5478707339172455,False,False
proximal,SOL/USDT:USDT,15m,1.55,1.55,0.0,6622,3997,0.6035940803382663,False,False
proximal,SOL/USDT:USDT,15m,1.55,1.55,0.002,6622,3967,0.5990637269707038,False,False
proximal,SOL/USDT:USDT,15m,1.55,1.55,0.0025,6622,3895,0.5881908788885533,False,False
proximal,SOL/USDT:USDT,15m,1.55,1.55,0.003,6622,3779,0.5706735125339777,False,False
proximal,SOL/USDT:USDT,15m,1.55,1.55,0.004,6622,3458,0.5221987315010571,False,False
proximal,SOL/USDT:USDT,15m,1.55,1.55,0.005,6622,2986,0.4509211718514044,False,False
proximal,SOL/USDT:USDT,15m,1.28,1.28,0.0,6622,3094,0.46723044397463004,False,False
proximal,SOL/USDT:USDT,15m,1.28,1.28,0.002,6622,3064,0.46270009060706735,False,False
proximal,SOL/USDT:USDT,15m,1.28,1.28,0.0025,6622,2993,0.4519782543038357,False,False
proximal,SOL/USDT:USDT,15m,1.28,1.28,0.003,6622,2883,0.4353669586227726,True,False
proximal,SOL/USDT:USDT,15m,1.28,1.28,0.004,6622,2580,0.38961038961038963,False,False
proximal,SOL/USDT:USDT,15m,1.28,1.28,0.005,6622,2143,0.32361824222289337,False,False
proximal,SOL/USDT:USDT,15m,1.15,1.15,0.0,6622,2578,0.3893083660525521,False,False
proximal,SOL/USDT:USDT,15m,1.15,1.15,0.002,6622,2548,0.38477801268498946,False,False
proximal,SOL/USDT:USDT,15m,1.15,1.15,0.0025,6622,2478,0.37420718816067655,False,False
proximal,SOL/USDT:USDT,15m,1.15,1.15,0.003,6622,2374,0.35850196315312594,False,False
proximal,SOL/USDT:USDT,15m,1.15,1.15,0.004,6622,2086,0.3150105708245243,False,False
proximal,SOL/USDT:USDT,15m,1.15,1.15,0.005,6622,1690,0.2552099063726971,False,False
proximal,SOL/USDT:USDT,15m,1.00,1.0,0.0,6622,1960,0.2959830866807611,False,False
proximal,SOL/USDT:USDT,15m,1.00,1.0,0.002,6622,1933,0.2919057686499547,False,False
proximal,SOL/USDT:USDT,15m,1.00,1.0,0.0025,6622,1870,0.2823920265780731,False,False
proximal,SOL/USDT:USDT,15m,1.00,1.0,0.003,6622,1771,0.26744186046511625,False,False
proximal,SOL/USDT:USDT,15m,1.00,1.0,0.004,6622,1513,0.2284808215040773,False,False
proximal,SOL/USDT:USDT,15m,1.00,1.0,0.005,6622,1195,0.180459075807913,False,False
proximal,SOL/USDT:USDT,15m,0.90,0.9,0.0,6622,1511,0.2281787979462398,False,False
proximal,SOL/USDT:USDT,15m,0.90,0.9,0.002,6622,1486,0.22440350347327093,False,False
proximal,SOL/USDT:USDT,15m,0.90,0.9,0.0025,6622,1428,0.2156448202959831,False,False
proximal,SOL/USDT:USDT,15m,0.90,0.9,0.003,6622,1337,0.20190274841437633,False,False
proximal,SOL/USDT:USDT,15m,0.90,0.9,0.004,6622,1128,0.17034128662035639,False,False
proximal,SOL/USDT:USDT,15m,0.90,0.9,0.005,6622,872,0.13168227121715495,False,False
proximal,SOL/USDT:USDT,15m,0.80,0.8,0.0,6622,1068,0.16128057988523103,False,False
proximal,SOL/USDT:USDT,15m,0.80,0.8,0.002,6622,1049,0.1584113560857747,False,False
proximal,SOL/USDT:USDT,15m,0.80,0.8,0.0025,6622,997,0.1505587435819994,False,False
proximal,SOL/USDT:USDT,15m,0.80,0.8,0.003,6622,917,0.13847780126849896,False,False
proximal,SOL/USDT:USDT,15m,0.80,0.8,0.004,6622,763,0.11522198731501057,False,False
proximal,SOL/USDT:USDT,15m,0.80,0.8,0.005,6622,566,0.0854726668680157,False,False
proximal,SOL/USDT:USDT,15m,0.60,0.6,0.0,6622,425,0.06418000604047115,False,False
proximal,SOL/USDT:USDT,15m,0.60,0.6,0.002,6622,409,0.061763817577771066,False,False
proximal,SOL/USDT:USDT,15m,0.60,0.6,0.0025,6622,374,0.05647840531561462,False,False
proximal,SOL/USDT:USDT,15m,0.60,0.6,0.003,6622,335,0.050588945937783146,False,False
proximal,SOL/USDT:USDT,15m,0.60,0.6,0.004,6622,253,0.03820598006644518,False,False
proximal,SOL/USDT:USDT,15m,0.60,0.6,0.005,6622,194,0.029296285110238598,False,False
mid,SOL/USDT:USDT,15m,off,,0.0,6622,6622,1.0,False,False
mid,SOL/USDT:USDT,15m,off,,0.002,6622,6163,0.9306855934762911,False,False
mid,SOL/USDT:USDT,15m,off,,0.0025,6622,5667,0.8557837511325883,False,False
mid,SOL/USDT:USDT,15m,off,,0.003,6622,5231,0.7899426155240109,False,False
mid,SOL/USDT:USDT,15m,off,,0.004,6622,4161,0.6283600120809423,False,False
mid,SOL/USDT:USDT,15m,off,,0.005,6622,3211,0.48489882210812446,False,False
mid,SOL/USDT:USDT,15m,2.60,2.6,0.0,6622,5770,0.8713379643612201,False,False
mid,SOL/USDT:USDT,15m,2.60,2.6,0.002,6622,5311,0.8020235578375113,False,False
mid,SOL/USDT:USDT,15m,2.60,2.6,0.0025,6622,4818,0.7275747508305648,False,False
mid,SOL/USDT:USDT,15m,2.60,2.6,0.003,6622,4382,0.6617336152219874,False,False
mid,SOL/USDT:USDT,15m,2.60,2.6,0.004,6622,3318,0.5010570824524313,False,False
mid,SOL/USDT:USDT,15m,2.60,2.6,0.005,6622,2400,0.3624282694050136,False,False
mid,SOL/USDT:USDT,15m,1.80,1.8,0.0,6622,4663,0.7041679250981576,False,False
mid,SOL/USDT:USDT,15m,1.80,1.8,0.002,6622,4205,0.6350045303533676,False,False
mid,SOL/USDT:USDT,15m,1.80,1.8,0.0025,6622,3726,0.5626698882512836,False,False
mid,SOL/USDT:USDT,15m,1.80,1.8,0.003,6622,3305,0.49909392932648744,False,False
mid,SOL/USDT:USDT,15m,1.80,1.8,0.004,6622,2315,0.34959226819691935,False,False
mid,SOL/USDT:USDT,15m,1.80,1.8,0.005,6622,1541,0.2327091513138025,False,False
mid,SOL/USDT:USDT,15m,1.55,1.55,0.0,6622,3997,0.6035940803382663,False,False
mid,SOL/USDT:USDT,15m,1.55,1.55,0.002,6622,3542,0.5348837209302325,False,False
mid,SOL/USDT:USDT,15m,1.55,1.55,0.0025,6622,3082,0.465418302627605,False,False
mid,SOL/USDT:USDT,15m,1.55,1.55,0.003,6622,2684,0.4053156146179402,False,False
mid,SOL/USDT:USDT,15m,1.55,1.55,0.004,6622,1786,0.2697070371488976,False,False
mid,SOL/USDT:USDT,15m,1.55,1.55,0.005,6622,1148,0.1733615221987315,False,False
mid,SOL/USDT:USDT,15m,1.28,1.28,0.0,6622,3094,0.46723044397463004,False,False
mid,SOL/USDT:USDT,15m,1.28,1.28,0.002,6622,2660,0.40169133192389006,False,False
mid,SOL/USDT:USDT,15m,1.28,1.28,0.0025,6622,2229,0.33660525520990636,False,False
mid,SOL/USDT:USDT,15m,1.28,1.28,0.003,6622,1880,0.28390214436726063,True,False
mid,SOL/USDT:USDT,15m,1.28,1.28,0.004,6622,1143,0.17260646330413773,False,False
mid,SOL/USDT:USDT,15m,1.28,1.28,0.005,6622,699,0.10555723346421021,False,False
mid,SOL/USDT:USDT,15m,1.15,1.15,0.0,6622,2578,0.3893083660525521,False,False
mid,SOL/USDT:USDT,15m,1.15,1.15,0.002,6622,2160,0.32618544246451225,False,False
mid,SOL/USDT:USDT,15m,1.15,1.15,0.0025,6622,1771,0.26744186046511625,False,False
mid,SOL/USDT:USDT,15m,1.15,1.15,0.003,6622,1471,0.22213832678948958,False,False
mid,SOL/USDT:USDT,15m,1.15,1.15,0.004,6622,865,0.13062518876472365,False,False
mid,SOL/USDT:USDT,15m,1.15,1.15,0.005,6622,524,0.07913017215342796,False,False
mid,SOL/USDT:USDT,15m,1.00,1.0,0.0,6622,1960,0.2959830866807611,False,False
mid,SOL/USDT:USDT,15m,1.00,1.0,0.002,6622,1575,0.23784355179704017,False,False
mid,SOL/USDT:USDT,15m,1.00,1.0,0.0025,6622,1258,0.18997281787979461,False,False
mid,SOL/USDT:USDT,15m,1.00,1.0,0.003,6622,1025,0.15478707339172457,False,False
mid,SOL/USDT:USDT,15m,1.00,1.0,0.004,6622,565,0.08532165508909695,False,False
mid,SOL/USDT:USDT,15m,1.00,1.0,0.005,6622,340,0.05134400483237692,False,False
mid,SOL/USDT:USDT,15m,0.90,0.9,0.0,6622,1511,0.2281787979462398,False,False
mid,SOL/USDT:USDT,15m,0.90,0.9,0.002,6622,1175,0.1774388402295379,False,False
mid,SOL/USDT:USDT,15m,0.90,0.9,0.0025,6622,925,0.139685895499849,False,False
mid,SOL/USDT:USDT,15m,0.90,0.9,0.003,6622,739,0.11159770462096044,False,False
mid,SOL/USDT:USDT,15m,0.90,0.9,0.004,6622,402,0.06070673512533978,False,False
mid,SOL/USDT:USDT,15m,0.90,0.9,0.005,6622,238,0.035940803382663845,False,False
mid,SOL/USDT:USDT,15m,0.80,0.8,0.0,6622,1068,0.16128057988523103,False,False
mid,SOL/USDT:USDT,15m,0.80,0.8,0.002,6622,798,0.12050739957716702,False,False
mid,SOL/USDT:USDT,15m,0.80,0.8,0.0025,6622,612,0.09241920869827847,False,False
mid,SOL/USDT:USDT,15m,0.80,0.8,0.003,6622,478,0.0721836303231652,False,False
mid,SOL/USDT:USDT,15m,0.80,0.8,0.004,6622,262,0.03956508607671398,False,False
mid,SOL/USDT:USDT,15m,0.80,0.8,0.005,6622,158,0.023859861069163393,False,False
mid,SOL/USDT:USDT,15m,0.60,0.6,0.0,6622,425,0.06418000604047115,False,False
mid,SOL/USDT:USDT,15m,0.60,0.6,0.002,6622,266,0.040169133192389,False,False
mid,SOL/USDT:USDT,15m,0.60,0.6,0.0025,6622,208,0.03141045001510118,False,False
mid,SOL/USDT:USDT,15m,0.60,0.6,0.003,6622,160,0.024161884627000908,False,False
mid,SOL/USDT:USDT,15m,0.60,0.6,0.004,6622,85,0.01283600120809423,False,False
mid,SOL/USDT:USDT,15m,0.60,0.6,0.005,6622,55,0.008305647840531562,False,False
proximal,SOL/USDT:USDT,1h,off,,0.0,1634,1634,1.0,False,False
proximal,SOL/USDT:USDT,1h,off,,0.002,1634,1634,1.0,False,False
proximal,SOL/USDT:USDT,1h,off,,0.0025,1634,1634,1.0,False,False
proximal,SOL/USDT:USDT,1h,off,,0.003,1634,1633,0.9993880048959608,False,False
proximal,SOL/USDT:USDT,1h,off,,0.004,1634,1631,0.9981640146878825,False,False
proximal,SOL/USDT:USDT,1h,off,,0.005,1634,1609,0.9847001223990208,False,False
proximal,SOL/USDT:USDT,1h,2.60,2.6,0.0,1634,1390,0.8506731946144431,False,False
proximal,SOL/USDT:USDT,1h,2.60,2.6,0.002,1634,1390,0.8506731946144431,False,False
proximal,SOL/USDT:USDT,1h,2.60,2.6,0.0025,1634,1390,0.8506731946144431,False,False
proximal,SOL/USDT:USDT,1h,2.60,2.6,0.003,1634,1389,0.8500611995104039,False,False
proximal,SOL/USDT:USDT,1h,2.60,2.6,0.004,1634,1387,0.8488372093023255,False,False
proximal,SOL/USDT:USDT,1h,2.60,2.6,0.005,1634,1365,0.8353733170134638,False,False
proximal,SOL/USDT:USDT,1h,1.80,1.8,0.0,1634,1070,0.6548347613219094,False,False
proximal,SOL/USDT:USDT,1h,1.80,1.8,0.002,1634,1070,0.6548347613219094,False,False
proximal,SOL/USDT:USDT,1h,1.80,1.8,0.0025,1634,1070,0.6548347613219094,False,False
proximal,SOL/USDT:USDT,1h,1.80,1.8,0.003,1634,1069,0.6542227662178702,False,False
proximal,SOL/USDT:USDT,1h,1.80,1.8,0.004,1634,1067,0.652998776009792,False,False
proximal,SOL/USDT:USDT,1h,1.80,1.8,0.005,1634,1045,0.6395348837209303,False,False
proximal,SOL/USDT:USDT,1h,1.55,1.55,0.0,1634,928,0.5679314565483476,False,False
proximal,SOL/USDT:USDT,1h,1.55,1.55,0.002,1634,928,0.5679314565483476,False,False
proximal,SOL/USDT:USDT,1h,1.55,1.55,0.0025,1634,928,0.5679314565483476,False,False
proximal,SOL/USDT:USDT,1h,1.55,1.55,0.003,1634,927,0.5673194614443084,False,False
proximal,SOL/USDT:USDT,1h,1.55,1.55,0.004,1634,925,0.5660954712362302,False,False
proximal,SOL/USDT:USDT,1h,1.55,1.55,0.005,1634,903,0.5526315789473685,False,False
proximal,SOL/USDT:USDT,1h,1.28,1.28,0.0,1634,708,0.43329253365973075,False,False
proximal,SOL/USDT:USDT,1h,1.28,1.28,0.002,1634,708,0.43329253365973075,False,False
proximal,SOL/USDT:USDT,1h,1.28,1.28,0.0025,1634,708,0.43329253365973075,False,False
proximal,SOL/USDT:USDT,1h,1.28,1.28,0.003,1634,707,0.43268053855569155,True,False
proximal,SOL/USDT:USDT,1h,1.28,1.28,0.004,1634,705,0.4314565483476132,False,False
proximal,SOL/USDT:USDT,1h,1.28,1.28,0.005,1634,683,0.4179926560587515,False,False
proximal,SOL/USDT:USDT,1h,1.15,1.15,0.0,1634,597,0.3653610771113831,False,False
proximal,SOL/USDT:USDT,1h,1.15,1.15,0.002,1634,597,0.3653610771113831,False,False
proximal,SOL/USDT:USDT,1h,1.15,1.15,0.0025,1634,597,0.3653610771113831,False,False
proximal,SOL/USDT:USDT,1h,1.15,1.15,0.003,1634,596,0.36474908200734396,False,False
proximal,SOL/USDT:USDT,1h,1.15,1.15,0.004,1634,594,0.3635250917992656,False,False
proximal,SOL/USDT:USDT,1h,1.15,1.15,0.005,1634,572,0.35006119951040393,False,False
proximal,SOL/USDT:USDT,1h,1.00,1.0,0.0,1634,454,0.2778457772337821,False,False
proximal,SOL/USDT:USDT,1h,1.00,1.0,0.002,1634,454,0.2778457772337821,False,False
proximal,SOL/USDT:USDT,1h,1.00,1.0,0.0025,1634,454,0.2778457772337821,False,False
proximal,SOL/USDT:USDT,1h,1.00,1.0,0.003,1634,453,0.277233782129743,False,False
proximal,SOL/USDT:USDT,1h,1.00,1.0,0.004,1634,451,0.27600979192166464,False,False
proximal,SOL/USDT:USDT,1h,1.00,1.0,0.005,1634,429,0.26254589963280295,False,False
proximal,SOL/USDT:USDT,1h,0.90,0.9,0.0,1634,372,0.22766217870257038,False,False
proximal,SOL/USDT:USDT,1h,0.90,0.9,0.002,1634,372,0.22766217870257038,False,False
proximal,SOL/USDT:USDT,1h,0.90,0.9,0.0025,1634,372,0.22766217870257038,False,False
proximal,SOL/USDT:USDT,1h,0.90,0.9,0.003,1634,371,0.2270501835985312,False,False
proximal,SOL/USDT:USDT,1h,0.90,0.9,0.004,1634,369,0.22582619339045287,False,False
proximal,SOL/USDT:USDT,1h,0.90,0.9,0.005,1634,348,0.21297429620563035,False,False
proximal,SOL/USDT:USDT,1h,0.80,0.8,0.0,1634,290,0.17747858017135862,False,False
proximal,SOL/USDT:USDT,1h,0.80,0.8,0.002,1634,290,0.17747858017135862,False,False
proximal,SOL/USDT:USDT,1h,0.80,0.8,0.0025,1634,290,0.17747858017135862,False,False
proximal,SOL/USDT:USDT,1h,0.80,0.8,0.003,1634,289,0.17686658506731945,False,False
proximal,SOL/USDT:USDT,1h,0.80,0.8,0.004,1634,287,0.17564259485924114,False,False
proximal,SOL/USDT:USDT,1h,0.80,0.8,0.005,1634,267,0.16340269277845776,False,False
proximal,SOL/USDT:USDT,1h,0.60,0.6,0.0,1634,128,0.07833537331701346,False,False
proximal,SOL/USDT:USDT,1h,0.60,0.6,0.002,1634,128,0.07833537331701346,False,False
proximal,SOL/USDT:USDT,1h,0.60,0.6,0.0025,1634,128,0.07833537331701346,False,False
proximal,SOL/USDT:USDT,1h,0.60,0.6,0.003,1634,127,0.0777233782129743,False,False
proximal,SOL/USDT:USDT,1h,0.60,0.6,0.004,1634,126,0.07711138310893513,False,False
proximal,SOL/USDT:USDT,1h,0.60,0.6,0.005,1634,111,0.06793145654834762,False,False
mid,SOL/USDT:USDT,1h,off,,0.0,1634,1634,1.0,False,False
