symbol,timeframe,segment,direction,entry_point,stop_variant,rsi_gate,real_total_return,real_num_trades,real_mean_net_r,real_max_drawdown,returned_n,returned_mean_net_r,never_n,never_mean_net_r,pool_size,fake_zones,random_mean_return,random_ci_low,random_ci_high,random_p_value,iterations,retap_total_return,retap_num_trades,buy_hold
SOL/USDT:USDT,1h,oos_warm,short,A_close,atr,True,0.0,0,,0.0,0,,0,,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,short,B_open,ob,False,-0.12663643416654596,118,-0.10762114374317737,0.1732120729592353,107,-0.2655499130206907,11,1.428595066501723,2056,11680,0.003158542347429918,-0.13798731323209085,0.16252091571942018,0.96,200,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,short,B_open,ob,True,0.0,0,,0.0,0,,0,,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,short,B_open,atr,False,-0.20579932477540533,249,-0.09121370061120145,0.30171464650297064,228,-0.158158746058783,21,0.6356182213911117,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,short,B_open,atr,True,0.0,0,,0.0,0,,0,,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,both,A_close,ob,False,-0.15294357581226686,150,-0.10353090803344378,0.21691583953670224,141,-0.19301468727826332,9,1.2983816334687297,3984,11680,-0.043567320118019885,-0.20023990844553563,0.1414439971148806,0.895,200,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,both,A_close,ob,True,0.0,0,,0.0,0,,0,,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,both,A_close,atr,False,-0.5416467179857832,478,-0.16224795751554794,0.5494856077220197,453,-0.2092073835430098,25,0.688656842102062,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,both,A_close,atr,True,0.0,0,,0.0,0,,0,,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,both,B_open,ob,False,-0.18468222839973722,149,-0.1299458875567948,0.22942113598525746,139,-0.23338356477763067,10,1.307837825812824,3984,11680,-0.04220042685497721,-0.19516519229019824,0.17247698735938738,0.965,200,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,both,B_open,ob,True,0.0,0,,0.0,0,,0,,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,both,B_open,atr,False,-0.5553220338909464,481,-0.16790992747660588,0.5629182716713097,456,-0.21492184541852943,25,0.6895874557840793,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,1h,oos_warm,both,B_open,atr,True,0.0,0,,0.0,0,,0,,0,11680,,,,,0,,,-0.5162541822628602
SOL/USDT:USDT,2h,is,long,A_close,ob,False,0.38582036393673735,121,0.27763681489660613,0.0775208843237016,106,0.12151874990874544,15,1.3808711408108212,1912,3776,0.14040503692995662,-0.032855134411924884,0.33367607848683184,0.01,200,,,48.82705411433984
SOL/USDT:USDT,2h,is,long,A_close,ob,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,long,A_close,atr,False,0.3791543983606331,230,0.14737020889298444,0.10237899454132404,206,0.04060053703626359,24,1.0638098923298382,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,long,A_close,atr,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,long,B_open,ob,False,0.40948396510785695,122,0.2893548651907698,0.07744554451013677,105,0.10893442019434063,17,1.4037164372275386,1912,3776,0.1503375040848347,-0.02955901111191106,0.3312006874104809,0.0,200,,,48.82705411433984
SOL/USDT:USDT,2h,is,long,B_open,ob,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,long,B_open,atr,False,0.38968982526048473,234,0.1482300375539499,0.10229808314136059,210,0.043531524975757546,24,1.0643420226131337,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,long,B_open,atr,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,short,A_close,ob,False,-0.10615118554863492,92,-0.11483428765083682,0.14937125207515692,90,-0.15124697142648422,2,1.5237364822532966,1864,3776,0.0011385598055949258,-0.1409178021667847,0.14695235556956104,0.93,200,,,48.82705411433984
SOL/USDT:USDT,2h,is,short,A_close,ob,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,short,A_close,atr,False,-0.05502231575489022,221,-0.017916682142176763,0.24484461138721011,217,-0.03334388181430725,4,0.819008900070902,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,short,A_close,atr,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,short,B_open,ob,False,-0.10235226902695994,94,-0.10770980009436909,0.14662373426497785,92,-0.1431648267221441,2,1.5232214247832807,1864,3776,-0.0010343303660091995,-0.15025756201313653,0.15684838826002814,0.935,200,,,48.82705411433984
SOL/USDT:USDT,2h,is,short,B_open,ob,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,short,B_open,atr,False,-0.04014937058395699,224,-0.010590357072761767,0.2344433156073522,220,-0.025661592081536212,4,0.8183275684098329,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,short,B_open,atr,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,both,A_close,ob,False,0.22804139393108308,122,0.17613315151258357,0.14735736148193704,109,0.032177453744994804,13,1.3831463097177517,3776,3776,0.07184410364096817,-0.10761142839510267,0.28623940298280504,0.08,200,,,48.82705411433984
SOL/USDT:USDT,2h,is,both,A_close,ob,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,both,A_close,atr,False,0.32337053388299153,445,0.07061636052164079,0.2642735992429327,417,0.006275317544197652,28,1.028838322007133,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,both,A_close,atr,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,both,B_open,ob,False,0.28547280927564933,125,0.20875321283601897,0.13479166097643278,110,0.045128555182894915,15,1.4086673689589284,3776,3776,0.08589430416683097,-0.12348199927737497,0.2884500744519473,0.03,200,,,48.82705411433984
SOL/USDT:USDT,2h,is,both,B_open,ob,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,both,B_open,atr,False,0.39210893329843527,454,0.08053418613337472,0.23722011966176948,426,0.018180755136614053,28,1.0291971005840908,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,is,both,B_open,atr,True,0.0,0,,0.0,0,,0,,0,3776,,,,,0,,,48.82705411433984
SOL/USDT:USDT,2h,oos_warm,long,A_close,ob,False,0.06923235788538078,60,0.11915878985684296,0.05925410975366354,59,0.09857815225820317,1,1.3334164081765914,968,5728,-0.0043302808768858805,-0.10598879862840423,0.1004007338124009,0.075,200,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,long,A_close,ob,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,long,A_close,atr,False,-0.11890855525942934,120,-0.09366172263356713,0.1778574868774408,117,-0.1090381895622505,3,0.5060204875850842,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,long,A_close,atr,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,long,B_open,ob,False,0.058487795185393404,61,0.10073505344875236,0.05924008461458738,60,0.08019431022287256,1,1.3331796470015405,968,5728,-0.01162948379075461,-0.10587355435636818,0.08422608131337274,0.09,200,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,long,B_open,ob,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,long,B_open,atr,False,-0.11855759275783384,120,-0.0933310572149176,0.17751670441341275,117,-0.10870496531395935,3,0.5062513586477101,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,long,B_open,atr,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,short,A_close,ob,False,-0.06153340030514937,69,-0.0848402689740081,0.11703118014752394,61,-0.2870471266352398,8,1.4569870206928837,984,5728,-0.0025670205403953306,-0.09724334281082737,0.0910542377484262,0.89,200,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,short,A_close,ob,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,short,A_close,atr,False,-0.1020287335128176,122,-0.07853129214178196,0.1568233227714836,107,-0.23683241533060695,15,1.0506833866051695,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,short,A_close,atr,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,short,B_open,ob,False,-0.04741466676983455,70,-0.06214686092984193,0.1170286067260189,61,-0.28662087409663217,9,1.4592881172006253,984,5728,-0.010188111673197713,-0.12137843648729577,0.09869433330924748,0.76,200,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,short,B_open,ob,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,short,B_open,atr,False,-0.10194976591678696,122,-0.078460158466406,0.15673871908111306,107,-0.2367364222816558,15,1.0505771900823757,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,short,B_open,atr,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,both,A_close,ob,False,-0.032117022053472465,80,-0.033515252283130244,0.09681320590819395,74,-0.15404272209657133,6,1.4529902087493094,1952,5728,-0.014366784866742493,-0.13649210409524495,0.12053206358129992,0.565,200,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,both,A_close,ob,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,both,A_close,atr,False,-0.19409710529446747,238,-0.07985417445646782,0.25735636065353407,220,-0.16492548082941894,18,0.9599062367684889,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,both,A_close,atr,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,both,B_open,ob,False,-0.0705296825542906,84,-0.07987786050697776,0.11873531894049844,77,-0.21955156653239902,7,1.4565329057726566,1952,5728,-0.017294175519821035,-0.1424864556509363,0.10631833018883499,0.76,200,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,both,B_open,ob,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,both,B_open,atr,False,-0.2021841098721461,239,-0.08371718669026482,0.2646770189380265,221,-0.16871411559344832,18,0.959856218176598,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,2h,oos_warm,both,B_open,atr,True,0.0,0,,0.0,0,,0,,0,5728,,,,,0,,,-0.5136002197006577
SOL/USDT:USDT,4h,is,long,A_close,ob,False,0.14292304266854589,69,0.20151117790564438,0.07444271095496624,61,0.03608687721852892,8,1.4628714706449009,992,1944,0.07557611607520254,-0.034796214999338375,0.21075800744377374,0.145,200,,,49.09800307219662
SOL/USDT:USDT,4h,is,long,A_close,ob,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,long,A_close,atr,False,0.23746882488074916,119,0.1867692258144533,0.09596036120198598,104,0.07920342838397788,15,0.9325587546657493,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,long,A_close,atr,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,long,B_open,ob,False,0.14335286620966253,69,0.2020562899897124,0.0743424344519144,61,0.036670516589505306,8,1.463122812166292,992,1944,0.08102859309851582,-0.033636943332526606,0.21168705875105298,0.18,200,,,49.09800307219662
SOL/USDT:USDT,4h,is,long,B_open,ob,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,long,B_open,atr,False,0.23900352064376185,119,0.18781156349842779,0.09593399757677977,104,0.0801816824757946,15,0.9340454052553515,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,long,B_open,atr,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,short,A_close,ob,False,-0.09754728424848508,52,-0.19044820162585405,0.12390203819463667,50,-0.2583004840379706,2,1.505858858677061,952,1944,-0.0008714550863596775,-0.0984096149538158,0.1032430623694605,0.975,200,,,49.09800307219662
SOL/USDT:USDT,4h,is,short,A_close,ob,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,short,A_close,atr,False,-0.05304017434934212,108,-0.04319668739026174,0.14868109414292652,106,-0.04804112581325019,2,0.21355854902812654,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,short,A_close,atr,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,short,B_open,ob,False,-0.06962781236683223,49,-0.1402387043008526,0.09679746010062544,47,-0.2102698929656071,2,1.5054942293208775,952,1944,-0.0011220303513015284,-0.12455193421016174,0.13488635081281317,0.895,200,,,49.09800307219662
SOL/USDT:USDT,4h,is,short,B_open,ob,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,short,B_open,atr,False,-0.047442134397991505,112,-0.036131968423465714,0.17127981153037442,110,-0.04065249821635293,2,0.21249717018533087,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,short,B_open,atr,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,both,A_close,ob,False,0.09526176209896894,74,0.13067153491650219,0.08251242470877787,65,-0.05653377115536187,9,1.482709856546632,1944,1944,0.03454753163061091,-0.11439691763217015,0.20827565493224573,0.25,200,,,49.09800307219662
SOL/USDT:USDT,4h,is,both,A_close,ob,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,both,A_close,atr,False,0.18694675125316298,221,0.08506755051127328,0.11842225710799745,204,0.021492305122298525,17,0.8479704951789702,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,both,A_close,atr,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,both,B_open,ob,False,0.14458384315762324,77,0.18320597467790875,0.07418541962036297,68,0.011201609031300255,9,1.482794515118951,1944,1944,0.03498226716320938,-0.1468855351243572,0.19235056039666523,0.095,200,,,49.09800307219662
SOL/USDT:USDT,4h,is,both,B_open,ob,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,both,B_open,atr,False,0.21268393189872423,226,0.09285176319923022,0.11845094600771179,209,0.0313340816450962,17,0.849157377600055,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,is,both,B_open,atr,True,0.0,0,,0.0,0,,0,,0,1944,,,,,0,,,49.09800307219662
SOL/USDT:USDT,4h,oos_warm,long,A_close,ob,False,0.09775041684254193,27,0.3535657035385416,0.03044951307080685,26,0.3104181889907262,1,1.4754010817817422,416,2792,0.02388894108900852,-0.050068505550078586,0.09691698534619846,0.025,200,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,long,A_close,ob,True,0.0,0,,0.0,0,,0,,0,2792,,,,,0,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,long,A_close,atr,False,0.040340370450023144,52,0.08350700838685987,0.09727084724645808,49,0.05187801407887654,3,0.6001139154172545,0,2792,,,,,0,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,long,A_close,atr,True,0.0,0,,0.0,0,,0,,0,2792,,,,,0,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,long,B_open,ob,False,0.09841582601847694,28,0.3431050327697906,0.030437469826544942,26,0.31073406603827,2,0.7639276002795587,416,2792,0.023351664501184137,-0.04566993378428069,0.10184907969471696,0.03,200,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,long,B_open,ob,True,0.0,0,,0.0,0,,0,,0,2792,,,,,0,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,long,B_open,atr,False,0.040834315561108454,52,0.08442305794540977,0.09716290045189874,49,0.05282710242396202,3,0.6004903314623896,0,2792,,,,,0,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,long,B_open,atr,True,0.0,0,,0.0,0,,0,,0,2792,,,,,0,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,short,A_close,ob,False,0.0270995733351092,27,0.10657959067847184,0.04532569365463056,23,-0.13002214491920908,4,1.4670395703651375,432,2792,0.01647096527818139,-0.05572989532477859,0.07895792595676157,0.395,200,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,short,A_close,ob,True,0.0,0,,0.0,0,,0,,0,2792,,,,,0,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,short,A_close,atr,False,0.05950583801777157,53,0.1166535640190618,0.08178706352340234,44,-0.09024198576951793,9,1.1281429185410072,0,2792,,,,,0,,,-0.5093534417644393
SOL/USDT:USDT,4h,oos_warm,short,A_close,atr,True,0.0,0,,0.0,0,,0,,0,2792,,,,,0,,,-0.5093534417644393
