symbol,timeframe,segment,direction,entry_point,stop_variant,rsi_gate,real_total_return,real_num_trades,real_mean_net_r,real_max_drawdown,returned_n,returned_mean_net_r,never_n,never_mean_net_r,pool_size,fake_zones,random_mean_return,random_ci_low,random_ci_high,random_p_value,iterations,retap_total_return,retap_num_trades,buy_hold
BTC/USDT:USDT,1h,oos_warm,long,A_close,ob,True,0.0,0,,0.0,0,,0,,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,long,A_close,atr,False,-0.38188800567192177,240,-0.26387128986432623,0.4128966863481137,234,-0.2831155246485623,6,0.48665386672088023,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,long,A_close,atr,True,0.0,0,,0.0,0,,0,,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,long,B_open,ob,False,-0.0713105421890923,110,-0.0593923860735732,0.1512168380805961,106,-0.10433368875708722,4,1.131552135039549,2104,12064,-0.03922300872233747,-0.18378852887074218,0.09228508682318898,0.68,200,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,long,B_open,ob,True,0.0,0,,0.0,0,,0,,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,long,B_open,atr,False,-0.368969352292204,242,-0.25114668354960784,0.4005976070047059,236,-0.26990432570434725,6,0.4866539078701468,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,long,B_open,atr,True,0.0,0,,0.0,0,,0,,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,short,A_close,ob,False,-0.0020012667986678933,122,0.005547712685785652,0.1028032446949452,112,-0.11725120925417223,10,1.380895638413314,2061,12064,-0.046639815519659844,-0.20811982125453005,0.10736520102643918,0.275,200,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,short,A_close,ob,True,0.0,0,,0.0,0,,0,,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,short,A_close,atr,False,-0.26268857634081594,248,-0.14558294094851243,0.29273254083837996,230,-0.221621221915153,18,0.8260173158474498,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,short,A_close,atr,True,0.0,0,,0.0,0,,0,,0,12064,,,,,0,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,short,B_open,ob,False,-0.008004893399484172,125,0.0007505440692825421,0.10916849392738107,115,-0.1196614294635208,10,1.3854882396965214,2061,12064,-0.040308243005116345,-0.21989608114706571,0.13489497100884856,0.305,200,,,0.08301096146083098
BTC/USDT:USDT,1h,oos_warm,short,B_open,ob,True,0.0,0,,0.0,0,,0,,0,12064,,,,,0,,,0.08301096146083098
