scope,arm,width_label,width_threshold,guard,reentry,segment,num_cells,num_symbols,num_trades,win_rate,total_return,mean_net_r,max_drawdown,peak_concurrency,liquidation_events,symbols_below_gate,min_symbol_trades,adopted_point,exclude
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,full,44,11,34021,0.3914053084859351,-0.9999999999999916,-0.1475687669344509,0.9999999999999922,13,0,0,2137,False,-ETH
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,oos_warm,44,11,11022,0.3867719107240065,-0.9999945776773278,-0.17256049401787,0.9999950319301704,11,0,0,479,False,-ETH
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,full,44,11,33584,0.392061696045736,-0.9999999999999832,-0.1477909154442478,0.999999999999985,13,0,0,2141,False,-LINK
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,oos_warm,44,11,10924,0.3897839619187111,-0.9999893242869496,-0.1664497954039419,0.9999903278290452,10,0,0,482,False,-LINK
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,full,44,11,33618,0.3918139092153013,-0.9999999999999823,-0.1472484335519115,0.9999999999999843,13,0,0,2139,False,-LTC
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,oos_warm,44,11,11013,0.3871787887042586,-0.9999948672242156,-0.1724223551527114,0.9999953744593684,11,0,0,477,False,-LTC
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,full,44,11,33399,0.3880954519596395,-0.9999999999999988,-0.1585246870869614,0.9999999999999988,13,0,0,2137,False,-SOL
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,oos_warm,44,11,10831,0.3861139322315575,-0.9999960889687592,-0.1755491786210091,0.9999964273185532,11,0,0,478,False,-SOL
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,full,44,11,34748,0.390180729826177,-0.9999999999999982,-0.1509682994758689,0.9999999999999984,13,0,0,2566,False,-TRX
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,oos_warm,44,11,11573,0.3873671476713039,-0.9999974255119504,-0.1707477026267264,0.9999976886020594,11,0,0,744,False,-TRX
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,full,44,11,33749,0.3897893270911731,-0.9999999999999972,-0.1525687382171784,0.9999999999999972,13,0,0,2135,False,-XRP
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,oos_warm,44,11,11126,0.3866618730900593,-0.999995384615302,-0.1734608621808507,0.9999960180373364,11,0,0,477,False,-XRP
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,full,36,9,27126,0.3915431689154316,-0.999999999992614,-0.149272756314124,0.9999999999933412,13,0,0,2150,False,-new3
15m+1h+2h+4h,proximal,1.15,1.15,0.003,True,oos_warm,36,9,8803,0.3861183687379302,-0.9999484354596354,-0.1770806645373991,0.9999519594847394,10,0,0,479,False,-new3
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,34688,0.4042320110701107,-0.9999999999986366,-0.14508211857344244,0.9999999999990747,11,0,0,1897,False,-ADA
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10083,0.4140632748190023,-0.9988821338077712,-0.13186559092672087,0.999179619646805,10,0,0,233,False,-ADA
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,34969,0.4036432268580743,-0.9999999999992022,-0.14656278876085352,0.9999999999994827,11,0,0,1889,False,-BCH
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10240,0.41240234375,-0.9992986161507422,-0.136137012559129,0.9995255363894796,9,0,0,233,False,-BCH
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,35760,0.4041387024608501,-0.999999999999521,-0.14479310487583397,0.9999999999996358,11,0,0,1893,False,-BNB
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10653,0.4147188585375012,-0.999338596770523,-0.12916185251017967,0.9994596102336359,9,0,0,233,False,-BNB
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,36202,0.4021877244351141,-0.9999999999998869,-0.14950760100212784,0.9999999999999144,11,0,0,1895,False,-BTC
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10826,0.4125254018104563,-0.9995587335271288,-0.13471994880992705,0.9996514219740298,10,0,0,233,False,-BTC
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,34850,0.40441893830703013,-0.9999999999988373,-0.1448944815017276,0.9999999999991032,11,0,0,1891,False,-DOGE
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10086,0.41522903033908387,-0.9990074107906491,-0.1291858033042373,0.9992529476725397,8,0,0,233,False,-DOGE
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,34431,0.40303795997792685,-0.9999999999991503,-0.14864826096061176,0.9999999999993031,11,0,0,1899,False,-DOT
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10118,0.4128286222573631,-0.9991111864410215,-0.13442418519257554,0.9992414458013992,10,0,0,233,False,-DOT
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,35155,0.4031858910539041,-0.9999999999994512,-0.1472016374139548,0.9999999999995928,11,0,0,1896,False,-ETH
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10186,0.41213430198311407,-0.9993831226583265,-0.1359322797820181,0.9995152854633681,9,0,0,234,False,-ETH
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,34443,0.4038556455593299,-0.9999999999984766,-0.14683801734833746,0.9999999999988789,11,0,0,1893,False,-LINK
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10077,0.41292051205715985,-0.9989490170894205,-0.13503215196131385,0.9991820011532427,9,0,0,233,False,-LINK
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,34901,0.4059482536317011,-0.9999999999974197,-0.1408663426535511,0.9999999999979543,10,0,0,1894,False,-LTC
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10308,0.41443538998835855,-0.9990610573217511,-0.13041142621318522,0.9992023956658259,8,0,0,233,False,-LTC
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,34320,0.4023892773892774,-0.9999999999994313,-0.15078100127971816,0.9999999999995827,10,0,0,1892,False,-SOL
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10080,0.4103174603174603,-0.9993951739100292,-0.14083907325946665,0.9995255670298641,10,0,0,233,False,-SOL
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,36383,0.40444713190226206,-0.9999999999996652,-0.14432805344172386,0.9999999999997488,10,0,0,2124,False,-TRX
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,11032,0.41325235678027555,-0.9995639738208852,-0.13323753419138498,0.9996538845320952,10,0,0,457,False,-TRX
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,44,11,35217,0.4047193116960559,-0.9999999999988999,-0.14393435912489483,0.9999999999992009,10,0,0,1891,False,-XRP
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,44,11,10433,0.41330393942298477,-0.9990184519290235,-0.13292421774839844,0.9992929465843174,10,0,0,233,False,-XRP
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,full,36,9,27653,0.4038621487722851,-0.9999999997011879,-0.14628543936476987,0.9999999998281932,11,0,0,1911,False,-new3
15m+1h+2h+4h,mid,1.55,1.55,0.003,True,oos_warm,36,9,7942,0.4152606396373709,-0.9945289131409523,-0.12905723646302988,0.996602232164576,8,0,0,236,False,-new3
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26543,0.4027427193610368,-0.9999999995998753,-0.15225735604411533,0.9999999996594331,9,0,0,1465,False,-ADA
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,7753,0.4110666838643106,-0.9970855990503896,-0.14291734560940605,0.9975052007926258,8,0,0,178,False,-ADA
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26798,0.40282856929621613,-0.9999999996417684,-0.15192026414204848,0.9999999997156772,9,0,0,1463,False,-BCH
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,7901,0.41032780660675866,-0.9974790935894267,-0.14463472939827482,0.9979672961897631,8,0,0,178,False,-BCH
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,27475,0.4030937215650591,-0.9999999997989351,-0.1508028425499432,0.9999999998236468,9,0,0,1464,False,-BNB
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,8220,0.41094890510948906,-0.9981293458477543,-0.14221778954079975,0.9982930439809422,8,0,0,177,False,-BNB
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,27783,0.4002807472195227,-0.9999999999547854,-0.15793307878207385,0.9999999999610047,9,0,0,1465,False,-BTC
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,8360,0.4076555023923445,-0.9988278294662596,-0.15076943595278255,0.9989614190087113,8,0,0,177,False,-BTC
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26712,0.40405061395627434,-0.9999999993180619,-0.14906235658252345,0.9999999994033432,9,0,0,1462,False,-DOGE
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,7751,0.4127209392336473,-0.9964745579765281,-0.13902161162619064,0.9972861279304683,8,0,0,177,False,-DOGE
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26396,0.4022579178663434,-0.999999999541889,-0.15356326789953073,0.9999999995963457,9,0,0,1467,False,-DOT
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,7811,0.4087824862373576,-0.9974500934075173,-0.14803208057479195,0.9977433075696379,8,0,0,178,False,-DOT
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26993,0.4015855962656985,-0.9999999997650574,-0.15473862932183818,0.9999999997984469,9,0,0,1466,False,-ETH
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,7866,0.4073226544622426,-0.9982923727732829,-0.15182422664169776,0.9984933832844897,8,0,0,178,False,-ETH
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26324,0.40271235374563136,-0.9999999994263525,-0.1529055105781582,0.9999999994978196,9,0,0,1464,False,-LINK
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,7735,0.4086619263089851,-0.997289784522813,-0.1491158465243904,0.9976242837093441,8,0,0,177,False,-LINK
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26717,0.40550960062881314,-0.9999999988392592,-0.1449838014363834,0.9999999990046029,9,0,0,1462,False,-LTC
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,7930,0.4123581336696091,-0.9969207806339043,-0.1389802910191501,0.9972996647854462,8,0,0,177,False,-LTC
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26137,0.40012243180166046,-0.9999999998106741,-0.1598224342113585,0.9999999998357586,9,0,0,1464,False,-SOL
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,7701,0.40501233606025194,-0.9985452309856683,-0.15784379073466628,0.9987284399226394,8,0,0,177,False,-SOL
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,27856,0.40267805858701894,-0.9999999998789854,-0.1522648868182307,0.9999999998959943,9,0,0,1554,False,-TRX
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,8501,0.4093636042818492,-0.9986583233991776,-0.1464874877687936,0.9988196846444432,8,0,0,326,False,-TRX
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,44,11,26930,0.4026735982176012,-0.9999999996516626,-0.1526235160138945,0.9999999996964676,10,0,0,1462,False,-XRP
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,44,11,8003,0.40684743221292013,-0.997991894351118,-0.15335681958903263,0.998252202665054,8,0,0,177,False,-XRP
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,full,36,9,21146,0.40296037075569846,-0.9999999585053938,-0.15164794536926524,0.9999999722237232,9,0,0,1469,False,-new3
15m+1h+2h+4h,mid,1.28,1.28,0.003,True,oos_warm,36,9,6123,0.4130328270455659,-0.986417128231491,-0.13788646801157942,0.9908056174446325,7,0,0,178,False,-new3
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,21567,0.4011684518013632,-0.9999999833045636,-0.1577064008594964,0.9999999861737108,9,0,0,1209,False,-ADA
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6353,0.40831103415709114,-0.994255723428632,-0.15144730338596596,0.9957937653337737,8,0,0,149,False,-ADA
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,21843,0.40081490637732914,-0.999999987184153,-0.15863838923486112,0.9999999898916387,9,0,0,1209,False,-BCH
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6483,0.4061391331173839,-0.9954610316170946,-0.157229028099376,0.9964876576652519,7,0,0,149,False,-BCH
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,22357,0.40050096166748667,-0.9999999932760475,-0.15922769190614425,0.9999999941493474,9,0,0,1208,False,-BNB
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6742,0.40714921388312075,-0.9962764547993376,-0.15389613681137154,0.9971764062244352,8,0,0,148,False,-BNB
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,22618,0.3982226545229463,-0.9999999976856172,-0.1647793373088244,0.9999999979838645,9,0,0,1208,False,-BTC
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6852,0.4046993578517221,-0.9972955101586792,-0.15998835724428045,0.9977343490102883,8,0,0,148,False,-BTC
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,21715,0.4015196868524062,-0.9999999815661426,-0.15707901284993275,0.9999999840431204,9,0,0,1208,False,-DOGE
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6336,0.4097222222222222,-0.993525692580084,-0.14839053679823544,0.9955469966187511,8,0,0,148,False,-DOGE
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,21475,0.400186263096624,-0.9999999840342297,-0.1603204572062287,0.9999999866776292,9,0,0,1210,False,-DOT
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6410,0.40514820592823714,-0.995057857054395,-0.15888051607879794,0.9961747119242929,8,0,0,149,False,-DOT
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,22000,0.3997727272727273,-0.9999999916489627,-0.16086160353232826,0.9999999928673529,9,0,0,1209,False,-ETH
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6483,0.40552213481412924,-0.9962553766684227,-0.1580051462142085,0.9972061377795596,8,0,0,149,False,-ETH
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,21418,0.4010178354654963,-0.9999999785036658,-0.15878670466536865,0.9999999819552152,9,0,0,1209,False,-LINK
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6324,0.40575585072738773,-0.9942832243942951,-0.15822422784816223,0.9955671951669114,8,0,0,148,False,-LINK
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,21745,0.40303518050126463,-0.9999999710722286,-0.15304424364995436,0.9999999754783344,9,0,0,1208,False,-LTC
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6493,0.4090559063606961,-0.99380969101914,-0.14942173491685626,0.995280191988525,8,0,0,148,False,-LTC
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,21204,0.39733069232220336,-0.9999999930811185,-0.1685823612140194,0.9999999941455237,9,0,0,1209,False,-SOL
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6294,0.40085795996186846,-0.9966630593889179,-0.1701182072103291,0.9974691611232983,8,0,0,148,False,-SOL
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,22647,0.40053870269792907,-0.9999999954280824,-0.15940444320887953,0.9999999960718677,9,0,0,1240,False,-TRX
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6964,0.4058012636415853,-0.997207305814032,-0.15733245618532443,0.9978502658955978,8,0,0,263,False,-TRX
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,44,11,21906,0.40020998813110564,-0.9999999897805415,-0.16062141364465857,0.9999999914983145,10,0,0,1208,False,-XRP
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,44,11,6545,0.4021390374331551,-0.996564811613902,-0.16719297416477644,0.997226954191482,8,0,0,148,False,-XRP
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,full,36,9,17199,0.4018256875399733,-0.9999990599159985,-0.15573984847432,0.999999322271436,9,0,0,1210,False,-new3
15m+1h+2h+4h,mid,1.15,1.15,0.003,True,oos_warm,36,9,5030,0.40914512922465207,-0.9788225524830756,-0.14928162426101954,0.9854382476187714,7,0,0,149,False,-new3
