scope,arm,segment,exclude_symbol,num_cells,num_symbols,num_trades,win_rate,total_return,max_drawdown,return_over_mdd,peak_concurrency,max_concurrent_risk,liquidation_events
4h,long_only,full,,9,9,665,0.6,13.835232800097176,0.0850702085534301,162.63311252384744,7,0.07,0
4h,long_only,is,,9,9,407,0.6240786240786241,5.749320140272773,0.0850702085534301,67.58323786948036,7,0.07,0
4h,long_only,oos_warm,,9,9,258,0.562015503875969,1.1980336525417166,0.0727644192704554,16.46455320544494,5,0.0491678799626993,0
4h,long_only,oos,,9,9,236,0.538135593220339,0.8109315021038299,0.0746651953440786,10.860903776743964,5,0.0453537529472806,0
4h,long_only,full,ETH,8,8,584,0.6044520547945206,10.34908333427054,0.0844955533753025,122.4808042655592,6,0.06,0
4h,long_only,is,ETH,8,8,359,0.6295264623955432,4.673431339691516,0.0844955533753025,55.30979031445136,6,0.06,0
4h,long_only,oos_warm,ETH,8,8,225,0.5644444444444444,1.0003914130187768,0.0647293496407734,15.454989406978749,4,0.0401072341128049,0
4h,long_only,oos,ETH,8,8,208,0.5432692307692307,0.7249939545726222,0.064729349640774,11.200389909617405,4,0.0401072341128049,0
4h,long_only,full,SOL,8,8,578,0.6038062283737025,9.7781181827476,0.079002560980608,123.76963558368357,6,0.06,0
4h,long_only,is,SOL,8,8,362,0.6270718232044199,4.552670566241599,0.079002560980608,57.62687322704761,6,0.06,0
4h,long_only,oos_warm,SOL,8,8,216,0.5648148148148148,0.9410692664309994,0.0727644192704556,12.933096640724514,4,0.0401109562983323,0
4h,long_only,oos,SOL,8,8,202,0.5445544554455446,0.7056197312310811,0.0665703070173084,10.599616598547726,4,0.0401109562983323,0
4h,long_only,full,DOGE,8,8,591,0.5972927241962775,9.816222115634115,0.0844955533753028,116.17442248154198,6,0.06,0
4h,long_only,is,DOGE,8,8,361,0.6260387811634349,4.50638368978264,0.0844955533753028,53.33279101406309,6,0.06,0
4h,long_only,oos_warm,DOGE,8,8,230,0.5521739130434783,0.9643059265383432,0.0613512665153213,15.71778353259464,5,0.0453537529472806,0
4h,long_only,oos,DOGE,8,8,214,0.5327102803738317,0.6827101962482433,0.0687680813115205,9.927719128232692,5,0.0453537529472806,0
4h,N0,full,,9,9,817,0.4443084455324357,0.3542909864518839,0.2062708615181742,1.7176007500248305,7,0.07,0
4h,N0,is,,9,9,515,0.4466019417475728,0.2469072899823109,0.1562020763201299,1.5806914722201535,7,0.07,0
4h,N0,oos_warm,,9,9,302,0.4403973509933774,0.0861200326057081,0.2062708615181749,0.4175094435144926,5,0.0499053108243344,0
4h,N0,oos,,9,9,276,0.4456521739130434,0.1147013222686009,0.1517308960319459,0.7559523160296326,5,0.0481068347680535,0
4h,N0,full,ETH,8,8,716,0.4455307262569832,0.3271704734118683,0.2170367217944731,1.507442937337066,6,0.06,0
4h,N0,is,ETH,8,8,450,0.4533333333333333,0.3050342467956339,0.1314288829500099,2.320907246177054,6,0.06,0
4h,N0,oos_warm,ETH,8,8,266,0.4323308270676692,0.0169621806252127,0.2170367217944732,0.078153505475794,4,0.0401072341128049,0
4h,N0,oos,ETH,8,8,248,0.439516129032258,0.0593492547901643,0.1572199604025421,0.3774918568749668,4,0.0401072341128049,0
4h,N0,full,SOL,8,8,705,0.4468085106382978,0.3411058092215258,0.1989310952897209,1.714693264643938,6,0.06,0
