0.04,8,20.0,A0,is,1333,0.6557028267638859,0.6112779085995066,32
0.04,8,20.0,A0,oos_warm,478,0.3951688610520545,0.43461889513952945,17
0.04,8,20.0,A1,is,838,0.4295719025938124,0.40869038208094693,13
0.04,8,20.0,A1,oos_warm,322,0.07338782926376589,0.3261528924699273,11
0.04,8,20.0,A2,is,1118,0.2745046286159752,0.4687989049578038,10
0.04,8,20.0,A2,oos_warm,437,-0.09054833005034434,0.42436668044331116,10
0.04,8,20.0,A3,is,834,0.6941651417821472,0.3359854641456321,5
0.04,8,20.0,A3,oos_warm,348,-0.08516965915045348,0.27967698602909835,5
0.04,8,20.0,A4,is,831,0.4254949357069658,0.40869038208094693,10
0.04,8,20.0,A4,oos_warm,321,0.06116225039334422,0.3261528924699267,10
0.04,8,20.0,A5,is,983,0.06440183703418316,0.5485549601526577,24
0.04,8,20.0,A5,oos_warm,337,0.06363708633153256,0.2768343334615809,15
