0.04,8,25.0,A0,is,2027,0.9948729834917732,0.7000182148007648,35
0.04,8,25.0,A0,oos_warm,679,0.872946613074471,0.49602143458172065,23
0.04,8,25.0,A1,is,1238,0.8462804811399838,0.5228755273905717,15
0.04,8,25.0,A1,oos_warm,428,0.15584731604673052,0.34622194311857696,12
0.04,8,25.0,A2,is,1616,0.3208673576924653,0.5568366501237627,10
0.04,8,25.0,A2,oos_warm,588,0.06636934129977362,0.4109434051388222,10
0.04,8,25.0,A3,is,1158,0.5650648716238033,0.47362360531920616,5
0.04,8,25.0,A3,oos_warm,451,0.02874094974352247,0.32100067269227484,5
0.04,8,25.0,A4,is,1218,0.5560180706414549,0.5173487796347467,10
0.04,8,25.0,A4,oos_warm,424,0.05243877312916775,0.3463154383161422,10
0.04,8,25.0,A5,is,1464,0.3098371262868388,0.6003104690289964,30
0.04,8,25.0,A5,oos_warm,481,-0.14010413430444368,0.326466598926712,16
