0.02,8,25.0,A0,is,4179,0.2634162946461602,0.9547126921976918,30
0.02,8,25.0,A0,oos_warm,1997,-0.8139329813216052,0.8592317843043179,24
0.02,8,25.0,A1,is,2647,2.6079621232117387,0.6985075651273023,16
0.02,8,25.0,A1,oos_warm,1283,-0.6744956493776468,0.7182612002456128,14
0.02,8,25.0,A2,is,3226,1.9957755693858912,0.8475385770485154,10
0.02,8,25.0,A2,oos_warm,1637,-0.7877835740595421,0.827002851125048,10
0.02,8,25.0,A3,is,2251,1.690225719380844,0.6552893150872997,5
0.02,8,25.0,A3,oos_warm,1152,-0.7433234312122798,0.7819190441542568,5
0.02,8,25.0,A4,is,2575,2.2798745986532705,0.6690646247980894,10
0.02,8,25.0,A4,oos_warm,1256,-0.7459995041159867,0.7801510342010562,10
0.02,8,25.0,A5,is,2746,0.04358579950630628,0.834898643294823,24
0.02,8,25.0,A5,oos_warm,1323,-0.5849272800716037,0.6685011026866683,21
