0.02,4,15.0,A0,is,1274,1.4894910409008313,0.5282238328699957,26
0.02,4,15.0,A0,oos_warm,707,-0.24879609194763544,0.6700119179477618,18
0.02,4,15.0,A1,is,878,1.4779587021811924,0.3349016944884583,13
0.02,4,15.0,A1,oos_warm,521,-0.08312549890509854,0.4641882180335205,10
0.02,4,15.0,A2,is,1105,1.0361986415468902,0.44014919550615267,10
0.02,4,15.0,A2,oos_warm,666,-0.03841785254287206,0.544884195652112,10
0.02,4,15.0,A3,is,875,0.7063467646109126,0.33128238637631496,5
0.02,4,15.0,A3,oos_warm,552,-0.22623654574560406,0.4337471586153684,5
0.02,4,15.0,A4,is,868,1.4089028180305363,0.3349016944884583,10
0.02,4,15.0,A4,oos_warm,521,-0.08312549890509854,0.4641882180335205,10
0.02,4,15.0,A5,is,964,1.0051213698556904,0.5115719532115282,25
0.02,4,15.0,A5,oos_warm,502,-0.2109531945386465,0.3797520193353089,12
