0.04,4,25.0,A0,is,2030,1.3754531767841902,0.6512757644072292,33
0.04,4,25.0,A0,oos_warm,679,1.2561626117090259,0.47404349844545307,22
0.04,4,25.0,A1,is,1260,0.9721802550305111,0.519974476202137,13
0.04,4,25.0,A1,oos_warm,438,0.37976311656470335,0.3205245582351791,12
0.04,4,25.0,A2,is,1666,1.2286133462157118,0.5359306038162561,10
0.04,4,25.0,A2,oos_warm,607,0.5087778031363638,0.32385549307131345,10
0.04,4,25.0,A3,is,1235,0.8312673847611841,0.356790468884478,5
0.04,4,25.0,A3,oos_warm,480,0.21667579142351934,0.27274367184693443,5
0.04,4,25.0,A4,is,1246,0.9671998661138911,0.5144159778409495,10
0.04,4,25.0,A4,oos_warm,436,0.2871568291252923,0.3205245582351789,10
0.04,4,25.0,A5,is,1512,-0.2014073024841019,0.60169271159324,29
0.04,4,25.0,A5,oos_warm,494,0.37220873262080967,0.20265067007631254,16
